hogar_id,consumo_kwh,temp_promedio_c,grados_calor,metros_cuadrados,ocupantes,antiguedad_anios,aislamiento,tarifa_horaria
H0312,397.9811333248249,23.09946125513159,1.0994612551315903,113.4628496523728,3,9,medio,fija
H0313,346.30536934599013,30.78886772031164,8.78886772031164,126.6763386026125,3,11,medio,variable
H0314,447.9594065594865,31.9481732708147,9.9481732708147,164.8603246394767,3,12,medio,fija
H0315,365.75696373913235,14.942457876119049,0,113.64298995339274,4,29,medio,variable
H0316,361.7780667595743,13.318457498118052,0,61.25739542238616,3,10,basico,fija
H0317,237.28424034488197,18.15770114944309,0,56.9120663715623,1,24,medio,fija
H0318,397.0726621113377,18.13452869823194,0,146.74597986792045,2,7,medio,fija
H0319,490.2450323587129,28.686942750427455,6.6869427504274555,80.16192742212893,6,24,medio,fija
H0320,503.6907283543658,27.273546708750885,5.273546708750885,104.11992663576169,6,26,medio,fija
H0321,440.29990616359413,33.88340664151668,11.883406641516679,105.82724449069805,6,40,medio,fija
H0322,365.1978072598873,25.974927941140677,3.9749279411406775,116.18080053534545,3,23,medio,variable
H0323,307.88602423577345,23.276936889302114,1.2769368893021138,79.41633975422087,1,34,medio,fija
H0324,497.2010695066514,33.06338317574024,11.063383175740242,82.01707485934782,4,1,basico,fija
H0325,412.2862349635654,28.87854681806233,6.878546818062329,107.2391936064049,5,28,alto,fija
H0326,306.2782842752765,28.52139562807165,6.521395628071652,69.92149149980912,3,24,alto,variable
H0327,445.8974402970428,30.36077108009909,8.360771080099092,84.97826737047846,2,41,medio,fija
H0328,238.2094806786074,23.929346151570467,1.929346151570467,75.03952440370391,2,5,alto,fija
H0329,367.01302290967953,26.81815531956086,4.818155319560859,62.642875476605305,5,34,medio,fija
H0330,389.9307850627944,30.417818932870542,8.417818932870542,97.37913149504045,4,19,basico,fija
H0331,319.51390253631706,15.238619214182657,0,107.71678198227488,3,24,medio,fija
H0332,369.66061652551764,25.077550893080275,3.077550893080275,95.22032436812275,5,24,basico,fija
H0333,254.74419748332843,20.64509539981095,0,103.41065711513178,1,27,basico,variable
H0334,302.1752520256776,20.49532892544547,0,89.13555396625385,2,16,medio,fija
H0335,305.38441737074646,21.11943966182888,0,86.52084865757077,4,28,alto,fija
H0336,366.17988055105184,26.807153755770074,4.807153755770074,53.09252261237553,6,29,medio,fija
H0337,442.5572918461289,24.91325343867823,2.913253438678229,140.58975868093106,2,21,basico,fija
H0338,381.706921207244,19.409023201006395,0,153.2494489688182,3,19,basico,variable
H0339,537.6635534161784,27.9334568742126,5.933456874212599,124.53228434773652,4,50,medio,fija
H0340,217.2667272666818,27.43097504962017,5.430975049620169,113.09690224291994,1,9,alto,fija
H0341,395.8472669759197,27.36947227898338,5.36947227898338,94.70584282960846,1,21,basico,fija
H0342,313.42306263505253,26.807137264458785,4.807137264458785,79.87787472814183,3,32,medio,variable
H0343,345.05708089421074,31.088418218557194,9.088418218557194,98.45610828937126,1,26,medio,variable
H0344,193.15680176204233,21.634415199342243,0,75.80684858768568,2,41,alto,fija
H0345,337.64544182403097,22.005758790813246,0.005758790813246151,117.68376813778214,3,30,medio,fija
H0346,530.5329288558539,28.679365732559024,6.679365732559024,105.73887721810499,4,33,medio,fija
H0347,424.92012840784986,28.008698257374398,6.008698257374398,92.32274351037384,3,36,basico,fija
H0348,235.38360617485077,30.544459698436377,8.544459698436377,84.12892010863618,3,4,alto,variable
H0349,270.2430318061197,24.943047008069627,2.9430470080696267,102.24974503895344,2,23,alto,fija
H0350,377.58864523656206,28.025179803435595,6.025179803435595,118.51541132566854,1,32,alto,fija
H0351,447.6248748059641,30.617640765871194,8.617640765871194,150.9725649061512,3,45,alto,variable
H0352,201.79800871041232,21.473189731449786,0,56.88921328939768,2,0,medio,variable
H0353,476.3565901034635,33.81236035839413,11.81236035839413,74.58554729549387,2,11,medio,fija
H0354,491.4374957692187,21.349896522525704,0,167.3928156944708,4,37,basico,variable
H0355,404.5297079059733,16.829211866091192,0,86.86979964259085,2,37,basico,fija
H0356,349.56629423452944,24.380031100382013,2.3800311003820127,161.32146983171265,3,17,medio,variable
H0357,346.56525863720117,26.020697351532117,4.020697351532117,69.56436317857084,2,3,basico,variable
H0358,362.5798128838606,21.58380390285695,0,139.06195651499402,2,11,basico,variable
H0359,264.1436261432178,19.918188641495785,0,68.09693032064061,3,43,alto,variable
H0360,257.12486958510965,21.642829171831064,0,67.85521144785278,2,0,alto,fija
H0361,448.6773358174166,30.609314078502194,8.609314078502194,102.02758061324056,2,20,basico,fija
H0362,358.59669331883146,14.49668147507828,0,83.56253770592703,5,31,alto,variable
H0363,217.76958625118954,14.545640702089788,0,62.33077697374435,2,22,alto,variable
H0364,332.150800123781,18.544499949399107,0,62.46768667087559,4,23,basico,fija
H0365,390.8518802466003,30.359957597612635,8.359957597612635,102.47292150046229,3,45,medio,fija
H0366,269.2853219231123,29.4743507604175,7.474350760417501,62.91583018556314,2,19,alto,variable
H0367,346.17408764592153,20.78683850549444,0,131.3259469345964,1,27,basico,fija
H0368,381.66043999974175,25.231487461370772,3.2314874613707723,144.70287163450837,1,18,medio,fija
H0369,335.1704521335539,28.116840743512697,6.116840743512697,60.30188535935841,2,31,medio,variable
H0370,288.5671600983077,27.42545975934369,5.425459759343688,49.863973079075954,2,19,basico,fija
H0371,321.5412292047732,27.659722367008413,5.659722367008413,42.668414262601026,4,28,medio,variable
H0372,334.6202051184405,25.987113403820302,3.9871134038203024,120.88262797389105,2,23,medio,fija
H0373,387.65000332365827,26.63283392231444,4.63283392231444,62.92074437978494,1,55,alto,fija
H0374,509.06232410066843,17.79884004244906,0,131.29327723690747,4,46,basico,variable
H0375,407.27339910817994,35.573545399351126,13.573545399351126,85.46836122234488,5,16,alto,fija
H0376,322.61364436632715,24.076638433899383,2.076638433899383,57.58460415374645,2,17,medio,variable
H0377,376.6088393666431,27.460521637645407,5.460521637645407,67.7036226793446,3,6,basico,variable
H0378,316.4836315415002,18.193365072182893,0,93.53157575602347,6,10,alto,fija
H0379,508.30562097324804,23.173912210480577,1.1739122104805766,186.36775654087404,6,0,basico,fija
H0380,432.06114926560434,28.7806327960475,6.780632796047499,104.8188086293244,5,32,medio,fija
H0381,299.7188160210521,25.732514042580945,3.732514042580945,52.45454494286007,3,11,medio,variable
H0382,401.85346221757186,26.309736242530747,4.309736242530747,77.16254803528142,4,22,basico,fija
H0383,417.7368740522453,18.469204781378274,0,60.53601323978586,4,47,basico,fija
H0384,421.07805284682854,27.460820162219143,5.460820162219143,63.23860230219583,3,33,medio,fija
H0385,420.81405107472017,22.444479996604787,0.44447999660478743,119.45669480663585,4,7,medio,fija
H0386,336.39570165350847,16.697127293070025,0,78.9550200063045,4,13,medio,fija
H0387,409.4504772105026,28.111881854331468,6.111881854331468,134.13773783450517,2,0,basico,fija
H0388,328.4201662222735,25.078655056411367,3.0786550564113675,100.15951613336014,2,8,alto,fija
H0389,328.26059582773064,21.33056437017808,0,93.63130003921273,5,43,alto,fija
H0390,436.6770336505023,26.376055689824902,4.376055689824902,164.11787563887327,4,30,basico,fija
H0391,177.02868208998643,15.70630704495252,0,76.36065976720984,2,6,alto,fija
H0392,468.3908758470358,35.394451834178895,13.394451834178895,103.19936832451991,4,32,basico,fija
H0393,569.9003961707916,13.195598363968536,0,304.160781488404,2,34,basico,variable
H0394,300.19495378077914,26.635676986479474,4.635676986479474,81.23739226059281,2,10,medio,variable
H0395,610.6578560473588,23.862386368607478,1.8623863686074777,172.0085524895979,6,22,basico,fija
H0396,256.1708046016327,19.097023429409745,0,52.81925752816085,1,25,medio,fija
H0397,437.95683450834497,26.652107657798418,4.6521076577984175,101.30406973833792,4,28,medio,fija
H0398,375.6996151469415,22.965326099781432,0.9653260997814321,75.96433904374513,2,34,medio,fija
H0399,387.3023676361673,32.62611620092488,10.626116200924884,53.99397254840396,4,31,medio,fija
H0400,433.2218761382972,19.484080658500073,0,74.0905634802039,4,25,basico,fija
H0401,655.807739089035,31.684462872751862,9.684462872751862,207.61038739192205,3,58,basico,fija
H0402,381.8467487064576,27.76355201534837,5.76355201534837,86.01514185798702,3,23,medio,variable
H0403,300.94017409536826,19.71736791304194,0,75.49121823258422,4,1,medio,fija
H0404,338.44652376738674,24.049085026782368,2.049085026782368,133.02611578293858,2,12,basico,variable
H0405,362.0870173510733,20.453879119565613,0,72.1451972888685,2,19,basico,fija
H0406,261.86603305104,14.995422468406105,0,99.92470790961447,2,35,alto,fija
H0407,476.8877679325376,34.54485432695343,12.544854326953427,101.47872901167118,3,5,basico,fija
H0408,453.568793529596,32.84490102708888,10.84490102708888,79.45027840917939,6,6,medio,fija
H0409,223.14228965660774,25.70150612655727,3.7015061265572697,80.64882724436687,2,20,alto,fija
H0410,301.83566941846465,17.8972026769869,0,164.78296699684861,2,32,medio,fija
H0411,291.63465829505384,27.565333997562043,5.565333997562043,86.97984032995389,3,34,alto,variable
H0412,427.36255295070794,20.06269400554284,0,196.97514722088204,6,20,alto,variable
H0413,262.32022394461853,27.98611958224728,5.98611958224728,85.6856335339535,3,12,alto,variable
H0414,488.994014745799,29.33930200302182,7.339302003021821,84.35461984171883,5,53,basico,fija
H0415,263.1639903451886,25.946288819797118,3.946288819797118,74.26422549491211,2,30,medio,fija
H0416,248.36091051498173,24.6534679654324,2.6534679654324016,33.50468264395148,1,25,medio,fija
H0417,346.24120951322845,30.38129669676823,8.381296696768231,47.32028266135368,4,32,alto,fija
H0418,380.46514952161397,30.354456618806868,8.354456618806868,88.95397248522147,1,14,medio,variable
H0419,392.8270788414035,27.108166887138218,5.108166887138218,71.02593835977291,4,27,medio,fija
H0420,516.4718455128452,24.377251096848347,2.3772510968483473,158.92590724866503,3,30,medio,fija
