id_reserva,dias_anticipacion,num_noches,num_noches_finde,num_adultos,num_ninos,num_solicitudes_especiales,num_estancias_previas,precio_total_mxn,descuento_aplicado_pct,tipo_habitacion,canal_reserva,regimen,temporada,forma_pago,pais_origen,cliente_recurrente,tiene_promocion,cancelo
247,56,1,0,1,0,1,1,10251,14.4,suite,web_propio,desayuno,media,anticipado,eua_canada,si,si,no
248,94,2,1,3,1,0,3,4846,0,suite,ota,media_pension,alta,anticipado,eua_canada,si,no,no
249,89,2,1,2,1,2,1,25872,16,junior,agencia,desayuno,alta,anticipado,mexico,si,si,no
250,89,2,1,1,1,2,2,15189,0,ejecutiva,ota,solo_habitacion,baja,deposito_50pct,eua_canada,si,no,si
251,56,3,1,1,0,0,1,1878,29.8,ejecutiva,web_propio,desayuno,alta,deposito_50pct,mexico,si,si,no
252,16,6,3,3,0,0,4,9632,14.2,junior,ota,media_pension,media,en_hotel,mexico,si,si,si
253,25,3,1,4,0,0,0,5812,5.6,estandar,agencia,solo_habitacion,baja,deposito_50pct,NA,no,si,no
254,82,3,0,2,2,0,1,2705,0,junior,ota,solo_habitacion,media,anticipado,mexico,si,no,no
255,5,5,3,4,0,0,1,17631,2.2,estandar,web_propio,desayuno,media,anticipado,europa,si,si,no
256,101,8,4,2,0,0,1,5155,7.5,estandar,ota,media_pension,media,en_hotel,europa,si,si,no
257,65,3,1,2,1,1,1,3753,9.8,estandar,web_propio,media_pension,alta,en_hotel,eua_canada,si,si,no
258,41,1,0,3,0,0,3,26724,0,estandar,ota,solo_habitacion,media,deposito_50pct,mexico,si,no,si
259,41,8,3,3,2,1,0,14206,9.6,estandar,web_propio,media_pension,alta,deposito_50pct,mexico,no,si,si
260,39,3,1,2,2,1,0,NA,14.2,estandar,ota,desayuno,alta,en_hotel,mexico,no,si,si
261,93,3,1,2,0,1,1,24450,0.2,estandar,ota,desayuno,alta,deposito_50pct,eua_canada,si,si,no
262,131,7,1,4,0,0,1,12649,2,estandar,ota,media_pension,baja,en_hotel,mexico,si,si,no
263,181,2,0,1,0,0,1,10893,2.3,estandar,agencia,desayuno,alta,en_hotel,mexico,si,si,si
264,133,3,2,1,1,0,0,19478,0,junior,telefono,todo_incluido,baja,deposito_50pct,eua_canada,no,no,si
265,103,7,2,2,1,0,3,14070,18.6,estandar,ota,desayuno,baja,anticipado,mexico,si,si,no
266,21,6,3,1,0,0,0,3575,15.3,junior,ota,solo_habitacion,baja,en_hotel,europa,no,si,no
267,42,5,1,2,0,0,1,5104,6.5,estandar,ota,solo_habitacion,baja,en_hotel,mexico,si,si,no
268,91,6,2,2,0,5,3,6000,18.9,estandar,ota,solo_habitacion,media,en_hotel,mexico,si,si,no
269,65,1,0,2,0,1,1,22001,7.7,estandar,ota,media_pension,media,en_hotel,mexico,si,si,no
270,101,3,2,2,0,0,1,23810,19.5,estandar,ota,desayuno,media,anticipado,mexico,si,si,si
271,63,5,1,1,0,2,0,15574,27.1,estandar,ota,solo_habitacion,baja,deposito_50pct,eua_canada,no,si,no
272,49,1,0,1,0,0,2,9084,15,estandar,web_propio,media_pension,baja,en_hotel,eua_canada,si,si,no
273,79,2,0,1,0,0,1,13519,2.8,estandar,web_propio,solo_habitacion,media,deposito_50pct,mexico,si,si,no
274,37,7,3,1,0,1,1,4030,12,suite,web_propio,media_pension,media,deposito_50pct,eua_canada,si,si,no
275,125,7,1,1,0,0,0,13281,0,estandar,ota,media_pension,media,en_hotel,mexico,no,no,si
276,26,5,1,2,0,2,0,18304,12.3,suite,web_propio,media_pension,alta,en_hotel,europa,no,si,no
277,36,4,1,2,0,1,0,27528,8.5,estandar,ota,solo_habitacion,media,en_hotel,mexico,no,si,si
278,49,1,0,2,1,0,2,18032,25.8,estandar,web_propio,solo_habitacion,baja,en_hotel,mexico,si,si,no
279,162,6,3,1,0,1,0,11489,3.6,ejecutiva,ota,desayuno,media,en_hotel,mexico,no,si,no
280,161,5,1,2,0,0,3,7893,NA,suite,agencia,media_pension,media,en_hotel,eua_canada,si,si,si
281,30,4,1,4,0,0,3,9219,5.6,estandar,web_propio,desayuno,media,deposito_50pct,europa,si,si,no
282,22,1,0,3,0,0,0,3265,0,estandar,ota,solo_habitacion,media,anticipado,mexico,no,no,no
283,40,13,3,3,0,0,1,3181,NA,ejecutiva,web_propio,solo_habitacion,media,anticipado,mexico,si,si,si
284,33,1,0,3,1,0,1,4443,25.9,estandar,web_propio,desayuno,alta,deposito_50pct,mexico,si,si,si
285,51,2,1,4,0,0,1,18801,3.7,estandar,ota,solo_habitacion,alta,anticipado,eua_canada,si,si,no
286,220,13,3,2,1,0,2,26497,11.5,estandar,ota,desayuno,media,deposito_50pct,mexico,si,si,si
287,66,2,1,2,0,3,1,14412,12.5,estandar,web_propio,solo_habitacion,media,anticipado,mexico,si,si,no
288,30,7,3,4,0,2,1,18202,7,estandar,ota,solo_habitacion,alta,deposito_50pct,eua_canada,si,si,no
289,63,5,2,3,2,1,3,20710,16.7,estandar,ota,desayuno,alta,en_hotel,NA,si,si,no
290,75,2,1,2,1,1,0,1645,NA,estandar,web_propio,desayuno,media,deposito_50pct,mexico,no,si,si
291,3,1,0,2,2,0,1,5294,38.8,estandar,ota,solo_habitacion,media,en_hotel,eua_canada,si,si,no
292,43,2,1,4,1,1,1,26700,12.7,suite,ota,solo_habitacion,alta,deposito_50pct,mexico,si,si,si
293,74,4,2,1,3,0,1,19145,4.4,suite,ota,todo_incluido,media,deposito_50pct,mexico,si,si,si
294,35,6,3,1,0,0,0,14833,3.7,suite,ota,todo_incluido,alta,deposito_50pct,mexico,no,si,si
295,52,3,1,2,0,0,1,19760,14.8,estandar,ota,todo_incluido,alta,en_hotel,eua_canada,si,si,si
296,73,5,1,2,0,0,0,NA,0,estandar,ota,desayuno,media,en_hotel,mexico,no,no,no
297,43,2,0,1,1,2,1,21348,0,estandar,web_propio,media_pension,baja,deposito_50pct,eua_canada,si,no,no
298,22,4,1,3,0,0,1,12386,4,suite,ota,desayuno,baja,anticipado,europa,si,si,no
299,79,4,2,2,0,1,2,13942,0,ejecutiva,ota,media_pension,alta,en_hotel,mexico,si,no,no
300,70,4,2,2,1,1,2,17402,23.1,estandar,web_propio,todo_incluido,alta,anticipado,otro,si,si,si
301,55,6,2,2,0,0,2,23001,1.6,estandar,agencia,media_pension,alta,deposito_50pct,eua_canada,si,si,no
302,79,1,0,2,1,2,1,19294,0,estandar,web_propio,solo_habitacion,baja,anticipado,mexico,si,no,si
303,71,5,1,2,1,0,1,12930,17.7,estandar,ota,solo_habitacion,baja,en_hotel,mexico,si,si,si
304,39,7,4,4,2,0,2,20731,5.5,estandar,ota,desayuno,media,anticipado,mexico,si,si,no
305,92,3,1,1,0,0,2,20399,NA,junior,telefono,solo_habitacion,alta,deposito_50pct,eua_canada,si,si,si
306,53,1,0,1,1,3,0,20296,0,estandar,ota,todo_incluido,media,anticipado,eua_canada,no,no,si
307,192,1,0,1,2,1,0,10171,19.4,estandar,web_propio,solo_habitacion,alta,en_hotel,mexico,no,si,si
308,130,2,1,4,1,0,0,16642,15.8,estandar,agencia,desayuno,alta,deposito_50pct,mexico,no,si,no
309,82,3,1,2,0,2,1,1701,0,junior,ota,desayuno,media,en_hotel,mexico,si,no,si
310,82,6,2,2,0,1,3,23293,7.6,estandar,web_propio,solo_habitacion,baja,deposito_50pct,mexico,si,si,no
311,27,2,1,1,0,0,1,NA,NA,suite,ota,desayuno,media,en_hotel,mexico,si,no,si
312,20,1,1,2,0,0,2,13921,9.3,suite,ota,desayuno,baja,anticipado,europa,si,si,no
313,72,2,1,2,2,1,1,20279,2.5,junior,telefono,desayuno,alta,deposito_50pct,mexico,si,si,no
314,17,1,0,3,0,1,1,7538,9.4,estandar,agencia,todo_incluido,media,en_hotel,eua_canada,si,si,no
315,28,6,2,2,1,5,0,21458,26.6,estandar,web_propio,solo_habitacion,baja,deposito_50pct,eua_canada,no,si,si
316,55,3,2,2,0,1,5,23000,9.3,estandar,web_propio,desayuno,alta,deposito_50pct,eua_canada,si,si,no
317,19,2,1,2,0,0,2,NA,NA,ejecutiva,web_propio,solo_habitacion,alta,anticipado,mexico,si,si,si
318,24,1,0,2,1,0,1,10789,0,junior,ota,solo_habitacion,alta,deposito_50pct,eua_canada,si,no,no
319,25,1,0,1,1,0,1,3937,9.8,estandar,web_propio,solo_habitacion,baja,en_hotel,mexico,si,si,no
320,36,7,1,2,2,0,1,16000,6.9,estandar,ota,solo_habitacion,baja,deposito_50pct,NA,si,si,si
321,91,3,1,1,1,1,1,6046,0,suite,ota,solo_habitacion,alta,anticipado,mexico,si,no,no
322,15,3,0,3,0,0,3,4182,22.6,junior,ota,desayuno,media,anticipado,mexico,si,si,no
323,175,1,0,2,0,3,2,22328,0.1,junior,agencia,desayuno,media,anticipado,europa,si,si,no
324,46,1,0,2,0,3,1,13612,0.2,ejecutiva,agencia,desayuno,media,en_hotel,mexico,si,si,no
325,102,3,1,2,0,0,0,25999,9.5,suite,ota,media_pension,alta,anticipado,europa,no,si,si
326,22,9,3,3,1,0,1,21535,32.1,estandar,ota,media_pension,baja,deposito_50pct,eua_canada,si,si,si
327,15,2,0,2,0,4,0,19887,8,estandar,ota,desayuno,media,anticipado,eua_canada,no,si,no
328,50,2,1,2,0,1,0,17595,16.3,suite,ota,desayuno,media,deposito_50pct,mexico,no,si,si
329,16,1,1,3,0,0,1,15181,0,estandar,ota,desayuno,baja,deposito_50pct,mexico,si,no,no
330,53,11,5,2,0,1,1,11529,8.8,junior,web_propio,solo_habitacion,alta,deposito_50pct,europa,si,si,no
331,91,3,1,2,0,1,2,2298,3.3,estandar,agencia,desayuno,alta,deposito_50pct,mexico,si,si,no
332,74,4,1,1,0,1,2,NA,2.4,ejecutiva,web_propio,desayuno,baja,deposito_50pct,mexico,si,si,si
333,19,3,1,2,2,0,1,15742,28.7,estandar,ota,solo_habitacion,media,anticipado,mexico,si,si,no
334,54,8,4,3,0,1,0,20803,4.2,junior,web_propio,todo_incluido,alta,anticipado,NA,no,si,no
335,88,3,2,2,1,0,0,17926,NA,estandar,agencia,media_pension,baja,anticipado,mexico,no,no,no
336,71,1,1,1,0,0,1,9845,30.3,estandar,ota,desayuno,alta,deposito_50pct,mexico,si,si,si
337,73,7,4,1,2,5,3,9638,7.2,estandar,web_propio,desayuno,media,en_hotel,mexico,si,si,no
338,44,2,0,1,1,2,2,27823,7.6,estandar,web_propio,desayuno,media,en_hotel,eua_canada,si,si,no
339,37,2,1,2,1,1,1,12711,0,estandar,web_propio,solo_habitacion,alta,deposito_50pct,eua_canada,si,no,no
340,5,8,2,2,0,0,1,10860,3.6,junior,web_propio,desayuno,alta,anticipado,mexico,si,si,no
341,35,3,1,2,0,0,1,18215,9.8,estandar,agencia,solo_habitacion,media,anticipado,mexico,si,si,no
342,77,1,0,2,0,0,1,5457,7.4,junior,ota,media_pension,baja,anticipado,mexico,si,si,si
343,126,1,0,2,2,0,0,7915,0,suite,ota,solo_habitacion,baja,deposito_50pct,mexico,no,no,si
344,170,1,0,2,1,0,0,4382,13.3,junior,ota,media_pension,baja,deposito_50pct,mexico,no,si,si
345,29,2,0,2,2,0,3,24607,13.6,estandar,ota,desayuno,alta,en_hotel,europa,si,si,no
346,48,8,3,3,0,1,2,9555,11.4,junior,ota,media_pension,alta,en_hotel,mexico,si,si,no
347,64,1,0,2,0,0,0,8266,2.9,junior,web_propio,desayuno,media,en_hotel,eua_canada,no,si,no
348,49,4,2,3,0,0,0,12446,NA,junior,ota,solo_habitacion,media,deposito_50pct,mexico,no,si,no
349,111,6,1,2,2,0,2,19453,0,junior,ota,desayuno,alta,deposito_50pct,otro,si,no,si
350,14,3,1,2,0,1,1,23766,1.9,junior,web_propio,solo_habitacion,media,anticipado,mexico,si,si,no
351,18,3,1,1,0,0,3,NA,25.6,estandar,ota,solo_habitacion,alta,anticipado,mexico,si,si,no
352,134,2,1,1,0,2,2,5359,13.1,junior,ota,media_pension,media,anticipado,mexico,si,si,no
353,80,1,1,2,0,1,2,10127,0,estandar,agencia,desayuno,baja,anticipado,mexico,si,no,no
354,85,5,2,2,3,0,0,NA,20,estandar,ota,desayuno,baja,en_hotel,mexico,no,si,si
355,128,4,0,3,0,2,0,8481,NA,suite,agencia,desayuno,alta,anticipado,mexico,no,si,no
356,24,10,5,4,0,0,2,11670,31.5,estandar,web_propio,solo_habitacion,media,deposito_50pct,mexico,si,si,no
357,45,3,2,2,0,0,2,25450,0,ejecutiva,web_propio,desayuno,alta,deposito_50pct,eua_canada,si,no,no
358,37,3,1,2,0,0,2,6056,6.6,junior,ota,desayuno,media,anticipado,mexico,si,si,no
359,13,3,1,2,2,0,0,1791,10.3,ejecutiva,web_propio,desayuno,baja,en_hotel,europa,no,si,no
360,47,3,1,2,1,0,0,25263,12.4,suite,ota,solo_habitacion,alta,anticipado,mexico,no,si,si
361,21,4,2,1,0,0,3,11466,18,estandar,telefono,desayuno,alta,anticipado,eua_canada,si,si,no
362,51,6,3,1,0,3,2,5996,0,estandar,web_propio,solo_habitacion,alta,en_hotel,eua_canada,si,no,no
363,59,2,1,1,0,1,2,26417,0,estandar,ota,media_pension,media,anticipado,eua_canada,si,no,no
364,19,2,0,2,1,0,1,21475,26.6,estandar,ota,desayuno,alta,deposito_50pct,eua_canada,si,si,no
365,32,2,1,1,2,0,2,1561,20.9,estandar,agencia,solo_habitacion,media,deposito_50pct,eua_canada,si,si,no
366,53,6,2,1,0,1,1,4945,7.1,junior,ota,solo_habitacion,baja,deposito_50pct,mexico,si,si,no
367,153,2,0,2,0,1,1,22481,0,estandar,telefono,desayuno,media,anticipado,europa,si,no,no
368,77,3,1,2,0,4,2,23622,11.3,suite,web_propio,desayuno,media,deposito_50pct,europa,si,si,no
369,136,7,4,1,0,3,3,23122,0,suite,web_propio,solo_habitacion,alta,anticipado,europa,si,no,si
370,77,2,1,3,2,3,1,7009,0,estandar,ota,desayuno,baja,deposito_50pct,eua_canada,si,no,no
371,40,11,4,1,1,0,0,8445,19.4,suite,agencia,media_pension,alta,en_hotel,eua_canada,no,si,no
372,6,2,0,1,0,0,0,5076,15.8,junior,web_propio,media_pension,baja,deposito_50pct,eua_canada,no,si,si
373,82,1,0,4,1,1,1,21011,4.3,estandar,web_propio,solo_habitacion,media,deposito_50pct,eua_canada,si,si,no
374,58,2,1,2,0,0,1,24034,22.3,estandar,web_propio,desayuno,alta,en_hotel,eua_canada,si,si,no
375,62,5,3,1,0,0,1,21928,20.3,estandar,ota,desayuno,alta,deposito_50pct,mexico,si,si,si
376,23,11,5,2,0,0,2,5438,14.5,junior,web_propio,media_pension,baja,en_hotel,eua_canada,si,si,no
377,49,12,5,2,0,1,0,25247,NA,ejecutiva,ota,desayuno,baja,anticipado,mexico,no,si,si
378,49,1,0,2,0,1,0,17288,7.7,estandar,web_propio,solo_habitacion,alta,en_hotel,eua_canada,no,si,si
379,133,11,2,2,0,0,0,25250,12.5,estandar,telefono,desayuno,baja,en_hotel,mexico,no,si,si
380,10,2,1,2,0,0,0,6324,10.2,suite,web_propio,solo_habitacion,baja,deposito_50pct,europa,no,si,no
381,28,2,1,1,1,1,1,14140,5.2,estandar,web_propio,todo_incluido,media,deposito_50pct,mexico,si,si,no
382,60,1,0,2,0,0,1,22677,NA,estandar,telefono,todo_incluido,baja,anticipado,mexico,si,no,no
383,107,4,1,3,0,1,1,8221,14.5,junior,ota,solo_habitacion,media,deposito_50pct,mexico,si,si,si
384,188,6,1,2,0,0,2,21149,5.2,estandar,web_propio,solo_habitacion,alta,deposito_50pct,mexico,si,si,si
385,48,7,2,2,0,0,1,14473,18.3,estandar,ota,solo_habitacion,baja,deposito_50pct,mexico,si,si,si
386,17,3,1,4,0,2,3,12182,1.7,junior,ota,desayuno,alta,deposito_50pct,mexico,si,si,no
387,52,4,2,2,0,0,0,11983,0,estandar,telefono,solo_habitacion,media,en_hotel,mexico,no,no,no
388,44,5,1,3,1,3,0,9455,14.8,estandar,ota,solo_habitacion,alta,anticipado,mexico,no,si,si
389,58,14,5,2,0,2,1,2147,2.9,estandar,agencia,media_pension,media,anticipado,mexico,si,si,si
390,7,4,2,2,1,0,0,3468,NA,suite,web_propio,solo_habitacion,media,en_hotel,eua_canada,no,si,si
391,46,3,1,1,2,0,1,19831,0,ejecutiva,web_propio,desayuno,baja,anticipado,eua_canada,si,no,no
392,24,9,4,1,0,1,0,14840,14.1,ejecutiva,telefono,todo_incluido,alta,anticipado,europa,no,si,no
393,133,9,2,1,0,0,1,21923,3.2,suite,web_propio,media_pension,baja,en_hotel,otro,si,si,no
394,14,6,1,1,0,0,2,7792,11.8,estandar,telefono,solo_habitacion,media,en_hotel,europa,si,si,no
395,119,6,3,2,0,1,3,7748,20.9,ejecutiva,ota,todo_incluido,alta,deposito_50pct,mexico,si,si,no
396,16,3,0,4,0,4,2,27266,0,ejecutiva,ota,solo_habitacion,baja,anticipado,mexico,si,no,no
397,14,10,5,1,1,0,0,18923,11,junior,web_propio,desayuno,media,anticipado,mexico,no,si,no
398,130,1,0,2,0,0,0,3749,2.8,estandar,ota,desayuno,media,deposito_50pct,mexico,no,si,no
399,24,4,2,2,0,0,2,6993,10.2,estandar,web_propio,desayuno,alta,anticipado,eua_canada,si,si,no
400,33,5,2,2,0,1,2,10220,0,ejecutiva,ota,desayuno,alta,en_hotel,mexico,si,no,no
401,90,11,6,2,0,1,0,NA,0,junior,ota,desayuno,alta,en_hotel,eua_canada,no,no,si
402,61,1,0,4,0,0,1,2087,0,estandar,web_propio,desayuno,media,deposito_50pct,eua_canada,si,no,no
403,148,2,1,2,0,0,0,11120,25.7,suite,web_propio,desayuno,alta,deposito_50pct,mexico,no,si,si
404,47,3,1,2,0,0,0,2106,13.9,estandar,ota,solo_habitacion,media,deposito_50pct,mexico,no,si,no
405,109,2,1,1,0,1,0,14264,21.2,estandar,web_propio,solo_habitacion,baja,en_hotel,eua_canada,no,si,si
406,28,4,2,1,0,0,1,22069,13.4,estandar,ota,solo_habitacion,baja,deposito_50pct,eua_canada,si,si,no
407,65,5,2,1,0,2,3,12693,1.4,estandar,ota,solo_habitacion,media,en_hotel,otro,si,si,no
408,137,5,2,3,0,0,3,14556,0,estandar,ota,todo_incluido,alta,anticipado,otro,si,no,si
409,58,1,0,2,1,2,2,6566,4.6,estandar,agencia,solo_habitacion,baja,deposito_50pct,mexico,si,si,no
410,27,2,1,1,1,3,0,12315,6.3,junior,ota,solo_habitacion,alta,deposito_50pct,eua_canada,no,si,no
411,59,9,3,1,0,0,1,19495,4.6,estandar,agencia,solo_habitacion,media,en_hotel,eua_canada,si,si,no
412,95,5,2,2,1,2,1,3359,4.9,estandar,telefono,solo_habitacion,baja,en_hotel,mexico,si,si,no
413,5,8,4,1,0,0,1,2250,0,estandar,web_propio,desayuno,media,deposito_50pct,europa,si,no,no
414,70,7,2,1,0,2,1,17612,7.2,suite,web_propio,desayuno,alta,deposito_50pct,eua_canada,si,si,no
415,46,4,2,3,0,0,1,9507,0,ejecutiva,ota,solo_habitacion,baja,en_hotel,europa,si,no,no
416,50,3,1,2,0,0,0,24777,7,estandar,web_propio,solo_habitacion,media,deposito_50pct,eua_canada,no,si,no
417,71,3,0,2,0,0,0,NA,15.2,estandar,web_propio,solo_habitacion,media,en_hotel,mexico,no,si,no
418,69,5,2,2,0,0,0,6330,NA,estandar,agencia,desayuno,alta,en_hotel,otro,no,si,si
419,165,6,3,2,0,1,1,11204,17.9,estandar,web_propio,desayuno,media,en_hotel,mexico,si,si,si
420,136,5,1,2,0,0,0,14929,3.1,junior,ota,desayuno,media,anticipado,mexico,no,si,no
421,27,4,2,2,0,0,1,6880,2.4,estandar,ota,desayuno,alta,anticipado,eua_canada,si,si,no
422,43,1,0,2,0,3,1,26639,13.3,ejecutiva,agencia,desayuno,alta,en_hotel,eua_canada,si,si,no
423,52,11,3,4,0,4,1,12691,8.3,estandar,ota,desayuno,alta,anticipado,otro,si,si,no
424,31,5,1,1,1,5,3,6893,6.2,estandar,ota,solo_habitacion,alta,en_hotel,europa,si,si,no
425,130,2,0,2,0,0,1,10608,20.6,estandar,agencia,solo_habitacion,baja,deposito_50pct,otro,si,si,no
426,28,1,0,2,0,1,1,20672,0,suite,ota,media_pension,baja,en_hotel,eua_canada,si,no,si
427,94,4,1,2,0,3,1,14907,9.8,estandar,ota,solo_habitacion,alta,anticipado,mexico,si,si,no
428,104,3,1,2,0,4,1,22300,0,ejecutiva,telefono,desayuno,baja,en_hotel,europa,si,no,no
429,91,2,1,2,0,0,0,11449,3.4,suite,web_propio,solo_habitacion,media,en_hotel,mexico,no,si,no
430,24,2,0,2,0,0,0,12256,29.2,estandar,telefono,media_pension,baja,en_hotel,mexico,no,si,no
431,59,2,0,1,0,4,0,9795,14.3,junior,web_propio,solo_habitacion,media,en_hotel,NA,no,si,no
432,94,3,2,3,0,0,0,10386,4,junior,ota,solo_habitacion,alta,en_hotel,mexico,no,si,si
433,6,2,0,1,1,0,1,16244,5.7,suite,web_propio,desayuno,alta,anticipado,mexico,si,si,no
434,19,4,2,2,0,1,0,20475,3.7,estandar,ota,solo_habitacion,media,en_hotel,europa,no,si,no
435,67,4,1,2,0,2,1,25137,4.2,estandar,web_propio,solo_habitacion,alta,en_hotel,mexico,si,si,no
436,91,3,1,2,0,0,1,5018,16.4,junior,telefono,desayuno,media,deposito_50pct,europa,si,si,si
437,57,2,1,1,0,0,0,13618,12.3,estandar,ota,solo_habitacion,alta,deposito_50pct,eua_canada,no,si,no
438,76,2,1,2,0,1,2,27401,0,estandar,ota,media_pension,media,en_hotel,mexico,si,no,si
439,49,1,0,1,0,1,1,3498,14.5,suite,web_propio,media_pension,alta,anticipado,mexico,si,si,no
440,31,2,1,2,0,0,4,4391,7.1,estandar,ota,solo_habitacion,alta,en_hotel,mexico,si,si,no
441,66,1,0,1,0,1,2,7762,1.5,ejecutiva,web_propio,solo_habitacion,alta,deposito_50pct,mexico,si,si,no
442,36,4,2,2,1,2,1,15076,21.2,estandar,ota,solo_habitacion,baja,deposito_50pct,mexico,si,si,no
443,35,2,1,1,0,0,1,16687,0,estandar,web_propio,solo_habitacion,baja,anticipado,mexico,si,no,no
444,42,7,2,2,0,0,2,17339,2.6,estandar,web_propio,desayuno,alta,deposito_50pct,eua_canada,si,si,si
445,145,2,1,2,0,0,3,9193,0,estandar,telefono,solo_habitacion,media,deposito_50pct,mexico,si,no,no
446,38,4,1,1,0,3,0,6564,14.4,suite,ota,desayuno,media,deposito_50pct,eua_canada,no,si,si
447,187,11,1,2,0,0,0,10151,15.4,estandar,agencia,solo_habitacion,alta,deposito_50pct,mexico,no,si,no
448,96,3,1,3,0,0,0,14212,0,ejecutiva,ota,desayuno,alta,anticipado,mexico,no,no,no
449,15,2,1,1,0,1,0,13355,9.8,junior,ota,desayuno,alta,en_hotel,eua_canada,no,si,si
450,52,1,0,2,2,1,0,18622,13.2,junior,ota,desayuno,media,deposito_50pct,eua_canada,no,si,si
451,21,3,1,1,0,1,1,24233,0,estandar,web_propio,solo_habitacion,baja,en_hotel,otro,si,no,no
452,89,6,1,2,0,3,2,9709,17.4,estandar,web_propio,desayuno,baja,en_hotel,otro,si,si,no
453,34,3,1,2,0,1,4,21902,16.1,suite,ota,media_pension,media,deposito_50pct,mexico,si,si,no
454,97,2,1,1,0,0,2,9421,5.7,estandar,ota,solo_habitacion,baja,deposito_50pct,mexico,si,si,si
455,47,6,1,1,0,0,2,6140,3.4,estandar,web_propio,solo_habitacion,media,en_hotel,europa,si,si,si
456,216,10,4,2,1,1,4,6734,10.5,estandar,web_propio,solo_habitacion,media,deposito_50pct,mexico,si,si,si
457,76,2,1,2,0,3,3,17895,24.6,estandar,ota,media_pension,alta,en_hotel,mexico,si,si,si
458,79,2,1,3,1,3,3,24506,0,junior,ota,desayuno,media,deposito_50pct,mexico,si,no,no
459,15,2,1,4,0,1,0,10353,22.8,estandar,ota,desayuno,baja,deposito_50pct,mexico,no,si,si
460,38,2,0,1,0,2,2,10893,8.9,estandar,ota,todo_incluido,media,anticipado,eua_canada,si,si,si
461,56,4,2,2,0,2,1,13638,9.1,suite,web_propio,desayuno,alta,en_hotel,mexico,si,si,si
462,54,2,1,3,0,0,1,7309,7.4,estandar,ota,desayuno,alta,en_hotel,mexico,si,si,si
463,53,6,2,1,0,1,0,27188,11.5,junior,ota,media_pension,media,deposito_50pct,europa,no,si,si
464,22,2,1,2,0,1,3,2897,0,estandar,ota,solo_habitacion,alta,en_hotel,mexico,si,no,no
465,11,2,1,2,2,0,0,18691,24,estandar,web_propio,solo_habitacion,media,anticipado,mexico,no,si,si
466,44,2,0,3,0,0,1,7645,0,ejecutiva,web_propio,desayuno,baja,en_hotel,mexico,si,no,no
467,12,4,2,2,1,0,1,10738,0,estandar,ota,desayuno,alta,deposito_50pct,mexico,si,no,no
468,82,3,1,4,0,0,0,18405,20.6,junior,web_propio,desayuno,media,en_hotel,mexico,no,si,si
469,57,12,3,2,0,3,1,22511,0,estandar,telefono,todo_incluido,media,en_hotel,eua_canada,si,no,no
470,10,7,2,1,0,0,1,11628,17.4,suite,telefono,desayuno,media,en_hotel,eua_canada,si,si,si
471,36,5,3,1,0,2,0,16178,19.4,junior,web_propio,solo_habitacion,alta,en_hotel,mexico,no,si,no
472,18,1,0,2,0,3,3,18170,1.6,ejecutiva,web_propio,desayuno,alta,en_hotel,mexico,si,si,no
473,168,2,1,2,0,0,2,16311,0,junior,web_propio,media_pension,baja,anticipado,eua_canada,si,no,si
474,51,2,0,2,0,1,0,NA,0,estandar,web_propio,todo_incluido,alta,deposito_50pct,eua_canada,no,no,si
475,71,9,3,2,1,0,0,14328,0,junior,web_propio,solo_habitacion,media,anticipado,eua_canada,no,no,no
476,48,2,0,2,0,0,1,8025,5,estandar,agencia,solo_habitacion,baja,en_hotel,eua_canada,si,si,no
477,46,1,0,2,0,3,1,22064,0,estandar,web_propio,media_pension,baja,deposito_50pct,europa,si,no,no
478,54,4,1,1,3,0,0,22467,7.2,estandar,telefono,media_pension,alta,deposito_50pct,mexico,no,si,si
479,131,3,0,1,0,3,0,16126,11,ejecutiva,ota,media_pension,alta,deposito_50pct,europa,no,si,si
480,72,1,0,2,2,3,2,13541,8.7,suite,web_propio,desayuno,media,anticipado,mexico,si,si,si
481,101,3,2,3,0,0,2,21466,0,estandar,ota,desayuno,alta,deposito_50pct,mexico,si,no,no
482,68,2,0,2,0,0,0,14122,6.2,ejecutiva,ota,desayuno,alta,deposito_50pct,eua_canada,no,si,si
483,95,8,2,1,1,1,1,12332,12.6,estandar,agencia,desayuno,media,deposito_50pct,europa,si,si,si
484,29,9,5,2,2,0,0,14100,7.8,estandar,ota,media_pension,baja,anticipado,mexico,no,si,no
485,34,1,0,2,1,0,1,3557,5.7,suite,ota,solo_habitacion,media,en_hotel,mexico,si,si,no
486,92,1,0,2,0,0,1,22242,14.5,estandar,ota,solo_habitacion,baja,deposito_50pct,eua_canada,si,si,no
487,67,1,0,2,0,0,1,17269,9.6,estandar,ota,media_pension,alta,en_hotel,mexico,si,si,no
488,49,12,2,2,0,0,1,27641,9.2,junior,ota,solo_habitacion,media,en_hotel,otro,si,si,si
489,97,1,0,4,1,0,2,27974,7.8,estandar,ota,solo_habitacion,media,en_hotel,mexico,si,si,si
490,170,12,2,1,0,0,1,11671,26.7,estandar,ota,solo_habitacion,baja,en_hotel,mexico,si,si,si
491,71,1,0,2,0,2,3,13725,NA,estandar,agencia,desayuno,alta,anticipado,mexico,si,si,no
492,222,2,1,2,0,1,0,3216,14.3,suite,web_propio,solo_habitacion,alta,deposito_50pct,mexico,no,si,si
493,146,6,3,1,0,1,2,13620,0.4,junior,web_propio,desayuno,alta,anticipado,mexico,si,si,no
