id_usuario,edad,antiguedad_dias,num_depositos_mes,monto_total_depositado_mxn,monto_promedio_apuesta_mxn,num_apuestas_mes,num_sesiones_mes,duracion_sesion_min,pct_apuestas_nocturnas,num_juegos_distintos,pct_uso_bonos,indice_persecucion_perdidas,monto_total_retirado_mxn,perdida_neta_mxn
US00348,36,394,24,20913,273,295,42,108,67.7,5,19.6,0.694,4108,16805
US00349,32,798,26,18924,261,306,30,104,82.6,5,27.3,0.75,1195,17729
US00350,47,739,10,20515,945,100,11,59,26,6,13.5,0.217,10436,10079
US00351,26,740,26,13473,185,440,50,101,71.6,5,28.8,0.811,1837,11636
US00352,46,369,4,1566,65,38,9,39,16.5,6,30.4,0.073,803,763
US00353,42,435,3,1464,64,49,8,25,26.1,3,24,0.239,603,861
US00354,29,314,3,1580,58,38,7,22,14.2,5,25.4,0.15,618,962
US00355,41,775,9,23512,866,87,16,51,22.9,4,16.3,0.245,10917,12595
US00356,36,703,16,15087,281,449,54,76,66,5,20.2,0.626,1601,13486
US00357,45,379,3,1465,64,36,9,28,29.1,5,10.1,0.084,716,749
US00358,28,327,8,4823,29,269,19,19,24.1,14,100,0.101,4964,-141
US00359,18,677,12,14806,279,304,55,108,69.3,3,3.2,0.818,704,14102
US00360,39,826,8,22376,691,79,12,50,29.2,4,20,0.243,11070,11306
US00361,52,1035,10,40518,677,100,14,42,23.8,6,9.5,0.309,19894,20624
US00362,41,456,2,706,49,32,6,26,25,5,13.7,0.218,352,354
US00363,48,401,3,1033,40,35,9,25,13,6,21.7,0.119,630,403
US00364,48,436,3,991,93,30,6,23,25.5,7,14.2,0.075,407,584
US00365,45,520,4,626,62,38,6,41,19.3,3,13.7,0.237,314,312
US00366,41,857,6,32832,1008,63,15,42,34.7,4,13.6,0.283,19717,13115
US00367,35,452,3,1427,61,46,7,24,18.7,4,20.4,0.244,799,628
US00368,38,312,2,935,50,43,7,45,22.6,9,15.7,0.09,403,532
US00369,39,988,7,17913,546,81,16,55,34.8,7,12.7,0.253,8995,8918
US00370,41,590,22,12186,240,305,36,87,63.8,5,18.8,0.782,3641,8545
US00371,45,943,6,35770,920,96,18,55,34.3,4,7.2,0.268,18044,17726
US00372,40,380,3,1020,88,41,6,31,11.3,5,29.3,0.126,559,461
US00373,26,753,23,18541,169,428,46,78,61.6,3,18.9,0.749,4805,13736
US00374,28,757,22,11979,178,229,55,122,61.3,3,27.4,0.749,2026,9953
US00375,33,539,7,27237,733,74,23,43,38.9,6,16.9,0.232,13873,13364
US00376,41,467,4,1589,44,33,8,39,25.9,3,26.9,0.025,1061,528
US00377,35,628,3,1072,63,29,6,30,23.2,8,16.8,0.245,536,536
US00378,30,464,28,9636,183,255,61,74,70.6,5,32.8,0.72,2696,6940
US00379,29,223,3,1658,64,25,9,32,25,6,24.3,0.09,993,665
US00380,50,568,3,1404,NA,32,9,29,30,4,21.3,0.137,821,583
US00381,38,604,4,1286,69,37,7,33,17.2,5,27.4,0.105,773,513
US00382,35,645,30,15923,256,386,42,71,69.3,5,21,0.724,3134,12789
US00383,50,495,4,819,89,36,9,35,26.9,5,27.9,0.101,284,535
US00384,25,260,4,2251,56,212,17,7,2.2,10,88.1,0.144,2458,-207
US00385,18,559,20,17416,274,291,50,118,65,5,24.1,0.745,5864,11552
US00386,47,1445,8,28301,739,87,16,36,32.3,4,19.8,0.291,14380,13921
US00387,28,86,4,3604,33,197,9,17,28.9,11,86.4,0.076,3580,24
US00388,37,828,9,27232,734,126,13,30,36,6,18.4,0.378,13844,13388
US00389,37,269,2,1179,76,38,5,26,22,6,31.8,0.09,435,744
US00390,29,280,4,1188,87,28,7,29,0,6,21.9,0.14,709,479
US00391,40,542,2,1290,57,39,7,17,12.2,5,25.6,0.1,674,616
US00392,29,345,22,11384,260,449,36,118,57.1,5,23.8,0.869,3540,7844
US00393,39,641,26,8221,187,354,31,98,57.1,4,31.3,0.763,1388,6833
US00394,40,367,3,861,54,34,4,39,29.3,6,27.6,0.092,353,508
US00395,29,466,3,1473,85,27,5,32,25.7,6,23.2,0.098,825,648
US00396,49,327,4,970,72,35,4,20,22.2,7,23.3,0.2,539,431
US00397,43,410,3,1053,54,28,6,29,26.5,5,16.7,0.129,553,500
US00398,36,693,27,21053,247,369,30,105,60.8,4,28.7,0.742,4300,16753
US00399,39,249,3,1316,59,26,4,22,22.8,5,20.9,0.111,530,786
US00400,29,791,29,16212,199,462,52,77,67.3,3,12.6,0.72,1919,14293
US00401,30,314,5,4559,38,206,15,17,10.3,11,80.4,0.003,4838,-279
US00402,18,678,12,12473,174,351,35,88,71.6,5,26.8,0.724,2720,9753
US00403,44,489,3,1461,39,30,7,24,28,4,29.5,0.092,870,591
US00404,38,206,4,1339,82,42,8,33,28.6,5,26,0.143,583,756
US00405,30,745,25,18607,334,232,25,110,71.2,5,34,0.643,1358,17249
US00406,33,629,32,12820,303,343,53,77,64.4,5,10.9,0.829,3269,9551
US00407,36,487,20,14903,315,298,38,86,54.5,1,27.2,0.82,2835,12068
US00408,26,148,5,7010,58,260,19,19,16.1,11,90.2,0.075,6991,19
US00409,41,400,3,865,55,32,7,20,29,6,19,0.246,314,551
US00410,58,287,2,1028,70,29,6,24,32.2,2,22.6,0.086,603,425
US00411,36,1230,7,28290,750,101,18,59,23.4,6,18.3,0.295,13546,14744
US00412,38,503,3,1026,64,25,5,34,15.3,7,28.4,0.204,485,541
US00413,45,1174,4,27507,565,65,13,45,28.3,5,34.5,0.314,19676,7831
US00414,43,623,23,11992,231,355,45,115,70.2,4,46.4,0.697,2997,8995
US00415,26,256,6,4635,57,144,22,21,6.7,12,100,0.189,5535,-900
US00416,50,1014,6,26961,804,117,13,39,27.2,4,0,0.291,17773,9188
US00417,36,719,19,15891,200,336,53,91,66.1,4,17.2,0.809,1788,14103
US00418,47,461,3,862,71,37,7,36,24.2,6,15.1,0.141,487,375
US00419,35,184,3,814,57,36,10,24,28.5,5,14.7,0.231,369,445
US00420,46,516,3,757,82,47,6,23,31.4,3,17.9,0.078,337,420
US00421,41,452,2,957,NA,22,5,29,33.6,4,24.1,0.205,451,506
US00422,31,533,25,12915,254,391,23,114,58,6,42.1,0.749,1848,11067
US00423,49,1037,10,37134,1223,97,16,50,32.6,4,20.3,0.298,21073,16061
US00424,38,1147,9,22941,1362,101,15,50,32,7,15.8,0.299,9081,13860
US00425,51,482,3,1317,88,31,9,38,11.5,1,13.2,0.171,871,446
US00426,45,404,3,1314,81,18,8,39,13.1,5,16.3,0.047,781,533
US00427,46,392,3,1172,77,34,5,34,10.4,7,32.8,0.047,592,580
US00428,23,202,3,6294,35,330,16,17,13.9,9,99.4,0.009,6605,-311
US00429,26,468,2,900,62,37,7,32,20.9,7,34.6,0.081,603,297
US00430,21,280,3,1473,78,36,7,32,25,5,26.6,0.152,909,564
US00431,47,908,7,24219,726,113,14,48,31,6,23.3,0.326,11540,12679
US00432,46,759,7,33773,640,101,18,53,31.3,6,22.3,0.327,16564,17209
US00433,35,428,17,12150,250,228,42,138,68.1,3,21.5,0.852,895,11255
US00434,34,664,29,14510,189,351,35,108,64.7,7,29.5,0.835,2735,11775
US00435,49,1045,12,25946,1061,100,11,45,30.3,4,12.7,0.294,15204,10742
US00436,49,468,3,1036,51,37,9,28,17.2,4,24.2,0.087,504,532
US00437,56,557,3,1620,73,42,6,29,29.4,6,23.4,0.068,872,748
US00438,45,988,10,18456,894,83,15,52,28.9,7,15.3,0.322,12855,5601
US00439,38,343,3,1174,36,35,8,32,20.9,1,28.1,0.132,722,452
US00440,28,386,8,3657,41,234,19,18,18,12,100,0,3976,-319
US00441,41,399,3,1158,52,49,6,38,12.8,5,25.4,0.209,597,561
US00442,31,452,4,1593,60,38,8,16,20.9,5,17.3,0.069,842,751
US00443,26,263,7,4336,56,192,19,15,15.7,12,93,0.016,5036,-700
US00444,28,435,22,9680,312,228,39,107,74.3,3,22,0.855,1532,8148
US00445,42,457,4,1050,49,32,8,21,17.4,5,21.4,0.139,553,497
US00446,36,265,3,859,63,30,9,28,19.6,5,28.2,0.203,421,438
US00447,42,987,10,30755,961,85,17,39,41.3,5,19.1,0.381,15545,15210
US00448,34,523,3,833,81,37,6,30,23.2,4,27.1,0.192,359,474
US00449,35,387,3,1162,59,36,7,25,25.9,5,16.2,0.177,492,670
US00450,18,168,6,4065,33,292,23,18,17.6,11,95.1,0.153,4506,-441
US00451,33,429,20,12654,237,373,45,55,69.1,4,20.3,0.821,4074,8580
US00452,47,419,3,1305,58,40,7,36,11.9,4,15.6,0.209,814,491
US00453,37,153,6,4770,37,229,16,18,18.4,12,94.3,0,5150,-380
US00454,41,486,21,19759,309,375,44,101,75.2,6,23.9,0.703,4889,14870
US00455,29,473,25,14136,224,383,52,112,69,7,28.2,0.732,3509,10627
US00456,52,1156,11,35561,883,85,21,46,41.2,4,13,0.322,19221,16340
US00457,32,297,27,18260,297,150,40,104,56.9,2,24.6,0.745,4481,13779
US00458,46,355,3,847,71,40,3,34,22.4,7,30.1,0.192,392,455
US00459,46,396,3,1244,61,42,6,28,18,6,19.5,0.08,564,680
US00460,49,652,7,29158,769,89,11,45,30.1,7,6.1,0.294,14479,14679
US00461,26,681,22,18648,228,288,36,74,72.9,4,29.5,0.86,5978,12670
US00462,36,358,4,987,71,32,8,20,22,5,18.9,0.17,625,362
US00463,33,130,3,1219,40,35,7,19,34.6,7,7.4,0.152,552,667
US00464,46,607,4,849,87,40,8,28,15,4,26.9,0.108,328,521
US00465,41,285,3,1119,48,36,7,37,27.9,5,36.2,0.054,369,750
US00466,26,179,7,4750,46,242,20,23,6.5,12,92.9,0.17,5635,-885
US00467,56,341,8,18147,911,125,14,40,28.9,6,9.5,0.336,12483,5664
US00468,30,720,17,18770,180,344,37,74,70,5,21.2,0.785,3402,15368
US00469,25,200,7,3911,45,147,22,10,22.5,14,91.5,0.094,4278,-367
US00470,53,1363,5,28084,NA,125,11,46,43.6,5,26.9,0.314,18543,9541
US00471,44,523,4,1306,47,28,6,36,13,6,15.8,0.226,686,620
US00472,21,162,6,6742,47,180,15,15,16.9,12,95.6,0.063,6723,19
US00473,37,457,4,773,NA,17,5,29,18.9,5,35.2,0.272,498,275
US00474,30,150,4,5312,26,280,16,12,25.9,9,87.1,0.078,5573,-261
US00475,27,537,3,823,46,40,6,27,13.4,3,17.9,0.004,416,407
US00476,38,1273,3,22856,823,95,12,47,30.5,3,25.6,0.275,12197,10659
US00477,31,377,4,1017,57,30,7,28,29.4,4,25.3,0.164,586,431
US00478,42,584,2,1281,44,30,6,28,37.9,7,31.6,0.167,819,462
US00479,57,951,3,19822,827,62,20,63,39.9,6,15.6,0.366,9874,9948
US00480,39,376,3,990,59,33,7,22,12,4,20,0.031,489,501
US00481,47,311,3,1495,59,55,8,36,25.1,6,18.3,0.07,674,821
US00482,42,1017,22,11880,149,317,38,84,67.1,4,23.5,0.838,1265,10615
US00483,25,787,35,20317,316,300,36,116,77.5,2,25.4,0.747,5127,15190
US00484,39,408,3,1259,39,42,7,18,30.2,7,23.3,0.208,426,833
US00485,35,425,3,1209,78,42,5,27,25.4,5,26.2,0.107,444,765
US00486,37,772,9,31270,966,109,19,45,29.3,4,14.5,0.186,19288,11982
US00487,41,852,11,21440,958,60,17,53,32,8,11.2,0.299,8615,12825
US00488,42,278,4,1115,104,30,8,30,10,2,21.4,0.178,683,432
US00489,30,323,4,4071,32,261,19,13,21.9,12,89.9,0.188,5027,-956
US00490,39,581,2,931,56,46,5,37,23.5,4,26.3,0.278,530,401
US00491,45,444,1,1745,46,45,10,29,27.9,4,26.6,0.171,916,829
US00492,29,647,16,9674,191,366,46,123,55,6,28.2,0.768,1593,8081
US00493,29,677,22,16368,250,316,46,126,68.6,4,11.1,0.673,6976,9392
US00494,44,762,9,23377,1168,86,21,41,45,5,16.1,0.204,8007,15370
US00495,33,794,21,23061,185,414,24,65,53.7,5,24.8,0.647,6406,16655
US00496,26,216,7,4892,30,256,15,19,13.6,14,87.7,0.049,4638,254
US00497,27,165,6,4394,40,173,21,14,8.8,11,89.6,0.175,4728,-334
US00498,23,165,5,4586,NA,220,21,19,22.4,10,89,0,4681,-95
US00499,20,201,7,4042,48,167,25,19,11.5,8,95.6,0.044,4002,40
US00500,46,814,8,28348,830,111,24,48,41.6,6,11.3,0.3,14697,13651
US00501,48,912,7,22981,825,73,10,45,34.3,5,14.1,0.42,12902,10079
US00502,38,481,3,1101,61,43,8,31,24.1,3,22.6,0.252,444,657
US00503,45,404,3,953,94,35,5,36,30.7,7,19.8,0.221,325,628
US00504,31,597,32,13780,236,312,39,121,73,4,34.3,0.801,2916,10864
US00505,49,560,2,1054,47,41,8,35,30.6,2,21.4,0.095,554,500
US00506,23,605,25,13642,141,482,37,111,84.9,4,19.5,0.735,5939,7703
US00507,43,1323,10,27281,837,96,16,42,30.5,3,17.5,0.319,17149,10132
US00508,47,280,2,840,70,31,7,30,24,3,22,0.174,454,386
US00509,38,447,3,1158,56,36,7,39,14.1,3,22.8,0.247,499,659
US00510,56,463,5,1232,99,38,7,30,19.6,3,25.6,0.203,520,712
US00511,43,355,1,1236,82,43,4,38,29.9,4,17.1,0.099,594,642
US00512,44,349,3,1024,63,34,9,30,24.8,3,25.8,0.192,541,483
US00513,30,360,5,3633,53,201,14,14,28,9,100,0.033,3133,500
US00514,42,585,4,1233,56,34,8,35,9.2,7,15.7,0.23,652,581
US00515,41,439,4,1114,46,43,7,27,14.4,7,13.4,0.278,456,658
US00516,35,752,8,28864,843,92,12,56,33.6,5,9.6,0.306,17614,11250
US00517,21,262,8,4098,42,240,23,19,17.8,11,95.1,0.09,4262,-164
US00518,50,953,6,21740,906,107,12,41,41.6,8,1.6,0.144,11159,10581
US00519,31,432,2,961,71,33,7,35,16.2,5,37.8,0.183,335,626
US00520,42,440,3,1347,72,51,8,28,29.9,4,22.3,0.228,849,498
US00521,31,137,3,1134,57,40,5,31,27.6,5,25.6,0.137,486,648
US00522,29,256,8,4625,40,344,23,21,30.1,12,100,0.067,4817,-192
US00523,31,614,18,18005,285,276,57,85,63.5,6,25.9,0.915,1930,16075
US00524,44,861,10,16897,994,104,23,48,25.9,7,5.4,0.239,11198,5699
US00525,28,280,6,5797,56,193,18,14,28.6,10,100,0.203,5168,629
US00526,28,289,5,4075,54,253,20,13,17.8,11,91.6,0.107,4161,-86
US00527,48,526,5,30509,720,125,12,28,28.1,2,17.4,0.386,19141,11368
US00528,42,492,2,1126,76,35,9,33,31.8,3,23.6,0.143,327,799
US00529,36,246,2,825,89,40,4,35,25.9,5,21.7,0.121,273,552
US00530,26,839,27,13119,190,292,57,101,70.8,4,22.2,0.782,2147,10972
US00531,37,768,21,14822,211,408,28,57,78.2,3,21.4,0.716,2845,11977
US00532,32,134,15,21060,322,270,36,83,60,3,28.2,0.726,3946,17114
US00533,42,378,1,1178,61,33,9,34,19.8,4,25.9,0.174,770,408
US00534,28,649,26,19197,185,358,53,129,57.1,4,26.8,0.72,4054,15143
US00535,37,440,2,1013,47,15,7,40,26.1,4,30.2,0.135,634,379
US00536,42,308,3,708,63,38,6,31,13.4,5,27.7,0.276,358,350
US00537,38,597,28,10765,169,230,56,71,71.9,2,17.3,0.838,1042,9723
US00538,41,467,2,1169,60,38,8,20,28.4,7,6.6,0.229,493,676
US00539,30,274,6,6082,32,271,13,14,16.4,13,97.3,0.089,6614,-532
US00540,29,528,25,11399,232,294,22,90,61.7,4,21.7,0.878,3126,8273
US00541,34,533,16,20474,223,216,27,48,71.8,7,24.2,0.808,5069,15405
US00542,35,420,2,1140,82,31,9,31,25.4,2,21.5,0.085,502,638
US00543,31,373,4,1456,66,29,9,31,11.1,4,18.5,0.099,977,479
US00544,52,627,9,23775,776,136,19,59,24.6,4,11.8,0.241,14848,8927
US00545,40,291,3,1359,49,32,4,20,30.1,5,21,0.088,604,755
US00546,44,523,7,24047,865,99,15,34,25.4,1,21.1,0.315,13105,10942
US00547,41,439,2,786,34,46,8,27,21.9,3,26.9,0.193,346,440
US00548,49,1156,7,34179,820,90,22,59,40,5,20,0.365,17427,16752
US00549,38,262,3,823,42,17,5,38,15,6,12.3,0.054,355,468
US00550,18,206,9,3896,52,152,17,21,11.4,12,100,0.127,4528,-632
US00551,49,1213,7,28907,834,110,20,67,18.7,5,19.7,0.27,14457,14450
US00552,18,249,5,4808,52,293,9,15,17.5,14,91.3,0.009,5310,-502
US00553,36,369,2,1139,72,38,7,36,27.5,5,7.8,0.259,509,630
US00554,42,429,3,1152,81,41,7,24,21.1,5,11.7,0.164,649,503
US00555,37,1128,11,18477,821,89,21,54,35.3,5,14.7,0.33,7039,11438
US00556,29,339,7,4365,54,168,24,20,13.5,12,100,0.033,4414,-49
US00557,32,253,6,4960,27,252,19,15,14.4,11,89.5,0.028,5290,-330
US00558,48,326,4,1103,51,38,6,39,21.2,5,28.9,0.13,673,430
US00559,52,226,4,1182,81,42,9,32,26.9,7,16.7,0.154,577,605
US00560,43,211,24,11769,257,359,34,79,75.6,4,28.7,0.781,1035,10734
US00561,37,355,2,1358,64,38,6,33,22.5,4,25.3,0.095,602,756
US00562,53,385,3,931,71,31,6,25,28.9,8,36.3,0.111,393,538
US00563,38,152,4,3757,47,256,18,13,23.4,9,93.7,0.075,4567,-810
US00564,28,228,6,5090,29,283,19,21,11.5,12,97.5,0,5392,-302
US00565,50,451,3,1193,63,26,7,26,26.6,5,28.6,0.143,598,595
US00566,38,440,3,830,48,41,11,30,18.3,5,20.7,0.069,357,473
US00567,33,716,21,17341,213,317,25,103,79,5,27.8,0.82,3703,13638
US00568,49,532,5,30335,593,118,10,64,41.8,3,13.5,0.202,19123,11212
US00569,43,417,3,1394,72,35,5,23,24.4,6,24.1,0.135,574,820
US00570,55,949,9,37943,843,108,12,58,26.9,6,13.9,0.278,22082,15861
US00571,35,624,21,13162,258,282,43,84,74.3,4,21.7,0.721,3690,9472
US00572,23,227,7,4233,30,246,15,19,18,15,82.6,0.119,4981,-748
US00573,26,592,21,18056,207,316,59,102,73.7,5,18.2,0.873,3882,14174
US00574,29,276,6,4750,48,296,21,15,2.5,11,93.3,0.102,5218,-468
US00575,18,308,8,3392,37,330,14,13,11.5,12,100,0.022,3224,168
US00576,31,119,6,4378,36,259,11,21,14.6,12,89.3,0.032,4795,-417
US00577,38,724,18,16732,178,336,35,111,71.3,5,30.2,0.653,1822,14910
US00578,35,563,3,1202,69,27,7,30,31.7,5,23.1,0.227,778,424
US00579,49,768,3,1110,75,30,10,39,12.8,6,17.9,0.064,444,666
US00580,45,433,4,584,70,34,6,27,27.1,6,27.1,0.156,338,246
US00581,34,325,7,4368,57,256,17,18,26.7,13,84.7,0.166,5820,-1452
US00582,30,820,24,15960,188,426,22,113,64.6,5,22.6,0.819,2421,13539
US00583,39,645,2,1224,72,35,5,33,24.3,4,14.8,0.217,642,582
US00584,37,745,31,21197,108,308,39,81,67.7,6,26.7,0.844,2226,18971
US00585,39,689,9,31504,1109,62,16,66,27.7,4,10.6,0.315,17384,14120
US00586,31,718,18,12748,280,347,41,124,67.3,4,18,0.744,3287,9461
US00587,43,394,3,1190,71,38,8,21,21.8,6,25.2,0.169,547,643
US00588,48,946,8,10312,1079,72,11,42,28.8,6,13.6,0.245,6105,4207
US00589,39,217,28,22603,147,312,27,66,69.4,3,17.3,0.684,4940,17663
US00590,49,747,7,20685,857,94,18,38,31.8,6,21,0.325,8987,11698
US00591,53,371,5,20518,899,61,17,50,34.9,3,12.6,0.346,13786,6732
US00592,24,393,3,1198,72,20,7,34,31.4,5,18.2,0.273,618,580
US00593,44,997,10,25400,1069,110,15,54,24.6,7,24.6,0.2,11560,13840
US00594,49,350,3,997,74,24,6,36,15.3,7,21.9,0.116,546,451
US00595,39,311,4,846,65,26,9,25,4.1,6,4.8,0.235,405,441
US00596,49,862,7,21937,1059,134,11,44,34.9,6,18.4,0.21,11489,10448
US00597,21,926,16,14378,251,374,31,98,61,3,18.3,0.861,4750,9628
US00598,46,465,3,476,65,34,8,21,23.5,3,19,0.169,249,227
US00599,45,715,8,14103,1048,101,18,44,32.2,3,14.4,0.168,7365,6738
US00600,35,628,32,18575,186,262,47,105,65.4,3,27.6,0.834,2204,16371
US00601,35,194,3,511,65,20,9,36,26,5,17.6,0.129,236,275
US00602,28,740,16,15052,197,260,42,124,63.8,6,35,0.789,1779,13273
US00603,35,210,7,5228,38,325,20,12,3.7,12,100,0.053,5387,-159
US00604,29,384,17,21802,233,356,32,124,64.7,3,20.7,0.793,2595,19207
US00605,46,1101,9,32245,693,84,22,29,32.7,4,15.4,0.306,15708,16537
US00606,23,199,7,3368,44,195,18,20,10.9,15,100,0,3454,-86
US00607,36,941,9,25707,507,99,17,51,37.3,3,28.3,0.356,13518,12189
US00608,42,1113,9,29706,605,77,20,66,36.5,2,8.6,0.284,22988,6718
US00609,44,632,4,1371,64,32,6,29,22.1,5,13.4,0.179,812,559
US00610,24,506,4,1232,80,25,9,36,12.7,6,20.1,0.253,585,647
US00611,42,186,2,1051,55,45,7,29,28.3,1,21.9,0.222,636,415
US00612,30,215,15,20691,248,386,42,72,62.5,5,20,0.739,5248,15443
US00613,29,367,4,1132,87,23,9,20,2.2,9,7.9,0.228,636,496
US00614,56,950,8,31968,683,100,19,37,32.2,4,15.4,0.225,15942,16026
US00615,33,214,6,4577,24,209,15,10,0,11,88,0.131,5247,-670
US00616,52,740,5,37456,645,108,22,41,22.5,7,10.9,0.259,27914,9542
US00617,36,498,3,1329,82,34,7,41,24.9,5,25.6,0.141,547,782
US00618,45,851,10,36204,1002,88,14,51,24.3,4,8.7,0.212,20068,16136
US00619,31,205,3,1258,53,37,6,26,24.6,2,29,0.042,538,720
US00620,30,143,5,6491,46,193,22,19,14.1,12,93.5,0.125,7607,-1116
US00621,50,856,1,17790,840,86,13,67,41.3,6,20.5,0.221,12253,5537
US00622,30,769,24,19114,138,435,46,108,69.5,5,32.2,0.731,3688,15426
US00623,40,477,3,1523,55,39,5,29,25,6,27.8,0.079,670,853
US00624,35,253,4,3233,47,243,25,20,10.5,14,97.9,0.158,3455,-222
US00625,45,457,2,1253,68,37,8,23,20.5,5,14.4,0,550,703
US00626,37,685,17,19612,219,211,35,66,72.7,6,30,0.606,3494,16118
US00627,50,464,4,670,89,37,6,20,14.2,7,23.4,0.175,267,403
US00628,28,234,4,3256,57,287,17,11,16.6,12,75.3,0.166,4329,-1073
US00629,29,469,2,989,51,40,6,30,21.8,5,15.6,0.237,543,446
US00630,44,545,2,1576,84,38,7,33,20.3,3,11.2,0.159,774,802
US00631,34,395,4,1321,52,38,7,26,18.8,5,22,0.116,553,768
US00632,26,273,24,14800,269,305,49,78,59.7,4,12.5,0.824,3285,11515
US00633,40,586,30,19736,NA,262,55,79,57.9,2,32.9,0.831,2856,16880
US00634,27,402,19,15165,NA,302,42,129,79.4,5,34.4,0.749,1768,13397
US00635,46,879,33,16163,258,323,34,114,80.1,3,30,0.857,4865,11298
US00636,38,338,2,1244,40,50,8,42,32.1,6,19.8,0.309,670,574
US00637,47,442,2,1098,NA,34,9,29,24.8,4,16,0.174,514,584
US00638,30,501,18,9309,NA,375,29,151,60.3,3,14.9,0.703,850,8459
US00639,44,1139,10,26114,778,68,13,47,38.4,6,15.9,0.188,15531,10583
US00640,26,219,6,5242,NA,212,17,23,17.4,11,85.9,0.063,5861,-619
US00641,42,482,4,700,NA,22,6,27,25.9,4,15.1,0.062,311,389
US00642,18,349,7,5465,36,225,19,20,13.3,11,97.6,0,5621,-156
US00643,33,306,2,1261,61,30,6,31,22.2,6,23.7,0.173,746,515
US00644,42,298,3,959,68,47,7,29,5.4,4,38.2,0.141,487,472
US00645,25,706,25,15918,196,229,27,70,60.9,4,28,0.807,1199,14719
US00646,33,744,19,13010,302,290,48,100,76.8,2,13.5,0.829,1763,11247
US00647,33,544,3,1287,80,37,8,22,23.5,4,35.1,0.181,703,584
US00648,36,463,3,932,71,23,7,40,12.7,5,20.4,0.101,403,529
US00649,27,104,3,4153,43,236,14,14,22.7,11,100,0.085,4178,-25
US00650,25,273,6,3655,46,251,7,14,25.1,13,83.8,0.004,3803,-148
US00651,43,466,3,1031,62,49,8,16,27.3,6,13.9,0.132,558,473
US00652,28,523,16,16164,116,281,40,71,77.3,5,24.4,0.778,3377,12787
US00653,41,724,10,29684,587,84,11,31,34.8,4,19.7,0.219,14407,15277
US00654,40,416,4,1070,58,48,7,32,22.6,4,16.2,0.095,527,543
US00655,40,957,13,24865,911,89,12,69,32.8,4,15,0.349,13095,11770
US00656,41,364,3,876,97,34,6,17,32.8,4,32.6,0.156,406,470
US00657,35,979,11,26053,657,79,18,41,30.8,3,20.5,0.31,14690,11363
US00658,30,230,6,3900,37,199,16,18,22.2,12,85,0.019,4458,-558
US00659,42,726,25,13993,157,258,53,68,63.5,5,21.6,0.859,4686,9307
US00660,46,690,6,27212,775,113,22,53,38.7,7,17.3,0.253,14840,12372
US00661,36,588,12,20876,332,336,31,106,70.5,3,18.4,0.73,495,20381
US00662,47,851,11,27561,612,113,15,39,24.8,5,16.3,0.257,12990,14571
US00663,26,101,6,4734,47,218,8,17,29.4,12,100,0.15,5610,-876
US00664,25,249,7,5668,47,175,14,16,17.5,14,96.2,0.066,6492,-824
US00665,38,336,4,1003,80,52,7,21,42.4,4,26.6,0.178,468,535
US00666,42,344,3,1157,35,48,7,36,27.2,4,12.4,0.132,622,535
US00667,38,488,3,1134,82,18,6,23,11.8,3,11.3,0.158,558,576
US00668,57,465,12,31281,1037,92,24,63,32.8,4,6.2,0.236,17908,13373
US00669,37,381,4,837,64,40,6,31,26.6,4,27.7,0.127,437,400
US00670,30,216,2,918,59,39,7,36,9.7,5,16.1,0.129,420,498
US00671,18,771,20,19228,181,365,41,83,78.7,3,17.1,0.827,5705,13523
US00672,30,214,5,4676,56,159,15,18,17.5,8,100,0.054,5374,-698
US00673,36,129,10,19133,1153,112,15,55,22.9,4,20,0.243,13481,5652
US00674,43,591,4,1204,74,52,7,21,25.7,5,17.1,0.135,632,572
US00675,40,423,4,1076,41,40,8,36,23.1,6,21.9,0.177,549,527
US00676,32,369,3,1028,63,27,8,33,33.6,6,14.3,0.278,539,489
US00677,35,328,3,1049,61,40,6,37,17.2,7,18.4,0.169,520,529
US00678,39,502,2,1053,68,37,13,21,22.8,6,16.1,0.064,747,306
US00679,21,149,6,4009,50,236,13,14,23.6,8,95.9,0.082,4646,-637
US00680,59,1097,8,22910,709,69,21,48,35.9,5,5.9,0.221,14905,8005
US00681,44,316,3,1233,68,27,5,27,22.6,6,24,0.15,533,700
US00682,45,436,2,1458,58,51,4,19,20.7,6,33.1,0.269,699,759
US00683,21,353,7,4341,42,258,16,16,13.5,11,88.1,0.137,4350,-9
US00684,44,330,5,1328,53,45,4,26,29,5,19.2,0.024,598,730
US00685,26,312,7,5841,64,185,17,19,17.5,11,88.3,0.011,6323,-482
US00686,34,517,3,860,82,28,10,37,24.6,6,25,0.172,370,490
US00687,49,307,10,26128,1415,104,18,24,29,3,16.7,0.295,16319,9809
US00688,43,445,4,1185,83,34,8,32,12,8,25.7,0.194,659,526
US00689,45,826,8,34240,815,103,20,51,42.2,6,14,0.286,17792,16448
US00690,36,758,24,11343,255,393,50,103,66.3,4,20.3,0.793,3936,7407
US00691,46,387,2,1418,48,42,8,29,25.8,4,11.6,0.252,477,941
US00692,20,451,17,21632,133,343,41,90,66.8,5,24.5,0.8,4728,16904
US00693,36,401,4,884,67,44,6,33,18.9,3,17.7,0.086,435,449
US00694,33,698,28,14725,201,250,35,73,85.9,4,17.4,0.804,5075,9650
US00695,47,536,5,881,37,41,9,42,28,5,39.5,0.202,467,414
US00696,51,667,2,1313,43,48,8,37,20,5,30.2,0.233,749,564
US00697,45,533,2,1009,65,36,8,27,24.4,8,23.5,0.131,596,413
