id_poliza,valor_auto_miles,valor_factura_miles,antiguedad_auto,km_anuales_miles,tipo_vehiculo,edad_conductor,anios_licencia,es_conductor_joven,siniestros_previos,multas_ultimo_anio,uso_principal,ciudad,tiene_garage,tipo_cobertura,forma_pago,prima_anual_mxn
277,178.6,181.6,1,12.4,sedan,26,8,no,0,0,personal,CDMX,no,limitada,anual,5132
278,569.6,586.7,4,19.1,suv,56,29,no,2,0,mixto,CDMX,NA,limitada,anual,14420
279,336,351.1,0,17.2,sedan,42,14,no,2,2,comercial,Guadalajara,no,amplia,anual,14657
280,736.7,758.8,6,17.8,sedan,38,16,no,1,0,mixto,CDMX,si,limitada,anual,14449
281,486.3,486.2,2,26.9,sedan,34,11,no,0,1,comercial,Monterrey,si,amplia,anual,11461
282,NA,362.8,8,18.5,suv,34,10,no,1,0,personal,CDMX,no,amplia,anual,13021
283,173.5,172.8,1,5.6,sedan,23,5,si,1,0,comercial,Otra,si,rc,anual,10461
284,199.4,200.1,4,24.5,suv,42,23,no,0,1,mixto,Otra,si,amplia,anual,8163
285,194.5,197.7,9,2.3,hatchback,23,5,si,3,0,mixto,CDMX,si,amplia,anual,13467
286,388.4,387.1,3,NA,sedan,45,22,no,2,2,personal,Otra,si,limitada,anual,10792
287,242.1,243.1,6,18,compacto,41,18,no,2,0,personal,Guadalajara,no,amplia,anual,10725
288,274.5,275.9,6,14.5,suv,54,30,no,4,1,mixto,Monterrey,no,amplia,anual,15797
289,257.7,261.6,7,9.7,compacto,46,24,no,0,1,personal,Monterrey,no,limitada,anual,5462
290,322.5,332.1,10,15.3,suv,24,4,si,4,1,mixto,CDMX,si,limitada,anual,18047
291,403.9,405.8,11,15.8,compacto,50,27,no,0,0,personal,Monterrey,no,amplia,anual,8896
292,519.4,524.6,10,14.3,sedan,27,4,no,0,2,mixto,Monterrey,no,limitada,anual,11765
293,1025.8,1057.1,1,13.6,sedan,37,15,no,2,1,personal,Otra,si,limitada,anual,17670
294,120,121.6,1,15.2,hatchback,29,7,no,1,2,personal,Guadalajara,si,rc,anual,6804
295,516.1,516.3,3,6.6,hatchback,42,19,no,0,1,mixto,CDMX,no,amplia,anual,11373
296,NA,263.8,1,24.3,compacto,44,20,no,0,3,personal,Guadalajara,si,limitada,anual,9602
297,127.1,127,6,20.7,compacto,43,22,no,5,1,personal,CDMX,si,limitada,anual,12469
298,142,137.7,12,13.1,sedan,32,9,no,0,1,mixto,Monterrey,si,limitada,anual,6919
299,296.3,307.6,2,12.6,hatchback,42,20,no,0,0,personal,Monterrey,si,amplia,anual,8261
300,531.9,539.8,6,15.6,sedan,53,31,no,2,0,personal,Guadalajara,no,limitada,anual,12055
301,548.5,565.7,1,17.1,suv,47,27,no,0,0,personal,Guadalajara,si,rc,anual,10607
302,582.4,587.8,15,16.6,suv,43,21,no,1,0,personal,CDMX,si,amplia,anual,12762
303,176.4,177,1,9.5,hatchback,65,37,no,0,1,personal,Monterrey,si,amplia,anual,5689
304,718.7,730.6,12,20.6,hatchback,59,27,no,0,0,personal,Guadalajara,si,limitada,anual,9546
305,408.7,407,9,19.7,suv,48,25,no,5,1,personal,CDMX,no,limitada,anual,17844
306,1202.4,1221.7,4,15.4,sedan,29,11,no,2,1,personal,Otra,no,amplia,anual,21531
307,194.9,195.5,0,16.4,compacto,28,9,no,0,0,mixto,Otra,no,amplia,anual,7113
308,NA,436.7,2,15.7,suv,66,36,no,1,1,personal,NA,no,rc,anual,10530
309,662.4,684.8,4,17.4,suv,22,4,si,0,1,personal,Otra,si,rc,anual,14446
310,238.4,245.6,14,15.1,sedan,50,26,no,0,0,personal,Monterrey,no,limitada,anual,6074
311,448.3,456.9,3,23.7,pickup,75,44,no,0,2,personal,Monterrey,si,amplia,anual,10774
312,120,110.9,4,6.8,suv,29,8,no,1,1,personal,Monterrey,no,limitada,anual,8117
313,515.2,517.8,6,20.2,sedan,58,36,no,1,0,personal,CDMX,NA,rc,anual,10987
314,320.3,332.1,6,19.3,hatchback,31,10,no,0,0,personal,CDMX,si,limitada,anual,8895
315,120,150,7,12.4,compacto,32,11,no,0,0,personal,Monterrey,no,amplia,anual,6514
316,147.6,137.7,3,10.6,sedan,37,12,no,0,2,mixto,Guadalajara,NA,amplia,anual,9339
317,142.4,132.7,0,16,sedan,43,22,no,0,0,personal,Otra,si,amplia,anual,6699
318,NA,457.4,18,18.2,sedan,34,8,no,1,2,mixto,Monterrey,si,amplia,anual,11238
319,256.2,262.2,14,22.1,sedan,29,3,no,0,0,personal,Otra,no,amplia,anual,7125
320,293.3,294.9,5,14.8,compacto,48,22,no,3,1,mixto,NA,si,rc,anual,10747
321,137.1,139.1,6,20,suv,48,21,no,0,0,personal,Otra,no,rc,anual,4436
322,366.3,388.5,8,7.8,suv,44,20,no,0,0,comercial,Otra,si,amplia,anual,10370
323,291.9,294.6,3,10,hatchback,54,28,no,1,1,personal,Monterrey,no,limitada,anual,9140
324,281.9,297.2,5,12.4,sedan,31,8,no,0,2,personal,Guadalajara,no,limitada,anual,10040
325,346.8,355.7,14,14.5,suv,43,20,no,2,2,personal,Monterrey,no,amplia,anual,11628
326,453.6,459.8,8,15.4,suv,76,45,no,0,0,personal,CDMX,si,amplia,anual,10732
327,354.6,364.9,9,12.2,suv,18,0,si,0,1,personal,Otra,si,rc,anual,10924
328,374.3,379.5,1,18.2,suv,31,11,no,0,1,mixto,Otra,si,amplia,anual,10539
329,435.7,444.3,7,23.6,suv,55,27,no,2,0,personal,Guadalajara,no,amplia,anual,13257
330,938.3,942.8,8,11.7,pickup,47,25,no,0,1,personal,CDMX,no,limitada,anual,14507
331,349.8,354.3,10,13,suv,41,18,no,1,1,personal,Monterrey,no,amplia,anual,10611
332,1006.3,1011.9,7,4.5,compacto,20,2,si,1,0,personal,Monterrey,si,rc,anual,16724
333,167.7,179.6,8,13.7,suv,38,16,no,4,0,personal,Monterrey,no,rc,anual,10458
334,494.8,496.6,4,19.6,sedan,42,19,no,0,2,comercial,Monterrey,no,limitada,anual,13196
335,557.3,582.9,16,12.1,sedan,45,22,no,1,1,personal,Otra,no,amplia,anual,12021
336,234.9,251.2,0,7.4,sedan,35,17,no,0,0,personal,Monterrey,NA,amplia,anual,6898
337,367.7,381.7,2,8.1,hatchback,46,28,no,2,1,personal,Otra,si,amplia,anual,11588
338,343,347.9,16,19.8,sedan,40,18,no,1,1,personal,CDMX,si,amplia,anual,9231
339,496.9,505.5,8,22.8,suv,59,31,no,2,0,personal,Otra,si,limitada,anual,12540
340,466.1,471.5,2,11.2,suv,68,39,no,0,1,mixto,Otra,no,limitada,anual,9820
341,243.4,248.2,4,21.1,sedan,37,15,no,0,0,personal,Monterrey,no,amplia,anual,8626
342,985,1008.2,9,11.9,suv,29,4,no,3,0,personal,Monterrey,no,limitada,anual,19090
343,424.8,430.8,3,10.5,hatchback,57,28,no,0,4,personal,Guadalajara,si,limitada,anual,11880
344,NA,212.1,1,22.6,sedan,36,15,no,0,0,personal,CDMX,si,limitada,anual,8400
345,374.5,384.8,0,23.9,hatchback,35,13,no,2,0,personal,CDMX,si,amplia,anual,12449
346,197.3,207.2,0,NA,pickup,27,9,no,4,1,personal,Guadalajara,si,amplia,anual,12745
347,120,127.6,14,7.9,suv,39,19,no,1,1,personal,CDMX,si,amplia,anual,5524
348,151.9,149.2,0,16.9,sedan,38,20,no,3,1,mixto,Otra,si,limitada,anual,9271
349,349.9,367.3,0,8.1,hatchback,23,2,si,2,1,mixto,Guadalajara,NA,limitada,anual,14658
350,120,125.4,15,17.3,sedan,64,29,no,0,0,comercial,Guadalajara,no,limitada,anual,5732
351,395.5,407.7,3,23.2,suv,26,3,no,1,1,personal,CDMX,si,limitada,anual,12527
352,143.1,132.9,13,14.8,sedan,47,23,no,0,0,personal,CDMX,si,limitada,anual,3942
353,378.3,384.1,9,15.2,compacto,36,10,no,0,0,personal,CDMX,si,amplia,anual,9101
354,120,126.5,10,4.5,hatchback,38,13,no,1,0,personal,Otra,no,limitada,anual,7169
355,1440.6,1481.9,4,12.5,suv,34,9,no,3,0,personal,CDMX,no,rc,anual,25622
356,528.1,527.2,8,24.7,suv,19,0,si,0,1,personal,CDMX,si,rc,anual,13084
357,473.3,491.4,9,7.5,suv,59,35,no,5,0,mixto,CDMX,si,amplia,anual,16929
358,156.4,146.5,1,18,hatchback,50,26,no,0,0,personal,Monterrey,si,amplia,anual,3597
359,186.4,189.1,3,10.9,suv,57,30,no,2,2,mixto,Guadalajara,no,rc,anual,8626
360,120,122.1,5,9.9,sedan,44,20,no,0,0,mixto,Otra,si,amplia,anual,6449
361,519,523.4,11,24.8,sedan,21,1,si,0,0,comercial,Monterrey,si,rc,anual,13034
362,468.6,485.6,4,3.2,sedan,35,17,no,1,0,personal,Guadalajara,si,limitada,anual,10585
363,149.4,156.8,15,26,sedan,45,21,no,3,0,personal,Otra,no,amplia,anual,10049
364,202.2,202.7,4,8.2,hatchback,18,0,si,0,2,personal,CDMX,no,rc,anual,9273
365,239.4,254.3,8,7.2,sedan,26,6,no,4,0,mixto,Guadalajara,si,amplia,anual,12645
366,NA,679.2,3,17.8,compacto,40,19,no,0,1,mixto,Otra,no,limitada,anual,12938
367,360,363,14,16.8,sedan,28,6,no,2,1,personal,CDMX,no,limitada,anual,13542
368,166.8,161.1,8,10.6,hatchback,31,12,no,1,2,personal,CDMX,si,amplia,anual,8313
369,353.6,356.6,5,8.3,sedan,40,19,no,4,0,personal,Monterrey,no,limitada,anual,14042
370,541,541.4,4,10,hatchback,26,5,no,0,2,personal,Monterrey,si,amplia,anual,11149
371,168.2,164.9,7,22.7,suv,30,10,no,2,0,personal,Otra,no,limitada,anual,8685
372,120,131.7,8,15.1,hatchback,59,27,no,0,0,mixto,CDMX,si,amplia,anual,6559
373,NA,422.2,0,24.5,compacto,36,17,no,0,1,comercial,CDMX,no,limitada,anual,14323
374,681.5,701.8,3,NA,hatchback,65,40,no,0,3,comercial,Monterrey,si,rc,anual,12439
375,NA,269.3,8,18.8,compacto,41,19,no,1,1,mixto,NA,si,amplia,anual,7607
376,125.7,132.4,6,22.6,hatchback,70,47,no,4,0,personal,Otra,si,amplia,anual,8401
377,204.4,191.9,4,12.1,compacto,36,18,no,2,0,mixto,Otra,si,amplia,anual,7540
378,1003,1014.7,5,20.2,sedan,23,2,si,4,2,mixto,Guadalajara,si,amplia,anual,27119
379,120,114.7,7,20.8,suv,43,23,no,0,0,personal,Otra,si,limitada,anual,4862
380,338.6,347,6,11.9,compacto,42,22,no,4,1,mixto,CDMX,si,rc,anual,14502
381,120,126.9,7,29.5,hatchback,46,27,no,0,0,mixto,CDMX,si,limitada,anual,6288
382,468,474.9,4,20.4,sedan,42,23,no,0,0,mixto,Otra,si,amplia,anual,9644
383,274.9,281,2,17.3,suv,29,10,no,0,0,mixto,CDMX,no,amplia,anual,9918
384,324.5,326.6,13,18.3,pickup,42,16,no,0,1,personal,Otra,no,limitada,anual,6855
385,199.9,202.7,0,17.2,compacto,19,1,si,0,0,personal,CDMX,no,rc,anual,9848
386,342.6,349.6,18,24.7,hatchback,32,12,no,0,2,mixto,Otra,NA,amplia,anual,8622
387,197.3,203.2,13,13.5,sedan,64,39,no,0,0,personal,CDMX,no,limitada,anual,5458
388,152,147.6,10,20,sedan,38,15,no,0,1,personal,Guadalajara,si,amplia,anual,5602
389,518.3,513.4,1,10.5,pickup,38,18,no,1,1,personal,Guadalajara,no,amplia,anual,11776
390,590.5,608.7,5,2.6,sedan,53,29,no,0,0,personal,CDMX,si,limitada,anual,11646
391,268.2,277.3,1,8.5,suv,77,47,no,1,0,mixto,Monterrey,si,limitada,anual,7710
392,147.2,150.2,8,24,sedan,48,27,no,4,1,mixto,Guadalajara,no,amplia,anual,10713
393,228.4,230.6,10,22.5,suv,36,14,no,0,0,mixto,Monterrey,NA,amplia,anual,9506
394,NA,383,3,NA,suv,52,29,no,0,0,mixto,Otra,no,rc,anual,7387
395,NA,352.8,6,17.7,hatchback,35,17,no,1,0,mixto,Monterrey,si,amplia,anual,10257
396,128.9,127.8,7,6.8,pickup,41,15,no,1,0,personal,Guadalajara,no,limitada,anual,7234
397,665.2,676.7,17,15.8,suv,18,0,si,1,0,mixto,Guadalajara,si,amplia,anual,16136
398,362,358.1,7,16.6,compacto,28,10,no,0,3,mixto,Otra,no,amplia,anual,10625
399,873.8,887,1,11,sedan,45,26,no,0,1,comercial,CDMX,si,amplia,anual,17696
400,154.5,176.1,1,17.2,suv,24,6,si,2,0,mixto,Guadalajara,no,limitada,anual,14315
401,NA,435.5,1,13,sedan,33,10,no,2,0,personal,Otra,si,amplia,anual,11637
402,606.4,617.8,3,15.1,sedan,35,13,no,1,0,personal,NA,si,amplia,anual,12036
403,134.4,133.6,15,11.7,compacto,36,18,no,4,2,personal,Otra,si,amplia,anual,8046
404,174.4,173.7,10,16.7,suv,27,4,no,0,1,personal,Otra,no,rc,anual,5713
405,166.5,165.6,3,22.2,sedan,33,12,no,0,0,personal,CDMX,no,limitada,anual,9198
406,428,436.3,6,NA,suv,53,30,no,0,0,mixto,CDMX,no,amplia,anual,11133
407,120,130.6,9,13.7,hatchback,34,14,no,0,2,personal,CDMX,si,amplia,anual,5763
408,128.8,134,10,17.9,compacto,72,43,no,0,1,mixto,Guadalajara,si,limitada,anual,2770
409,417.6,421.3,2,13.1,suv,26,7,no,2,0,personal,Monterrey,no,rc,anual,13366
410,914.6,926.1,7,5.6,compacto,42,14,no,1,0,personal,NA,no,limitada,anual,13836
411,163.6,161.4,2,4.9,suv,49,21,no,0,0,personal,Otra,no,amplia,anual,7418
412,120,120.4,3,7.1,suv,52,24,no,0,1,mixto,Monterrey,si,limitada,anual,7187
413,330.3,341.8,6,18.9,sedan,39,20,no,0,0,personal,CDMX,no,limitada,anual,8487
414,449.6,454.7,5,23.7,sedan,62,34,no,0,0,personal,CDMX,si,rc,anual,9501
415,250.6,259.2,16,15.4,pickup,41,19,no,0,0,personal,Guadalajara,no,amplia,anual,7924
416,747.6,768.4,3,11.4,sedan,29,10,no,0,0,personal,Otra,si,limitada,anual,12731
417,1264.6,1290,9,21.6,compacto,48,23,no,3,3,personal,CDMX,si,limitada,anual,22040
418,155,142.5,8,18,suv,46,25,no,0,0,personal,Monterrey,si,rc,anual,6008
419,211.2,209.7,7,26.4,suv,18,0,si,0,0,mixto,Guadalajara,si,amplia,anual,12132
420,703.5,708.7,3,19.1,pickup,35,15,no,0,1,personal,CDMX,no,limitada,anual,15175
421,142.7,159.1,4,19.9,pickup,36,16,no,3,0,personal,Monterrey,si,limitada,anual,9612
422,659.9,668.1,15,22.7,sedan,43,23,no,0,2,mixto,CDMX,si,amplia,anual,14271
423,243.4,240.3,18,21.3,sedan,55,32,no,4,1,mixto,Monterrey,no,amplia,anual,13072
424,345.7,345.4,11,9.9,suv,18,0,si,0,1,personal,CDMX,si,amplia,anual,11859
425,446.9,458.9,4,23.5,suv,40,19,no,0,1,personal,Guadalajara,no,amplia,anual,10060
426,308.1,318.2,10,15,suv,18,0,si,0,1,mixto,NA,no,amplia,anual,13003
427,378.2,375.1,9,22.8,sedan,35,17,no,0,1,personal,Guadalajara,no,limitada,anual,7826
428,472.3,481.9,3,19.8,sedan,43,19,no,1,2,personal,Otra,si,limitada,anual,12092
429,1491.6,1514.6,0,14.5,compacto,35,12,no,3,0,personal,Monterrey,no,limitada,anual,25227
430,197.3,204.4,4,18.1,sedan,45,17,no,0,0,personal,Guadalajara,si,amplia,anual,7714
431,275.9,283.5,0,14.9,suv,54,32,no,3,1,mixto,CDMX,NA,limitada,anual,12794
432,454.8,466.6,8,23.2,suv,45,21,no,2,0,personal,CDMX,no,amplia,anual,13247
433,355.6,358.4,5,12.5,sedan,35,10,no,0,1,personal,Guadalajara,no,amplia,anual,11837
434,377,394.8,7,20.5,sedan,36,17,no,2,0,personal,Otra,si,limitada,anual,9637
435,NA,158.9,5,2.2,sedan,34,14,no,1,0,personal,CDMX,si,amplia,anual,7045
436,631.3,644.5,3,11.1,hatchback,44,20,no,4,2,personal,Otra,si,amplia,anual,17533
437,156.9,160.7,4,14.4,pickup,35,8,no,1,0,comercial,Otra,si,limitada,anual,7418
438,414.9,407.6,4,8.2,suv,58,33,no,0,0,comercial,CDMX,no,amplia,anual,12198
439,245,252.9,1,24,hatchback,20,2,si,0,0,personal,Guadalajara,no,amplia,anual,10697
440,986.7,1005.7,2,12.2,compacto,36,15,no,0,2,personal,CDMX,si,limitada,anual,16366
441,365.6,368.4,1,NA,suv,40,10,no,0,0,personal,Guadalajara,no,limitada,anual,9439
442,1001.1,1023.4,4,11.7,compacto,40,16,no,0,3,comercial,Otra,si,amplia,anual,18560
443,159.1,163.3,7,22,compacto,41,17,no,1,1,personal,Otra,no,amplia,anual,9467
444,558.1,552,4,5.1,sedan,45,19,no,5,2,mixto,CDMX,no,limitada,anual,18159
445,822.1,852.4,4,12.6,hatchback,50,24,no,1,1,personal,CDMX,no,amplia,anual,15550
446,464.1,470,12,19.3,suv,40,19,no,3,0,mixto,CDMX,si,amplia,anual,14586
447,815.2,841.9,3,7.9,sedan,18,0,si,0,2,personal,Otra,si,amplia,anual,17006
448,839.6,861.1,8,17.7,suv,34,12,no,1,1,comercial,Otra,si,amplia,anual,19194
449,120,138.4,11,17.7,compacto,41,22,no,0,1,mixto,CDMX,si,limitada,anual,6968
450,NA,258.1,0,18.1,hatchback,50,20,no,0,0,personal,Guadalajara,no,amplia,anual,7883
451,621,630.4,6,NA,suv,18,0,si,0,1,personal,Guadalajara,si,limitada,anual,15993
452,387.3,403.9,2,13.6,suv,38,16,no,4,1,personal,Otra,no,amplia,anual,15209
453,1129.4,1165,8,13.5,pickup,52,27,no,0,0,mixto,Otra,si,amplia,anual,15727
454,315.4,321,3,11.6,suv,33,10,no,0,2,comercial,Otra,no,amplia,anual,12582
455,1436.4,1464.4,12,24.1,hatchback,44,19,no,0,2,personal,CDMX,no,limitada,anual,21452
456,120,128.8,8,11.8,sedan,30,5,no,1,2,personal,Otra,no,amplia,anual,7596
457,120,134.8,9,20.7,sedan,54,30,no,0,0,personal,CDMX,no,limitada,anual,3862
458,542.7,547.4,5,17.6,compacto,19,0,si,4,0,personal,CDMX,si,limitada,anual,19571
459,460.1,483.7,4,NA,pickup,27,9,no,0,1,personal,Otra,no,amplia,anual,11317
460,325.7,329.8,8,29.5,sedan,37,17,no,2,1,mixto,CDMX,si,amplia,anual,12564
461,218.6,224.2,4,18.7,sedan,38,17,no,0,0,personal,CDMX,si,limitada,anual,8209
462,485.5,484.5,8,NA,suv,19,0,si,0,0,personal,Otra,si,rc,anual,11967
463,1110.6,1138.1,3,5.2,compacto,48,30,no,1,0,mixto,Guadalajara,no,rc,anual,17460
464,421.5,434.4,1,15.1,compacto,24,1,si,0,1,personal,NA,si,amplia,anual,13091
465,294.9,297.3,4,NA,compacto,47,25,no,0,1,mixto,Guadalajara,si,limitada,anual,7788
466,249,245.4,9,4.9,hatchback,64,37,no,0,0,personal,Guadalajara,no,amplia,anual,6262
467,133.6,140.4,8,NA,sedan,77,47,no,0,1,personal,CDMX,no,limitada,anual,4614
468,728.2,749.4,15,20.5,hatchback,28,9,no,0,1,personal,Otra,si,amplia,anual,13111
469,120,117.5,1,9,compacto,49,23,no,0,0,personal,CDMX,no,limitada,anual,5706
470,306,318,10,18.5,hatchback,25,3,si,0,0,personal,CDMX,no,limitada,anual,11612
471,268.7,276.3,4,33.4,sedan,51,27,no,0,1,personal,Guadalajara,si,amplia,anual,6256
472,716.7,730.4,15,18.6,sedan,44,21,no,1,0,personal,Monterrey,si,rc,anual,10612
473,259.8,262.4,13,29,sedan,22,3,si,0,1,personal,Otra,no,limitada,anual,9693
474,137.5,138.3,6,7.6,hatchback,20,0,si,1,1,mixto,CDMX,si,amplia,anual,12925
475,120,132.8,1,14.8,sedan,45,15,no,0,0,mixto,Otra,si,rc,anual,3522
476,244.9,261.9,3,14.2,suv,45,21,no,0,2,personal,Otra,no,amplia,anual,9252
477,137.1,133.7,16,22.1,suv,45,20,no,2,1,mixto,CDMX,no,limitada,anual,10294
478,382.6,380.1,6,13.4,sedan,30,12,no,0,0,personal,Otra,no,amplia,anual,8870
479,120,114.2,0,24.3,suv,48,28,no,0,1,mixto,Monterrey,no,amplia,anual,5408
480,911.7,934.9,6,12.5,hatchback,64,42,no,0,0,personal,CDMX,si,limitada,anual,11712
481,223.4,242.8,6,15.6,compacto,44,16,no,1,1,personal,Otra,si,amplia,anual,6875
482,261.6,263.7,9,22.1,pickup,33,14,no,0,0,mixto,NA,no,amplia,anual,7833
483,365.6,383.4,12,25.3,hatchback,40,13,no,0,4,personal,Guadalajara,no,amplia,anual,9983
484,317.9,303.8,6,15.4,suv,34,14,no,0,1,personal,Monterrey,no,limitada,anual,9322
485,817.2,831.3,1,6.4,pickup,18,0,si,2,5,personal,CDMX,no,amplia,anual,23099
486,193.8,204.9,10,11,suv,54,26,no,0,0,personal,Monterrey,no,limitada,anual,6491
487,283.5,287.9,9,18.4,compacto,18,0,si,0,1,personal,CDMX,no,amplia,anual,13336
488,228.3,238.5,5,12.9,suv,53,28,no,0,0,personal,Monterrey,no,limitada,anual,8110
489,868.4,880.5,14,NA,hatchback,36,13,no,1,1,personal,Monterrey,si,amplia,anual,17463
490,714.5,730.4,4,26.9,compacto,25,4,si,0,1,personal,Otra,si,amplia,anual,15559
491,120,124,13,9.1,compacto,29,11,no,1,1,mixto,Guadalajara,si,amplia,anual,8597
492,783.2,811.1,8,5.4,compacto,48,25,no,0,1,personal,Guadalajara,no,amplia,anual,12343
493,526.2,541.6,8,11.4,sedan,66,43,no,3,0,personal,Otra,si,limitada,anual,10617
494,454.8,463.2,7,13.9,sedan,43,15,no,1,1,comercial,Otra,si,amplia,anual,11831
495,315.5,314.7,8,6,compacto,56,22,no,1,0,personal,CDMX,no,amplia,anual,9864
496,120,134.9,14,6,pickup,45,24,no,0,2,mixto,CDMX,si,amplia,anual,7063
497,375.3,379.7,9,NA,sedan,23,1,si,0,0,personal,CDMX,no,limitada,anual,12643
498,215.6,211.6,7,9.5,suv,57,27,no,0,0,personal,Monterrey,NA,amplia,anual,7502
499,587.2,600,2,16.5,suv,44,21,no,2,0,mixto,Monterrey,si,amplia,anual,14870
500,911.5,944.1,7,12.4,compacto,51,29,no,2,0,mixto,Monterrey,si,amplia,anual,16180
501,120,116.2,13,18.5,compacto,23,2,si,3,1,personal,Otra,no,amplia,anual,13177
502,260.2,269.8,7,19.6,hatchback,35,17,no,1,0,personal,CDMX,no,amplia,anual,9053
503,NA,109.5,12,20.4,suv,33,15,no,2,0,personal,Otra,si,limitada,anual,7075
504,636,626.3,2,10.6,sedan,44,25,no,0,0,mixto,CDMX,si,limitada,anual,12426
505,205.9,214.4,4,26.8,compacto,58,31,no,2,0,personal,Otra,si,amplia,anual,6673
506,782.3,784.6,9,NA,compacto,28,10,no,1,0,personal,CDMX,no,amplia,anual,16814
507,389.6,414.5,7,16.9,pickup,27,5,no,0,0,mixto,Monterrey,no,amplia,anual,9738
508,199.5,207.5,0,10.8,suv,26,8,no,5,1,personal,CDMX,no,limitada,anual,15878
509,120,125.3,8,12.8,sedan,56,31,no,0,3,personal,CDMX,si,amplia,anual,7335
510,346.9,359.1,9,12.5,suv,43,19,no,1,1,personal,Monterrey,no,limitada,anual,10069
511,475.3,490.8,11,23.5,suv,45,26,no,0,0,mixto,Guadalajara,no,rc,anual,10138
512,315.9,321.5,7,10.7,pickup,37,15,no,1,0,personal,Otra,no,amplia,anual,11233
513,NA,262.2,12,19.8,pickup,35,11,no,0,0,mixto,Otra,si,amplia,anual,6751
514,511.8,526.3,6,18.6,sedan,50,24,no,0,3,personal,Otra,no,amplia,anual,11412
515,259.3,260.7,14,27.1,hatchback,39,16,no,2,1,personal,Otra,no,amplia,anual,11934
516,309.3,320.2,12,21.2,compacto,45,15,no,0,1,mixto,CDMX,si,rc,anual,9047
517,128.3,118.3,13,NA,compacto,19,0,si,0,0,personal,Guadalajara,no,limitada,anual,8133
518,120,119.3,11,20.9,hatchback,64,37,no,0,0,mixto,Otra,no,amplia,anual,4277
519,416.8,444.3,1,23.1,hatchback,56,32,no,0,0,comercial,CDMX,si,amplia,anual,12019
520,241.4,244.5,10,10.8,hatchback,63,41,no,0,1,personal,Otra,no,amplia,anual,5715
521,1104.9,1128.4,8,20.6,compacto,47,24,no,2,0,comercial,CDMX,si,amplia,anual,22473
522,245.9,243.8,3,5,hatchback,43,22,no,0,0,personal,Guadalajara,NA,limitada,anual,6375
523,1020.5,1038,6,13.6,suv,43,23,no,1,0,personal,CDMX,si,limitada,anual,16847
524,354.5,346.8,6,16.5,hatchback,43,18,no,0,0,personal,CDMX,no,limitada,anual,7966
525,273.6,282.5,7,18.5,hatchback,39,16,no,1,0,personal,Otra,si,limitada,anual,6577
526,123.6,108.4,10,18.8,compacto,33,11,no,0,0,personal,CDMX,si,amplia,anual,6313
527,120,126.8,13,21.6,sedan,44,20,no,0,1,personal,CDMX,si,amplia,anual,5252
528,820.1,837.4,1,12.2,hatchback,37,19,no,0,1,personal,Otra,no,amplia,anual,14438
529,306.9,318.5,17,8.5,compacto,50,24,no,4,1,comercial,Otra,no,limitada,anual,12438
530,539.7,556.4,1,20.6,sedan,41,21,no,5,1,personal,Monterrey,no,amplia,anual,20387
531,429.4,440.8,14,15.8,suv,37,18,no,0,1,personal,CDMX,no,rc,anual,10178
532,734.7,755.7,7,NA,hatchback,43,19,no,1,0,mixto,CDMX,si,limitada,anual,12893
533,151.1,161,0,22.4,sedan,42,15,no,3,1,personal,Guadalajara,si,rc,anual,11391
534,407.3,412,8,14.7,suv,33,14,no,2,3,personal,Otra,no,rc,anual,12405
535,168.8,176.8,17,19.5,compacto,42,20,no,0,0,mixto,Otra,si,amplia,anual,5625
536,120,115.1,9,14.5,hatchback,40,22,no,5,0,personal,Monterrey,si,limitada,anual,9594
537,569.8,584.7,6,21.3,hatchback,50,22,no,1,0,personal,CDMX,si,amplia,anual,12209
538,120,118.6,10,22.5,compacto,43,19,no,2,0,personal,Monterrey,no,amplia,anual,9525
539,NA,562.3,3,12.1,hatchback,38,11,no,2,0,personal,Guadalajara,no,amplia,anual,14853
540,487.9,499.5,8,15.5,sedan,48,25,no,0,2,mixto,NA,si,amplia,anual,10699
541,753.3,776.1,3,21.1,hatchback,53,25,no,0,0,mixto,Monterrey,si,amplia,anual,14291
542,311.4,301.3,4,20.2,suv,47,24,no,0,2,personal,CDMX,no,limitada,anual,9657
543,342.1,333.5,2,16.9,sedan,35,13,no,4,1,personal,Otra,si,rc,anual,12767
544,463.1,466.7,0,14.2,suv,28,5,no,0,1,personal,CDMX,no,limitada,anual,12523
545,151.5,155.7,2,20.6,pickup,23,4,si,0,2,mixto,CDMX,no,amplia,anual,12618
546,159.9,158.6,4,9.6,suv,50,25,no,0,1,personal,Guadalajara,si,limitada,anual,5018
547,137,146.8,7,9.2,sedan,32,12,no,0,0,personal,Otra,no,amplia,anual,5753
548,379.6,386.4,4,6.9,sedan,59,35,no,0,0,personal,Otra,no,amplia,anual,7113
549,434.5,453.8,7,20.8,suv,52,29,no,1,2,personal,CDMX,si,amplia,anual,13026
550,279.3,284.4,2,27.2,compacto,33,14,no,0,0,personal,Guadalajara,no,amplia,anual,8876
551,499.4,515.7,7,18.5,sedan,43,25,no,0,1,mixto,Monterrey,si,amplia,anual,9432
552,335.8,329.9,1,24,pickup,67,41,no,2,0,mixto,Otra,no,limitada,anual,10158
553,208.5,222.9,4,21.8,suv,47,25,no,0,0,personal,Otra,si,limitada,anual,4581
554,303.1,304.8,9,11.3,hatchback,55,31,no,0,0,personal,Otra,no,limitada,anual,6170
555,898.2,936.8,11,16.9,compacto,38,13,no,1,1,personal,CDMX,si,rc,anual,16667
