id_sesion,edad,peso_kg,estatura_cm,genero,experiencia_meses,duracion_min,fc_promedio,fc_maxima,intensidad_rpe,temperatura_sala,tipo_ejercicio,turno,usa_smartwatch,kcal_quemadas
326,41,75.2,163,M,20,69,113,135,6,24.2,fuerza,vespertino,si,550.2
327,45,52.3,180,F,38,34,144,176,7,20.9,cardio_moderado,matutino,si,406.3
328,31,64.1,171,M,44,68,116,147,9,19.6,cardio_moderado,nocturno,si,553.1
329,37,67.4,171,F,37,57,142,170,6,24,fuerza,matutino,si,464.8
330,45,70.9,159,M,34,48,138,167,6,23.7,mixto,matutino,si,489.6
331,16,65.1,159,M,30,72,125,153,5,24.7,fuerza,nocturno,si,593.7
332,33,66.8,162,F,14,41,108,129,6,21.1,cardio_intenso,vespertino,si,420.6
333,23,98.7,162,F,19,98,159,188,3,19.8,cardio_intenso,matutino,si,782.1
334,23,71.5,175,F,6,28,103,139,5,23.7,mixto,matutino,si,390.4
335,24,55.9,176,M,33,41,124,145,2,19.5,cardio_moderado,nocturno,si,403.4
336,37,59,175,M,12,77,NA,142,8,24.9,fuerza,matutino,si,589.1
337,33,74.4,167,M,12,47,132,167,6,22.3,cardio_intenso,nocturno,si,545.8
338,21,100.1,161,M,14,52,120,135,5,18.9,fuerza,nocturno,si,464.6
339,39,82.5,154,M,48,86,138,156,7,21.6,cardio_moderado,nocturno,si,685.8
340,38,56.1,156,M,2,74,132,162,5,24.5,cardio_moderado,vespertino,si,607.3
341,38,73.3,181,F,25,77,140,177,6,23.4,mixto,nocturno,si,612.7
342,37,63.2,160,M,4,25,156,187,7,20.9,fuerza,nocturno,si,413.2
343,46,57.9,159,F,16,50,166,199,5,22.4,mixto,nocturno,si,510.5
344,26,75.2,163,F,42,46,108,135,7,22.9,cardio_moderado,matutino,si,422.1
345,26,108.2,NA,F,4,22,140,159,1,21,fuerza,vespertino,si,356.9
346,41,93.8,NA,M,10,42,125,163,5,22.7,mixto,matutino,si,415.4
347,40,54.5,184,M,52,74,NA,194,8,25.5,cardio_intenso,vespertino,si,756.9
348,45,79.6,161,F,1,52,128,160,5,22.4,cardio_intenso,vespertino,si,511.1
349,33,82.5,163,F,10,30,110,137,10,23.2,fuerza,matutino,si,289.1
350,40,86.7,167,M,12,38,157,193,6,24,cardio_moderado,vespertino,si,531
351,45,80.1,186,F,24,58,154,182,7,17.5,fuerza,nocturno,si,538.5
352,25,95.2,164,F,54,69,147,176,6,23.1,cardio_intenso,vespertino,si,660.5
353,52,56.2,170,F,17,69,152,178,8,26,cardio_moderado,matutino,si,675.6
354,25,85.2,171,M,16,68,127,151,5,24.7,cardio_intenso,matutino,si,661.8
355,16,69.2,165,M,22,25,102,126,8,22,cardio_moderado,vespertino,si,416.3
356,32,66.9,150,F,13,64,150,177,8,19.5,mixto,matutino,si,555.5
357,35,89.1,180,M,64,80,115,148,6,22,cardio_moderado,vespertino,si,694.7
358,25,103.6,166,M,32,97,164,185,7,19.5,cardio_intenso,matutino,si,889.3
359,22,79.6,172,F,22,80,106,141,5,22.2,cardio_intenso,vespertino,si,567.7
360,26,84.9,161,F,32,47,123,162,6,21.4,mixto,vespertino,si,451.9
361,45,68,173,F,48,67,123,148,5,20.9,cardio_intenso,matutino,si,585.1
362,16,77.5,176,M,12,46,160,172,10,23.9,cardio_moderado,matutino,si,632
363,16,54.7,181,M,9,52,124,143,4,21.1,fuerza,NA,si,512.2
364,19,76.6,160,F,15,64,147,170,5,25.1,fuerza,vespertino,si,614.3
365,45,94.8,170,F,38,59,134,163,7,20.5,mixto,matutino,si,544
366,43,93.7,166,M,26,63,103,134,6,21.4,cardio_moderado,vespertino,si,538
367,24,72.3,164,M,10,51,144,185,5,23.4,cardio_intenso,matutino,si,617
368,34,76,159,M,23,67,118,137,8,21.5,cardio_moderado,vespertino,si,611.3
369,40,54.5,173,F,10,57,183,205,3,21.7,cardio_moderado,nocturno,si,593.2
370,38,45,172,F,19,60,120,156,7,20.3,cardio_intenso,matutino,si,497.2
371,39,82.4,185,M,43,77,122,158,6,26.5,cardio_moderado,vespertino,si,676
372,35,63,150,M,37,39,148,167,6,21,fuerza,nocturno,si,472.4
373,37,75.2,186,M,20,47,128,158,4,18.1,fuerza,vespertino,si,439.9
374,17,82.9,163,M,31,65,NA,157,8,23.2,fuerza,vespertino,si,603.7
375,56,94.3,178,M,17,57,112,135,9,21.6,fuerza,nocturno,si,560.7
376,31,92.1,169,F,10,67,139,166,7,21.2,cardio_intenso,vespertino,si,639.5
377,38,87.5,173,M,73,64,120,151,5,24.7,cardio_moderado,matutino,si,590
378,18,69.3,170,F,22,38,119,144,3,23.6,cardio_intenso,matutino,si,405.1
379,29,89.4,179,F,16,27,129,158,3,17.2,mixto,nocturno,si,301.4
380,41,61.9,162,M,8,88,139,187,4,NA,cardio_moderado,matutino,si,754.3
381,35,61.4,175,F,36,45,126,146,9,25.7,cardio_moderado,nocturno,si,436.4
382,36,56.7,155,M,12,71,122,153,4,27,cardio_intenso,vespertino,si,678.7
383,19,74.5,160,M,12,39,126,159,5,17,fuerza,vespertino,si,390
384,38,82.5,173,F,32,54,127,150,2,17.1,mixto,vespertino,si,386.9
385,27,89.5,171,F,31,88,96,129,8,21.6,fuerza,vespertino,si,612.9
386,16,88.5,166,M,11,48,NA,175,8,20.7,fuerza,vespertino,si,567.9
387,40,76.3,167,F,1,59,129,145,8,27.5,cardio_intenso,matutino,si,583
388,33,69.5,170,F,20,50,110,147,5,19.9,cardio_intenso,vespertino,si,521.2
389,25,74.2,176,M,20,60,89,106,6,18.1,fuerza,matutino,si,440.3
390,36,81.7,152,M,8,16,130,159,6,20.7,cardio_moderado,vespertino,si,269.8
391,16,89.6,170,M,13,35,166,194,7,20.2,cardio_intenso,vespertino,si,594.8
392,56,64.8,154,F,52,30,126,158,10,24.7,mixto,vespertino,si,402.7
393,16,58.1,180,F,26,38,136,166,7,27.5,cardio_moderado,vespertino,no,459.4
394,37,46.7,176,F,24,54,122,148,1,21.7,fuerza,vespertino,si,380.6
395,30,55.7,165,M,18,47,137,161,5,23.4,cardio_intenso,vespertino,si,594.7
396,20,63.9,179,M,20,72,123,156,6,22.9,cardio_moderado,vespertino,si,597.6
397,37,66.1,164,F,14,67,131,158,6,20.6,mixto,nocturno,si,545.2
398,29,77.5,150,F,7,44,131,154,9,27.9,cardio_intenso,matutino,si,543.8
399,50,62.4,155,M,12,70,120,159,6,21.2,fuerza,nocturno,si,570.7
400,21,70,167,M,7,39,103,128,3,16.5,cardio_moderado,matutino,si,281.1
401,48,59.6,160,M,13,76,153,177,1,24.8,fuerza,matutino,si,635.4
402,39,58.4,170,F,10,23,176,204,8,23.6,cardio_moderado,vespertino,si,446.2
403,21,69.3,184,F,40,67,142,162,4,15.8,cardio_intenso,nocturno,si,585.9
404,31,54.6,165,M,39,45,120,147,3,23.8,fuerza,vespertino,si,414.4
405,23,63.9,168,F,16,50,122,152,7,18.6,cardio_intenso,vespertino,si,553.3
406,16,108,176,M,19,55,156,181,6,22.3,mixto,vespertino,si,599.6
407,54,76.6,185,M,24,41,125,153,3,25.8,fuerza,vespertino,si,441.7
408,50,65.3,150,M,21,53,109,135,8,25.1,cardio_moderado,matutino,si,508.5
409,35,73.3,175,M,45,82,120,146,3,21.5,mixto,vespertino,si,599.2
410,17,83.7,161,M,27,23,96,129,7,19.7,cardio_intenso,matutino,si,403.3
411,39,78.3,168,F,1,74,127,165,5,23.4,cardio_moderado,vespertino,si,544.9
412,22,71.1,150,M,15,79,134,161,8,28.5,fuerza,matutino,si,738
413,40,54,162,F,48,36,150,189,5,20.4,cardio_intenso,matutino,si,405.9
414,43,70,179,F,9,60,130,156,6,23.5,cardio_moderado,matutino,si,538.3
415,35,90.1,175,F,29,56,165,194,6,23.4,cardio_moderado,vespertino,si,594.3
416,32,75.4,159,M,16,59,149,172,6,25.7,cardio_intenso,nocturno,si,693.9
417,45,79.4,170,F,9,53,121,153,2,24.5,mixto,matutino,no,479.3
418,45,75,165,F,6,40,119,151,9,14.5,cardio_intenso,vespertino,si,390.7
419,38,82.3,153,M,21,38,138,172,3,20.9,cardio_intenso,matutino,si,501
420,32,100,162,M,57,70,146,171,5,17.8,fuerza,vespertino,si,609.9
421,43,81.5,180,M,11,52,144,173,3,19.5,cardio_moderado,vespertino,si,488.5
422,35,53.2,164,F,6,55,122,150,9,18.1,cardio_intenso,matutino,si,574.2
423,49,78.7,157,M,30,30,123,160,5,25.3,mixto,nocturno,si,387
424,19,68.3,174,M,2,24,106,135,6,23.4,fuerza,matutino,no,288
425,32,75.5,167,F,33,83,104,135,3,24.2,cardio_moderado,vespertino,si,569.8
426,45,65,161,M,37,62,154,178,6,24.5,mixto,vespertino,si,578.8
427,25,91.5,169,F,18,58,83,109,6,22.1,fuerza,vespertino,si,377.9
428,16,73.9,150,F,26,34,110,138,5,19.3,cardio_moderado,vespertino,si,339.3
429,39,81.3,174,F,59,62,109,141,6,21.6,fuerza,nocturno,si,454.6
430,26,67.8,160,M,4,27,101,129,8,23.5,fuerza,matutino,si,332.3
431,28,108.4,175,M,34,73,NA,158,5,NA,fuerza,nocturno,si,640.1
432,41,72.1,183,F,24,35,141,158,5,22.4,cardio_moderado,vespertino,si,421.2
433,56,80.3,174,F,15,51,146,166,5,NA,cardio_intenso,nocturno,si,498.8
434,33,69.4,168,F,7,84,168,188,5,17.9,mixto,matutino,si,700.5
435,43,66.9,155,M,19,38,132,151,3,19.9,cardio_moderado,NA,si,335.4
436,16,74.8,154,M,56,62,108,130,8,21.3,cardio_intenso,nocturno,si,630.2
437,34,91.5,NA,M,10,33,114,132,3,NA,cardio_moderado,NA,si,340.9
438,16,95.9,158,M,28,89,178,205,9,22.7,cardio_moderado,NA,si,858.8
439,16,71.6,164,F,6,51,129,157,7,16.4,cardio_intenso,vespertino,si,497.2
440,48,74.3,157,F,8,41,131,157,8,19.5,fuerza,matutino,si,387
441,41,90.2,182,M,19,44,122,149,5,18.2,mixto,nocturno,si,432.1
442,39,95.5,163,F,23,69,114,132,8,NA,mixto,vespertino,si,556.5
443,27,68.7,170,F,19,42,130,166,7,17.9,cardio_moderado,vespertino,si,479.6
444,19,71.8,170,F,47,57,151,183,7,19.9,cardio_intenso,NA,si,603.5
445,38,90.5,169,F,32,59,130,155,1,25.7,cardio_moderado,nocturno,si,533.8
446,21,79.3,158,F,28,91,115,150,4,22.7,cardio_moderado,vespertino,si,613
447,60,61.5,170,F,41,45,160,173,6,22.6,mixto,matutino,si,537
448,34,85,174,F,13,52,121,155,7,26,cardio_moderado,vespertino,si,502.6
449,36,45,160,M,26,48,130,157,2,21,fuerza,vespertino,si,428.9
450,16,86.9,193,F,22,46,125,151,7,25.2,fuerza,vespertino,si,499
451,39,80.8,166,F,7,51,148,168,8,26.6,cardio_moderado,nocturno,si,517.2
452,45,81.3,165,F,7,20,138,175,5,NA,cardio_moderado,vespertino,si,353.7
453,36,82.7,161,F,43,36,130,159,3,21.9,fuerza,vespertino,si,372.8
454,34,69.1,180,M,76,61,107,143,2,19.7,mixto,matutino,si,422.9
455,50,72.9,192,M,20,23,154,177,4,21.2,cardio_moderado,vespertino,si,366.5
456,41,61.5,162,M,60,28,142,177,6,23.1,cardio_moderado,vespertino,si,419.7
457,40,54.8,161,M,12,76,135,172,6,22.6,cardio_moderado,matutino,si,649.9
458,45,82.7,163,M,24,53,NA,143,4,21.6,fuerza,nocturno,si,423.5
459,37,59.2,156,M,27,79,NA,161,2,22.6,cardio_moderado,matutino,si,579.3
460,68,92.8,183,F,43,39,100,129,8,23.4,fuerza,matutino,si,318
461,37,90.9,161,F,16,42,130,157,4,19,mixto,vespertino,si,426.8
462,45,70.3,155,M,9,60,127,147,5,22.1,cardio_moderado,nocturno,si,598.3
463,43,76.4,157,F,33,57,128,158,2,25.8,cardio_intenso,matutino,si,479.1
464,41,95,165,F,4,86,150,170,2,17.7,fuerza,matutino,si,688.3
465,45,75.4,155,M,2,61,152,182,8,21.4,cardio_moderado,matutino,no,581.6
466,37,82.7,171,M,39,39,130,166,3,NA,cardio_intenso,vespertino,si,496.4
467,16,84,161,M,27,38,133,154,6,27.3,mixto,vespertino,si,535.9
468,24,93.3,177,M,13,67,125,148,6,20.1,fuerza,vespertino,si,577.8
469,59,69.5,176,M,46,48,153,189,7,23.6,cardio_moderado,nocturno,si,619.4
470,54,75.5,170,M,19,104,164,194,9,20.5,cardio_moderado,vespertino,si,862.5
471,32,67.2,171,M,24,46,115,159,8,20.8,cardio_intenso,nocturno,si,436.2
472,16,54.6,170,M,14,66,125,159,8,22.8,cardio_moderado,nocturno,si,579.9
473,25,45,165,M,8,61,128,159,6,NA,fuerza,nocturno,si,566.7
474,16,63.3,164,M,14,51,140,172,6,19.9,fuerza,matutino,si,537.1
475,16,74.8,171,F,30,57,132,160,5,19,cardio_moderado,vespertino,si,556.8
476,43,64.4,162,M,14,41,139,164,5,NA,cardio_moderado,NA,si,523.2
477,34,73.5,165,F,21,58,136,159,7,23.9,cardio_moderado,matutino,si,576.1
478,49,76.4,164,F,20,70,98,128,7,20.5,fuerza,matutino,si,480.7
479,18,88.7,166,M,26,69,133,157,8,24.4,cardio_moderado,nocturno,si,646.6
480,22,48.5,157,M,5,49,123,145,9,17.6,fuerza,vespertino,si,479.4
481,40,104.4,170,M,14,87,120,149,5,26.2,fuerza,nocturno,si,666.5
482,46,75.6,174,M,19,48,122,152,6,16.4,mixto,vespertino,si,483.4
483,31,87.6,176,M,34,87,175,205,7,20.9,cardio_intenso,matutino,si,803.9
484,22,48.9,152,F,69,70,149,185,1,23.2,cardio_intenso,vespertino,si,587.3
485,53,95.8,160,F,55,84,140,179,3,29.1,cardio_intenso,nocturno,si,657.2
486,52,75.4,180,M,28,68,120,144,5,23.5,cardio_moderado,vespertino,si,596.2
487,45,67,186,F,33,37,172,204,6,21,cardio_moderado,nocturno,si,539
488,42,65.4,162,M,13,47,123,148,6,22.7,cardio_moderado,NA,si,469.5
489,20,72.6,168,M,18,60,94,128,8,17.1,cardio_moderado,matutino,si,489.8
490,16,62.5,161,F,7,65,132,159,5,26.3,mixto,matutino,si,559.2
491,56,64.8,150,M,12,44,167,191,5,21.6,cardio_moderado,matutino,si,475.6
492,36,48.7,173,M,57,54,100,128,7,21.2,mixto,nocturno,si,375.4
493,24,70.5,160,M,56,33,133,159,4,19.3,cardio_intenso,matutino,si,394.9
494,50,60.4,172,F,12,54,93,120,3,17.9,fuerza,matutino,si,310.9
495,26,57.1,180,M,47,84,148,179,7,16.4,cardio_moderado,matutino,si,735.1
496,28,63.8,163,M,26,52,135,170,8,16.4,fuerza,vespertino,si,532
497,38,85.1,180,M,2,63,123,143,2,18.7,cardio_moderado,vespertino,si,578
498,18,64.8,163,M,26,60,NA,156,6,24.2,mixto,matutino,si,517.6
499,27,96.8,183,M,40,34,NA,167,4,23.4,cardio_moderado,vespertino,si,486.5
500,21,104.4,176,F,60,57,125,152,7,20.3,fuerza,nocturno,si,507.4
501,46,52.1,NA,M,25,45,143,171,8,28.7,cardio_moderado,vespertino,si,519.7
502,37,66,172,M,52,53,121,153,7,26.3,fuerza,vespertino,si,479.4
503,30,72.7,168,M,49,46,139,167,10,21.2,mixto,vespertino,si,509.6
504,48,63.7,169,M,24,88,134,166,7,18.5,mixto,matutino,si,681.3
505,32,93,167,F,24,82,131,169,6,22.1,cardio_intenso,vespertino,si,663
506,31,76.2,162,F,40,60,120,150,6,18.7,cardio_intenso,matutino,si,445.2
507,34,62.4,182,F,18,67,109,135,6,19.6,cardio_intenso,vespertino,si,524.6
508,26,66.8,158,F,50,40,108,130,6,26.7,mixto,vespertino,si,386.9
509,34,58.8,175,M,12,53,119,148,6,NA,mixto,vespertino,si,479.7
510,43,67.2,186,M,23,56,128,152,5,25.2,cardio_moderado,matutino,si,544.1
511,35,89.3,154,F,15,63,119,149,6,19.2,fuerza,vespertino,si,526.2
512,51,60.6,158,M,91,25,155,177,5,21,cardio_moderado,matutino,si,416.5
513,26,82.6,157,M,13,69,132,161,3,24.9,fuerza,vespertino,si,675
514,30,70.4,168,F,15,23,149,186,3,23.3,fuerza,vespertino,si,324
515,48,51,163,F,19,62,121,141,8,25.2,cardio_moderado,matutino,si,483.3
516,20,63,176,F,55,52,133,167,7,16,fuerza,matutino,si,436.2
517,18,50.8,179,M,13,37,153,176,3,18.9,fuerza,matutino,si,382.4
518,40,100.4,NA,M,42,47,122,148,6,19,cardio_moderado,vespertino,si,571.8
519,29,77.5,164,F,9,46,139,160,8,22.6,cardio_moderado,nocturno,si,570.8
520,22,76,167,F,36,77,136,176,7,25.6,mixto,vespertino,si,668.1
521,23,74.2,168,M,16,74,126,159,7,22.8,fuerza,vespertino,si,591.3
522,42,77.4,158,M,9,84,NA,148,4,21,cardio_moderado,matutino,si,700.1
523,25,69.9,156,F,11,48,137,173,6,21.8,mixto,matutino,si,444.6
524,33,68.5,157,M,47,61,106,134,2,28.6,fuerza,matutino,si,533.7
525,24,61.6,166,M,20,37,120,143,6,23.8,fuerza,matutino,si,402.8
526,38,71.5,165,F,17,87,130,149,9,21.9,cardio_moderado,vespertino,si,673.3
527,26,72.6,169,M,17,47,140,165,5,22.5,cardio_moderado,NA,si,466
528,38,60.6,166,F,11,81,163,188,3,23.6,cardio_intenso,nocturno,si,703.7
529,27,76,157,F,5,46,117,154,7,21.9,cardio_moderado,nocturno,si,463.5
530,53,55.4,151,M,29,55,137,160,4,25.9,fuerza,vespertino,si,458.9
531,37,77.4,158,F,17,62,130,146,5,21.4,cardio_moderado,matutino,si,560.2
532,16,73.1,174,F,12,55,129,154,7,23.6,cardio_intenso,vespertino,si,578
533,48,86.7,155,M,17,55,NA,160,7,26.2,mixto,vespertino,si,554.5
534,32,74.1,171,F,8,53,102,133,9,22.1,cardio_intenso,nocturno,si,478.6
535,36,81.4,163,F,7,50,129,152,8,21.1,cardio_moderado,matutino,si,461
536,48,94.2,164,M,12,27,125,148,9,23.7,cardio_intenso,matutino,si,465.4
537,37,78.6,173,F,1,42,128,167,7,22.9,mixto,vespertino,si,427.8
538,61,86.1,164,M,40,68,134,149,6,21.7,cardio_moderado,vespertino,si,608.8
539,27,69.2,174,M,6,35,160,179,3,26.5,mixto,nocturno,si,512.5
540,37,66.4,180,F,16,80,139,163,4,23.7,cardio_moderado,matutino,si,711
541,38,70,179,M,15,52,118,146,2,22.7,mixto,matutino,si,510.7
542,42,61,159,F,29,32,143,167,5,24.8,fuerza,matutino,si,398.1
543,42,76.5,170,F,12,53,167,189,8,22.4,cardio_moderado,matutino,si,621.1
544,39,77.5,170,M,12,33,157,183,6,23.8,mixto,nocturno,si,428.3
545,19,60,157,M,16,81,125,157,3,20.3,cardio_moderado,vespertino,si,611.1
546,28,73.3,164,F,23,67,89,117,6,28.1,cardio_intenso,vespertino,si,537.7
547,34,79.6,177,M,34,57,138,157,6,17.6,fuerza,vespertino,si,564.6
548,28,65.7,175,M,22,85,171,192,6,20.9,cardio_intenso,matutino,si,817.3
549,37,59.3,170,M,11,42,149,172,5,20.7,cardio_moderado,matutino,si,501.5
550,24,75.6,171,F,41,62,164,192,9,21.8,cardio_intenso,nocturno,si,684.7
551,43,55,163,M,19,51,134,158,5,17.4,cardio_moderado,nocturno,si,498.9
552,35,91.4,173,M,42,54,146,186,6,25.4,mixto,vespertino,si,579.8
553,39,72.2,171,F,3,56,97,122,4,22.1,fuerza,matutino,si,415.8
554,31,59.8,169,F,1,63,135,163,7,NA,cardio_moderado,matutino,si,547.1
555,26,67.7,179,M,37,56,153,183,9,19.1,fuerza,matutino,si,577.7
556,49,84.4,163,M,27,76,155,181,2,23.6,fuerza,matutino,si,688.2
557,24,69.9,160,F,15,56,145,171,3,23.8,mixto,vespertino,si,535.6
558,24,72.7,169,M,48,42,130,160,7,17.9,cardio_moderado,matutino,si,421
559,25,82.4,163,M,10,72,118,140,10,20.7,cardio_intenso,matutino,si,662.5
560,53,87.1,157,M,9,39,155,178,5,24.4,cardio_moderado,matutino,si,511.7
561,32,68.3,153,F,40,80,90,107,4,18.9,fuerza,vespertino,si,420.2
562,45,81.2,167,M,46,55,125,148,3,23.4,mixto,nocturno,si,547.2
563,22,73.4,180,M,14,40,183,205,8,21,fuerza,vespertino,si,501.4
564,28,77.1,173,M,34,78,122,147,4,21.8,cardio_intenso,vespertino,si,635.8
565,31,78.3,174,F,3,48,99,120,5,24.2,cardio_moderado,matutino,si,413.1
566,40,80.8,173,F,8,63,165,193,6,24.3,fuerza,nocturno,si,634.8
567,30,76.9,157,F,5,85,147,178,5,16.8,cardio_intenso,NA,si,699.8
568,41,68.6,156,M,36,19,121,141,4,NA,cardio_intenso,matutino,si,326
569,34,78.7,173,F,9,68,135,171,3,23.1,cardio_intenso,vespertino,si,629.5
570,35,76.6,165,F,23,54,115,147,6,23.1,mixto,vespertino,si,505.3
571,56,79.7,158,M,38,28,150,182,4,19.9,cardio_moderado,nocturno,si,396.3
572,26,69.8,160,F,28,52,132,151,7,21.7,cardio_moderado,nocturno,si,464.3
573,44,78.1,163,M,32,15,120,143,1,19.2,fuerza,matutino,si,262.3
574,45,69.6,183,F,42,50,142,170,3,24.6,cardio_moderado,matutino,si,455.6
575,51,77,157,M,25,67,137,149,1,13.6,cardio_intenso,matutino,si,556.1
576,37,62,171,F,34,23,102,138,5,28.1,fuerza,matutino,si,253.1
577,36,100.5,166,M,31,48,146,174,7,15.7,cardio_moderado,matutino,si,483.9
578,35,76.1,184,M,1,17,164,186,6,21.4,fuerza,nocturno,si,416.6
579,41,72.5,156,M,35,49,124,154,7,19,cardio_intenso,vespertino,si,501.1
580,40,56.5,158,F,10,49,144,179,8,22,mixto,vespertino,si,473.9
581,30,72.8,161,M,27,39,136,154,6,18.9,fuerza,vespertino,si,468.3
582,43,77,151,F,14,43,139,168,9,21,fuerza,nocturno,si,466.5
583,40,77.9,164,F,23,60,129,155,6,28,mixto,vespertino,si,594.1
584,41,72.8,157,M,67,58,NA,173,4,22.1,cardio_moderado,vespertino,si,529.5
585,64,72.2,161,F,11,45,NA,141,8,22.7,cardio_intenso,vespertino,si,425.6
586,36,79.8,180,M,47,70,130,160,2,21.7,fuerza,matutino,si,592.1
587,27,86.2,169,M,35,62,138,163,8,23.4,cardio_intenso,nocturno,no,670.1
588,38,65,178,M,31,35,148,185,5,18.7,cardio_intenso,vespertino,si,526.4
589,30,71.1,NA,F,22,48,NA,193,8,20,mixto,matutino,si,472.5
590,25,60.1,161,F,32,45,117,160,7,18,cardio_moderado,vespertino,si,322.7
591,29,67.3,169,F,20,67,140,176,7,22.7,mixto,vespertino,si,551.4
592,34,57.7,165,F,23,62,127,147,6,20.1,cardio_moderado,vespertino,si,489.3
593,44,64.7,174,M,30,44,131,160,4,25.9,fuerza,vespertino,si,450.7
594,37,88.8,161,F,2,31,156,184,7,21.2,cardio_moderado,nocturno,si,454.1
595,24,86.5,171,F,15,60,NA,136,5,21,mixto,nocturno,si,506
596,31,67,160,M,55,42,125,157,3,20.4,cardio_intenso,nocturno,si,407.6
597,16,77.1,173,M,26,53,NA,165,9,24.3,mixto,vespertino,si,583.5
598,31,77.1,165,M,35,55,121,151,7,23.2,cardio_moderado,vespertino,si,535.5
599,19,103.5,178,M,31,70,136,169,8,21.7,fuerza,vespertino,no,652.6
600,18,56.5,167,F,29,65,163,185,3,19.4,fuerza,vespertino,si,584.7
601,44,69.8,172,M,27,71,126,151,5,19.4,fuerza,vespertino,si,574
602,31,77.4,179,M,38,51,154,187,7,23.8,fuerza,vespertino,si,561.2
603,33,63.1,174,M,16,68,123,159,4,24.2,cardio_moderado,vespertino,si,583.4
604,39,73.5,169,F,27,41,164,200,6,32.6,cardio_intenso,vespertino,si,635.8
605,28,60.4,157,M,8,29,141,172,5,21.2,mixto,vespertino,si,404.5
606,31,71.4,172,F,16,66,137,168,4,18.4,fuerza,matutino,si,512.4
607,27,87.8,155,M,29,62,156,186,9,NA,cardio_intenso,matutino,si,696.9
608,29,73.9,177,F,34,42,168,198,2,20,fuerza,matutino,si,490.1
609,21,75,162,M,2,48,133,166,3,18.3,cardio_intenso,matutino,si,497.5
610,42,72.8,170,F,12,89,107,137,5,20.8,fuerza,matutino,si,556.2
611,40,60.7,160,M,12,64,133,166,6,19.4,cardio_intenso,vespertino,si,665.6
612,24,45,169,M,15,88,137,177,4,17.3,fuerza,matutino,si,668.8
613,53,78.7,168,M,37,21,154,180,8,NA,fuerza,vespertino,si,365.5
614,30,60.6,167,F,10,60,169,205,2,21.5,fuerza,vespertino,si,576.1
615,30,45,164,F,24,61,144,178,1,20.5,mixto,vespertino,si,483
616,17,71.3,155,F,36,39,NA,205,4,22,cardio_moderado,nocturno,si,520.6
617,33,58.9,192,M,26,49,128,144,9,22.8,fuerza,vespertino,si,460.8
618,23,74.2,158,M,22,26,137,177,8,23.3,mixto,vespertino,si,382.6
619,37,69.2,174,F,32,72,132,161,6,22,fuerza,nocturno,si,557.5
620,35,75.4,160,M,20,80,105,137,7,25.1,cardio_intenso,vespertino,si,615
621,42,87.9,156,M,11,64,142,166,5,20.9,cardio_moderado,matutino,si,546.5
622,26,59.9,181,M,13,74,116,137,2,23.8,fuerza,vespertino,si,493.6
623,16,83.6,164,M,52,52,138,161,7,19,fuerza,vespertino,si,570.6
624,37,72.1,167,F,39,34,148,181,6,18.3,mixto,matutino,si,394.2
625,38,65.2,185,F,3,49,156,182,4,22.1,fuerza,nocturno,si,528.3
626,47,64.8,175,M,65,23,127,168,7,25.9,mixto,vespertino,si,409.9
627,31,66.7,171,M,10,80,169,198,4,23.9,mixto,nocturno,si,844.7
628,38,65.2,164,M,29,92,124,155,6,25.7,fuerza,nocturno,si,692.1
629,38,55.6,166,F,28,56,106,134,7,17.3,cardio_moderado,matutino,si,428.6
630,28,65.8,166,M,21,67,110,142,7,19.5,cardio_moderado,vespertino,si,555.9
631,16,80.6,164,M,36,59,112,149,2,NA,cardio_intenso,matutino,si,550.1
632,25,69.2,181,F,3,69,127,158,8,23,fuerza,nocturno,si,555.4
633,35,63.3,168,F,23,47,129,156,5,22.9,cardio_intenso,NA,si,440
634,34,80.3,161,F,54,43,135,161,5,21.5,mixto,nocturno,si,438.2
635,18,61.3,176,F,21,60,133,157,7,21.7,fuerza,NA,si,477.7
636,32,64,169,F,4,41,143,169,2,21.6,cardio_intenso,nocturno,si,391.9
637,21,77.5,151,M,40,31,120,161,10,23.5,fuerza,vespertino,si,412.6
638,41,66.7,160,M,11,63,125,149,3,21.4,cardio_intenso,nocturno,si,581.3
639,34,75.2,163,M,22,42,153,187,6,22.9,cardio_intenso,matutino,si,591.9
640,28,58.1,172,M,12,81,147,180,3,22,cardio_moderado,matutino,si,657.4
641,40,65.1,161,M,7,38,127,152,3,27.8,cardio_moderado,matutino,si,449.3
642,23,87.7,168,F,8,54,124,138,9,16.9,cardio_moderado,vespertino,si,499
643,46,72.1,159,M,55,65,145,183,6,27,mixto,matutino,si,602.1
644,25,85.6,178,F,30,51,122,150,8,25.5,cardio_moderado,vespertino,si,543.8
645,16,59.5,167,F,23,38,107,133,4,24.1,cardio_moderado,matutino,si,324.1
646,23,60.5,167,M,15,42,133,159,6,19.4,cardio_moderado,vespertino,no,516.8
647,29,72.9,159,M,17,24,130,161,4,23.6,cardio_moderado,vespertino,si,387.9
648,31,86.2,165,M,17,78,139,167,9,25.4,cardio_moderado,vespertino,si,739.7
649,24,61.8,175,F,6,71,132,160,6,24,cardio_intenso,nocturno,si,606.6
650,29,66.2,NA,M,16,54,129,160,4,20.2,cardio_intenso,vespertino,si,556.8
651,36,85.5,164,M,35,66,113,142,6,16.8,mixto,vespertino,si,497.3
652,36,80.9,165,F,29,56,143,164,9,25.7,cardio_intenso,nocturno,si,660.3
