id_transaccion,monto_transaccion_mxn,monto_promedio_historico_mxn,hora_del_dia,dias_desde_ultima_compra,num_transacciones_24h,distancia_km_domicilio,es_compra_internacional,categoria_comercio,fraude
TX000481,1790,1035,0,7,0,31.8,no,entretenimiento,no
TX000482,369,365,2,10,4,74.4,no,abarrotes,no
TX000483,502,548,13,1,5,27.5,no,abarrotes,no
TX000484,849,732,3,5,3,7.8,no,servicios,no
TX000485,831,1854,16,19,4,6.1,si,electronica,no
TX000486,854,701,7,2,2,74.3,no,abarrotes,no
TX000487,194,157,5,5,3,42.8,no,abarrotes,si
TX000488,1696,698,9,10,4,47,no,abarrotes,no
TX000489,521,604,14,1,5,NA,no,servicios,no
TX000490,1689,1877,17,2,2,43,no,servicios,no
TX000491,475,242,1,19,7,52.6,no,electronica,no
TX000492,2294,800,16,11,3,5.9,no,entretenimiento,no
TX000493,289,740,1,9,3,44.2,no,electronica,no
TX000494,1139,665,23,0,1,18.5,no,entretenimiento,no
TX000495,538,766,0,8,4,26,no,restaurantes,no
TX000496,2057,1387,7,4,4,51.2,no,servicios,no
TX000497,282,506,7,7,6,74.5,no,restaurantes,no
TX000498,486,304,16,24,3,14.9,no,servicios,no
TX000499,185,189,22,3,4,29.6,no,servicios,no
TX000500,801,567,2,2,3,32.9,no,abarrotes,no
TX000501,945,584,23,7,2,22.4,no,electronica,no
TX000502,625,792,19,8,4,96.9,no,abarrotes,no
TX000503,527,684,3,5,4,84.5,no,abarrotes,no
TX000504,647,736,4,9,3,NA,no,restaurantes,no
TX000505,314,233,23,18,3,121.1,no,restaurantes,no
TX000506,116,96,8,1,4,24.4,no,restaurantes,no
TX000507,359,635,18,0,3,17.5,no,restaurantes,no
TX000508,5658,3458,16,11,1,NA,no,electronica,no
TX000509,1198,900,10,3,3,68,no,entretenimiento,no
TX000510,1253,972,22,26,5,21.7,no,viajes,no
TX000511,909,1081,8,1,3,9.5,no,viajes,no
TX000512,313,388,4,1,3,19.3,no,servicios,no
TX000513,418,400,7,1,1,40.4,no,entretenimiento,no
TX000514,884,699,16,25,6,34.9,no,abarrotes,no
TX000515,1037,645,17,1,2,23.8,no,abarrotes,no
TX000516,773,958,1,8,0,123.8,no,electronica,no
TX000517,505,1122,4,5,2,32.8,no,restaurantes,no
TX000518,448,343,15,5,3,10.4,no,abarrotes,no
TX000519,517,785,7,13,3,17.6,no,servicios,no
TX000520,303,231,10,6,0,16.2,no,restaurantes,no
TX000521,379,253,21,13,5,23.1,no,electronica,no
TX000522,419,577,1,7,1,73.6,no,servicios,no
TX000523,1779,990,23,4,4,3,no,electronica,no
TX000524,262,547,3,3,2,50.8,no,entretenimiento,no
TX000525,714,722,22,2,1,NA,no,viajes,no
TX000526,267,387,18,7,2,51.6,no,electronica,no
TX000527,239,190,18,5,5,24.1,no,servicios,no
TX000528,359,563,3,19,5,12,no,abarrotes,no
TX000529,598,793,19,5,0,33.1,no,electronica,no
TX000530,1275,646,20,1,5,40.5,si,viajes,si
TX000531,991,720,4,29,6,22.7,no,servicios,no
TX000532,3436,1509,23,11,3,48.6,no,abarrotes,no
TX000533,731,1933,13,6,5,30.2,no,electronica,no
TX000534,581,485,11,11,0,68.4,no,viajes,no
TX000535,483,193,9,1,3,34.6,si,abarrotes,no
TX000536,547,630,16,2,4,11.5,no,restaurantes,no
TX000537,557,448,20,10,2,137.5,no,servicios,no
TX000538,399,702,13,11,2,33.1,no,restaurantes,no
TX000539,525,580,6,0,5,64.8,no,entretenimiento,no
TX000540,1047,784,16,3,9,22.3,no,entretenimiento,no
TX000541,593,612,19,5,3,27.8,no,viajes,no
TX000542,616,440,8,5,2,22.8,no,servicios,no
TX000543,1045,565,5,34,2,19.6,no,restaurantes,no
TX000544,535,852,11,2,1,54.1,no,entretenimiento,no
TX000545,1250,621,8,3,2,61.7,no,entretenimiento,no
TX000546,609,682,13,12,1,NA,no,restaurantes,no
TX000547,440,314,18,6,1,50.5,no,viajes,no
TX000548,1037,716,12,3,2,101.5,no,restaurantes,no
TX000549,5993,2089,15,8,3,4.4,no,servicios,no
TX000550,1536,907,1,6,3,20.3,no,abarrotes,no
TX000551,228,441,10,14,2,NA,si,restaurantes,si
TX000552,190,429,8,8,7,39.5,no,restaurantes,no
TX000553,207,305,14,8,6,37.9,no,entretenimiento,no
TX000554,587,453,8,3,7,78.7,no,servicios,no
TX000555,1274,1658,3,2,2,26.1,no,restaurantes,no
TX000556,1888,910,20,8,0,37,no,abarrotes,no
TX000557,99,213,8,14,4,125.1,no,electronica,no
TX000558,585,506,22,10,3,13.6,no,abarrotes,no
TX000559,1041,1326,22,1,1,81.4,no,restaurantes,no
TX000560,4633,2391,9,2,1,53.7,no,abarrotes,no
TX000561,231,229,17,1,6,12.1,no,abarrotes,no
TX000562,1600,1297,4,34,2,70.4,no,viajes,no
TX000563,789,881,18,3,2,48.7,no,servicios,no
TX000564,444,935,11,2,3,NA,no,servicios,no
TX000565,774,706,15,5,1,NA,no,servicios,no
TX000566,1049,1298,3,4,1,1.8,no,electronica,no
TX000567,1115,940,16,3,2,5.6,si,servicios,no
TX000568,200,339,4,13,3,24.7,no,viajes,no
TX000569,553,168,8,5,4,2,no,servicios,no
TX000570,994,1096,11,8,3,8.9,no,viajes,no
TX000571,1427,1029,12,4,2,8,no,viajes,no
TX000572,346,623,11,14,5,32.1,no,entretenimiento,no
TX000573,683,934,17,10,2,5.2,no,electronica,no
TX000574,791,1406,3,4,4,65.6,no,servicios,no
TX000575,372,467,13,20,1,27.5,no,servicios,no
TX000576,690,476,8,15,5,51.8,si,restaurantes,no
TX000577,522,561,4,14,4,6.4,no,entretenimiento,no
TX000578,281,470,20,3,1,19.1,no,viajes,no
TX000579,183,180,22,6,2,14.2,no,abarrotes,no
TX000580,396,365,22,39,1,27.7,no,viajes,no
TX000581,2920,2229,0,15,3,120.9,no,abarrotes,no
TX000582,832,428,22,5,3,44.2,no,entretenimiento,no
TX000583,290,277,7,3,1,14.5,no,electronica,no
TX000584,1953,1558,4,0,4,11.1,no,abarrotes,no
TX000585,178,225,0,14,3,2.2,no,servicios,no
TX000586,1622,2468,6,6,3,75.2,no,entretenimiento,no
TX000587,1845,1069,13,14,2,72.3,no,viajes,no
TX000588,632,529,15,15,3,39.4,no,entretenimiento,no
TX000589,1131,702,8,14,3,50.7,no,electronica,no
TX000590,731,450,22,8,3,43.6,no,electronica,no
TX000591,371,327,19,4,5,9.8,no,electronica,no
TX000592,268,320,8,3,2,52.7,no,electronica,no
TX000593,740,254,13,13,4,61.4,no,abarrotes,no
TX000594,1946,1326,13,11,4,2.8,si,abarrotes,no
TX000595,343,275,11,4,6,34.1,no,viajes,no
TX000596,3039,1807,17,6,5,NA,no,servicios,no
TX000597,1379,1088,12,5,5,10.9,no,abarrotes,no
TX000598,141,364,10,9,4,57.4,no,abarrotes,no
TX000599,765,447,13,2,4,22.1,no,abarrotes,no
TX000600,552,496,11,3,3,46.2,no,entretenimiento,no
TX000601,734,436,5,2,3,15.2,no,viajes,no
TX000602,629,814,18,4,0,32.4,no,abarrotes,no
TX000603,458,425,13,8,5,3.8,no,viajes,no
TX000604,379,715,18,17,4,77.2,no,electronica,no
TX000605,1335,1046,15,4,2,10.8,no,restaurantes,no
TX000606,3837,1145,11,5,3,35.1,no,viajes,no
TX000607,3034,2886,15,24,4,4.5,no,viajes,no
TX000608,1174,960,6,5,6,1,no,restaurantes,no
TX000609,3581,2348,7,3,3,3.4,no,abarrotes,no
TX000610,263,511,0,6,5,41.2,si,abarrotes,si
TX000611,397,515,8,13,0,8.2,no,viajes,no
TX000612,440,448,2,5,4,19,no,servicios,no
TX000613,1765,1465,19,1,3,9.8,no,servicios,no
TX000614,1072,1238,8,1,1,32,si,electronica,no
TX000615,263,273,12,6,1,78,si,entretenimiento,no
TX000616,835,1312,19,9,3,NA,no,restaurantes,no
TX000617,311,505,21,2,2,10.9,no,servicios,no
TX000618,307,646,0,13,2,26.1,no,viajes,no
TX000619,1027,1651,11,3,6,26.4,no,viajes,no
TX000620,1044,829,8,9,2,34.9,si,restaurantes,no
TX000621,474,508,23,3,5,2.4,no,restaurantes,no
TX000622,253,297,15,12,2,27.5,no,servicios,no
TX000623,964,1116,16,12,0,24.6,no,entretenimiento,no
TX000624,454,256,11,10,4,40.4,no,electronica,no
TX000625,570,259,8,4,3,10,no,entretenimiento,no
TX000626,1874,968,2,4,1,26.2,no,entretenimiento,no
TX000627,728,749,13,9,2,71.4,no,servicios,no
TX000628,811,667,9,3,2,36.3,no,restaurantes,no
TX000629,253,177,2,10,2,29,no,restaurantes,si
TX000630,985,1052,7,18,3,14.3,no,restaurantes,no
TX000631,398,298,22,28,2,48,no,electronica,no
TX000632,465,1344,10,9,3,4.4,no,viajes,no
TX000633,288,367,5,10,3,36.2,no,abarrotes,no
TX000634,664,1513,2,12,2,30.8,no,servicios,no
TX000635,960,786,13,4,5,11.8,no,abarrotes,no
TX000636,1447,1925,23,3,4,45.7,no,electronica,no
TX000637,1094,855,16,6,7,125.3,no,viajes,no
TX000638,617,541,18,9,5,32.6,no,abarrotes,no
TX000639,494,397,2,5,1,36.1,no,electronica,no
TX000640,630,687,6,24,1,11.3,no,restaurantes,no
TX000641,456,659,0,3,7,102.7,no,electronica,no
TX000642,2000,661,7,11,2,15.4,no,entretenimiento,no
TX000643,409,555,3,3,1,61.6,no,abarrotes,si
TX000644,1117,1023,1,3,3,3.8,no,entretenimiento,no
TX000645,201,262,16,3,3,2.8,no,viajes,no
TX000646,692,783,18,32,4,16.9,no,viajes,no
TX000647,848,585,8,9,7,69.1,no,restaurantes,no
TX000648,1116,818,13,19,0,43.9,no,entretenimiento,no
TX000649,426,453,2,3,2,31.3,no,electronica,no
TX000650,268,470,16,5,2,43.2,si,servicios,no
TX000651,141,380,20,10,1,55.5,no,abarrotes,si
TX000652,349,578,12,3,1,86.4,no,restaurantes,no
TX000653,597,378,0,9,2,29,no,abarrotes,no
TX000654,607,1053,0,17,1,9.5,si,servicios,no
TX000655,1421,1542,15,8,2,113.8,no,restaurantes,no
TX000656,541,302,2,19,3,NA,no,abarrotes,si
TX000657,582,632,21,6,3,56.4,no,viajes,no
TX000658,1647,1167,20,4,3,21.3,no,abarrotes,no
TX000659,1774,1158,17,20,3,31.2,no,servicios,no
TX000660,986,949,14,4,1,6.3,no,servicios,no
TX000661,1411,535,7,4,2,43.9,no,viajes,no
TX000662,531,354,14,5,4,71.6,no,electronica,no
TX000663,216,295,3,5,6,59.5,no,restaurantes,no
TX000664,242,305,1,7,2,NA,no,electronica,no
TX000665,138,229,12,13,1,7.6,no,electronica,no
TX000666,1054,1560,20,20,5,18.4,no,viajes,no
TX000667,302,689,11,8,2,1.1,no,electronica,no
TX000668,138,389,9,5,2,36.8,no,entretenimiento,no
TX000669,1384,1217,7,3,2,22.3,no,entretenimiento,no
TX000670,3833,2334,12,16,8,28,no,servicios,no
TX000671,4495,2997,23,1,3,16.3,no,servicios,no
TX000672,1383,407,0,4,3,46.4,no,abarrotes,no
TX000673,345,276,19,4,6,69.4,no,servicios,no
TX000674,905,870,17,4,3,84.6,si,entretenimiento,no
TX000675,496,742,6,6,6,16.3,no,viajes,no
TX000676,239,383,17,14,4,125.5,no,abarrotes,no
TX000677,1905,1183,7,26,1,34.7,no,entretenimiento,no
TX000678,741,679,14,9,4,54.1,no,electronica,no
TX000679,213,210,3,8,1,25,no,abarrotes,no
TX000680,690,1144,1,7,2,8.3,no,abarrotes,no
TX000681,782,1102,5,7,6,19.7,no,restaurantes,no
TX000682,978,454,7,19,6,2.9,no,abarrotes,no
TX000683,1125,526,22,22,3,30.8,no,restaurantes,no
TX000684,2080,1995,10,16,1,54,no,electronica,no
TX000685,132,402,21,9,3,200.7,no,viajes,no
TX000686,663,510,20,8,3,19.5,no,servicios,si
TX000687,210,326,5,5,2,9.1,no,abarrotes,no
TX000688,157,224,16,5,2,27.4,no,abarrotes,no
TX000689,901,605,3,3,4,85,no,servicios,no
TX000690,260,362,16,5,0,38.5,no,abarrotes,no
TX000691,932,450,8,5,4,1.2,si,servicios,no
TX000692,1264,1005,7,32,4,3.3,no,electronica,no
TX000693,514,777,9,6,2,32.1,no,viajes,no
TX000694,1105,867,11,5,4,62.9,no,electronica,no
TX000695,413,670,1,26,1,57.6,no,electronica,no
TX000696,3759,3626,17,2,1,16.2,no,viajes,no
TX000697,372,324,12,16,3,118.2,no,abarrotes,no
TX000698,537,774,0,12,6,137.5,no,entretenimiento,si
TX000699,487,1095,22,2,3,2.1,no,viajes,no
TX000700,878,946,8,26,1,85.9,no,restaurantes,no
TX000701,1717,1192,8,14,2,11.7,no,viajes,no
TX000702,241,147,5,6,4,24.4,no,viajes,no
TX000703,265,442,11,7,2,15.6,no,entretenimiento,no
TX000704,1832,826,13,7,4,1,no,abarrotes,no
TX000705,390,552,7,2,2,38.8,no,electronica,no
TX000706,548,1121,12,17,6,30.7,no,viajes,no
TX000707,4431,2154,4,1,2,21.1,no,viajes,no
TX000708,1615,706,15,9,2,19.4,no,restaurantes,no
TX000709,1518,699,6,2,2,74.1,no,servicios,no
TX000710,533,306,1,9,3,55.4,no,viajes,si
TX000711,942,1522,16,3,7,76.3,no,viajes,no
TX000712,969,616,14,11,2,25.8,no,viajes,no
TX000713,2031,549,1,23,3,9.8,no,abarrotes,no
TX000714,164,382,7,2,3,54.1,no,servicios,no
TX000715,4216,1672,19,11,6,NA,no,abarrotes,no
TX000716,267,225,12,6,3,40.5,no,restaurantes,no
TX000717,1210,1923,8,11,1,35.6,no,electronica,no
TX000718,1916,2535,18,17,2,27.1,si,abarrotes,no
TX000719,892,542,11,10,0,7.2,no,abarrotes,no
TX000720,4061,1242,9,9,2,116.8,si,abarrotes,no
TX000721,1805,1780,20,6,4,9.4,no,electronica,no
TX000722,365,347,6,12,6,39.7,no,abarrotes,si
TX000723,980,829,13,2,0,21.4,no,abarrotes,no
TX000724,529,562,20,4,3,78.4,no,electronica,no
TX000725,137,94,22,30,3,41.3,no,restaurantes,no
TX000726,693,886,7,26,1,NA,no,restaurantes,no
TX000727,247,373,4,5,2,30.6,no,servicios,no
TX000728,734,862,1,13,3,49.2,no,servicios,no
TX000729,1108,1075,22,10,1,34.8,no,servicios,no
TX000730,1123,1418,23,20,4,120.1,no,restaurantes,no
TX000731,148,380,15,5,2,6.5,si,entretenimiento,no
TX000732,387,926,22,2,4,109.2,no,restaurantes,no
TX000733,657,680,18,8,2,18,no,abarrotes,no
TX000734,388,551,12,4,2,8,no,viajes,no
TX000735,398,361,15,13,3,31.7,no,viajes,no
TX000736,919,1194,4,6,0,18.5,no,abarrotes,no
TX000737,618,477,5,6,1,129.7,no,electronica,no
TX000738,1118,454,8,19,4,30.4,no,servicios,no
TX000739,247,455,2,1,4,27.2,no,electronica,no
TX000740,803,981,23,5,6,53.9,no,servicios,no
TX000741,1735,1666,12,1,4,3.2,no,restaurantes,no
TX000742,515,772,12,9,5,14.2,no,electronica,no
TX000743,833,527,17,10,6,11.2,no,viajes,si
TX000744,535,1322,5,1,3,42.4,si,restaurantes,no
TX000745,679,504,20,7,5,5,no,servicios,no
TX000746,583,944,20,20,2,45.4,no,servicios,no
TX000747,448,609,22,7,4,194.8,no,entretenimiento,no
TX000748,346,338,5,5,5,20,no,entretenimiento,no
TX000749,128,100,14,14,4,39.9,no,restaurantes,no
TX000750,664,424,8,32,3,3.1,no,entretenimiento,no
TX000751,228,691,15,2,4,22.3,no,viajes,si
TX000752,488,838,13,7,4,34.7,no,viajes,no
TX000753,362,648,11,1,6,3.9,no,viajes,no
TX000754,1399,985,6,6,0,91.1,no,restaurantes,no
TX000755,125,370,6,7,3,37.6,no,restaurantes,no
TX000756,439,476,7,1,4,28.5,no,restaurantes,no
TX000757,524,582,18,6,2,146.9,no,abarrotes,no
TX000758,273,352,14,2,3,76.3,no,entretenimiento,no
TX000759,585,685,3,5,3,56.8,no,electronica,no
TX000760,978,681,22,14,6,25,no,abarrotes,no
TX000761,451,689,22,28,1,76,no,electronica,no
TX000762,308,781,23,10,3,3.3,no,abarrotes,no
TX000763,483,781,17,4,2,2.4,no,abarrotes,no
TX000764,1515,1325,16,8,2,14.9,no,entretenimiento,no
TX000765,1807,1264,10,15,0,31.6,no,restaurantes,no
TX000766,1866,1408,21,4,2,111.3,no,entretenimiento,no
TX000767,464,445,5,5,1,57.2,si,entretenimiento,no
TX000768,1682,1575,23,3,2,17.7,no,servicios,no
TX000769,762,397,8,17,0,13.5,no,entretenimiento,no
TX000770,590,885,16,0,3,7.8,no,servicios,no
TX000771,849,615,5,8,2,NA,no,viajes,no
TX000772,692,942,13,2,4,16.1,no,restaurantes,no
TX000773,146,244,23,5,1,59.9,no,abarrotes,no
TX000774,150,242,13,5,4,38,no,servicios,no
TX000775,1258,512,20,11,0,59.3,no,restaurantes,no
TX000776,403,225,15,4,2,8.9,no,restaurantes,no
TX000777,986,986,16,2,4,106.4,no,servicios,no
TX000778,1290,1058,16,8,5,12.4,no,servicios,no
TX000779,526,502,10,24,4,40.9,no,abarrotes,no
TX000780,2939,1576,20,13,6,28.5,si,restaurantes,no
TX000781,266,117,21,2,1,47.1,no,electronica,no
TX000782,1634,1078,10,4,2,15.9,no,entretenimiento,no
TX000783,211,351,19,3,0,22.6,no,entretenimiento,no
TX000784,1520,1216,21,7,2,67.5,no,entretenimiento,no
TX000785,988,1416,11,12,2,27.6,no,entretenimiento,no
TX000786,660,1434,18,2,1,73.3,no,servicios,no
TX000787,133,121,2,7,3,72.9,no,servicios,si
TX000788,659,2291,1,13,1,74.3,no,entretenimiento,no
TX000789,579,326,19,13,2,49.8,no,viajes,no
TX000790,172,106,10,1,4,42.6,no,servicios,no
TX000791,312,153,14,9,1,11.5,no,servicios,no
TX000792,1394,884,8,9,6,88.4,no,entretenimiento,no
TX000793,1393,667,0,4,1,161.2,si,restaurantes,no
TX000794,125,274,8,16,2,34.1,no,restaurantes,no
TX000795,1415,1132,15,19,3,13.7,no,servicios,no
TX000796,1467,1749,15,5,1,11.9,si,electronica,no
TX000797,2321,1754,7,1,1,29.1,no,restaurantes,no
TX000798,151,362,4,12,1,65.9,no,electronica,no
TX000799,182,357,10,12,5,50.6,no,electronica,no
TX000800,719,533,21,1,3,15.4,no,viajes,no
TX000801,1689,1183,2,6,4,26.5,no,restaurantes,no
TX000802,889,1311,16,10,1,58.9,no,abarrotes,no
TX000803,360,584,16,8,1,28.8,no,viajes,no
TX000804,942,1162,5,7,2,38.7,no,abarrotes,si
TX000805,984,593,2,2,8,102.7,no,electronica,no
TX000806,2794,2745,16,11,4,5.1,no,electronica,no
TX000807,1272,728,1,7,3,13.1,no,viajes,no
TX000808,1112,1105,19,12,4,17.9,no,entretenimiento,no
TX000809,109,269,17,3,2,7.7,no,restaurantes,no
TX000810,1441,968,21,3,4,42.6,no,servicios,no
TX000811,2420,1061,5,12,5,184.7,no,abarrotes,si
TX000812,126,304,9,13,4,10.1,no,viajes,no
TX000813,481,1163,21,8,2,19.8,no,viajes,no
TX000814,912,625,17,2,3,14.1,no,electronica,no
TX000815,2766,3106,5,22,5,17.7,no,abarrotes,no
TX000816,438,495,23,18,1,90.2,no,abarrotes,no
TX000817,366,439,9,1,1,5.3,no,servicios,no
TX000818,869,1070,0,12,2,49.9,si,abarrotes,no
TX000819,987,1010,6,1,0,22,no,entretenimiento,no
TX000820,1528,1847,3,13,4,7,no,restaurantes,no
TX000821,1356,619,23,5,5,11.5,no,entretenimiento,no
TX000822,576,1272,13,5,2,47.5,no,electronica,no
TX000823,986,619,3,19,1,53.9,no,restaurantes,no
TX000824,196,371,13,3,4,23.4,no,servicios,no
TX000825,816,599,14,4,2,59.9,no,electronica,no
TX000826,397,625,19,2,6,66.3,no,restaurantes,no
TX000827,1233,1457,19,7,1,49,no,restaurantes,no
TX000828,473,467,18,19,3,19.9,no,abarrotes,no
TX000829,251,622,12,13,4,14.2,no,abarrotes,no
TX000830,2052,1767,5,12,1,34,no,restaurantes,no
TX000831,1302,711,12,14,6,38,no,abarrotes,no
TX000832,825,1879,13,13,6,3.2,no,restaurantes,no
TX000833,2502,1098,14,9,2,6.7,no,restaurantes,no
TX000834,452,409,7,8,6,103.9,no,entretenimiento,no
TX000835,654,502,23,20,3,36.3,no,abarrotes,no
TX000836,729,712,22,1,3,36.2,no,electronica,no
TX000837,2091,1301,6,1,5,1.6,no,entretenimiento,no
TX000838,896,626,15,6,3,7.2,no,entretenimiento,no
TX000839,819,492,17,8,3,20.6,no,electronica,no
TX000840,558,478,19,19,4,11.4,no,servicios,no
TX000841,395,517,10,6,4,67.8,no,entretenimiento,no
TX000842,2353,1222,19,13,2,40.4,no,abarrotes,no
TX000843,844,829,11,9,2,180.8,no,servicios,no
TX000844,559,478,8,5,5,7.1,no,abarrotes,no
TX000845,801,833,21,1,5,12.9,no,viajes,no
TX000846,140,266,2,10,6,24.3,no,viajes,no
TX000847,288,260,17,17,4,10.1,no,viajes,no
TX000848,1589,1176,9,4,2,25.6,no,entretenimiento,no
TX000849,620,1402,12,6,1,88.5,no,servicios,no
TX000850,899,799,1,5,3,46.4,no,entretenimiento,no
TX000851,527,460,17,1,2,11.3,no,electronica,no
TX000852,873,1094,15,2,1,20.3,no,entretenimiento,no
TX000853,966,811,7,15,3,32,si,servicios,no
TX000854,397,768,21,4,4,14.3,no,entretenimiento,no
TX000855,2793,3340,4,10,5,NA,no,restaurantes,no
TX000856,2414,1270,0,19,5,NA,no,viajes,no
TX000857,169,230,22,1,4,14.2,no,abarrotes,no
TX000858,170,272,15,8,2,66.4,no,abarrotes,no
TX000859,965,573,22,7,2,52,no,restaurantes,no
TX000860,632,666,21,2,4,28.6,no,electronica,no
TX000861,298,427,6,4,3,14.9,no,electronica,no
TX000862,98,183,7,14,4,45.5,no,servicios,no
TX000863,1130,735,12,2,3,18,no,entretenimiento,no
TX000864,1251,1032,9,4,2,NA,no,entretenimiento,no
TX000865,369,569,3,16,3,146,no,servicios,no
TX000866,2898,2285,12,16,5,272.9,no,entretenimiento,no
TX000867,456,448,10,4,2,35.7,no,servicios,no
TX000868,194,241,7,2,2,10.2,no,restaurantes,no
TX000869,1099,1749,10,9,4,45.6,no,electronica,no
TX000870,937,516,9,16,4,32.1,no,electronica,no
TX000871,851,871,19,4,1,75.4,no,entretenimiento,no
TX000872,187,583,4,4,5,13.6,no,servicios,no
TX000873,1964,1899,5,10,1,66.5,no,viajes,no
TX000874,358,367,3,8,4,144.1,no,electronica,no
TX000875,211,368,4,10,5,86.2,no,abarrotes,no
TX000876,1071,2053,18,1,4,16.8,no,viajes,no
TX000877,605,914,6,1,4,61.5,si,viajes,no
TX000878,664,602,6,10,6,72.2,no,restaurantes,no
TX000879,1093,1028,15,12,3,23.4,no,restaurantes,no
TX000880,2254,1104,14,5,5,70.6,no,entretenimiento,no
TX000881,457,617,16,7,1,10.5,no,electronica,no
TX000882,572,831,21,12,0,71.5,no,viajes,no
TX000883,476,274,4,8,2,8,no,viajes,no
TX000884,222,757,9,13,4,15.4,no,electronica,no
TX000885,396,380,5,1,6,55.5,no,servicios,no
TX000886,362,396,16,5,3,30.9,no,entretenimiento,no
TX000887,1143,693,12,4,3,127.1,no,electronica,no
TX000888,4602,5752,15,15,1,36.3,no,entretenimiento,no
TX000889,504,363,23,17,7,12.8,no,entretenimiento,no
TX000890,174,149,10,19,3,61.2,no,abarrotes,no
TX000891,2026,1614,1,3,1,51.5,no,entretenimiento,no
TX000892,727,301,10,8,1,22.2,no,servicios,no
TX000893,704,937,16,6,2,110.9,no,servicios,no
TX000894,3198,2571,2,11,2,20.2,no,servicios,no
TX000895,299,512,10,23,1,34.6,no,servicios,no
TX000896,1095,996,11,4,4,115.6,no,viajes,no
TX000897,866,605,17,2,5,4.6,no,abarrotes,no
TX000898,113,307,21,7,1,22.5,no,entretenimiento,no
TX000899,637,630,8,7,3,19.1,no,entretenimiento,no
TX000900,215,718,15,12,1,5.9,no,viajes,no
TX000901,620,579,12,19,3,22.3,no,entretenimiento,no
TX000902,1461,1597,14,8,1,81.8,no,abarrotes,no
TX000903,2103,2116,5,7,1,16.5,no,restaurantes,no
TX000904,308,402,15,2,2,42.5,no,viajes,no
TX000905,1324,1511,16,6,3,16.2,no,abarrotes,no
TX000906,3892,3250,19,15,2,142.1,no,servicios,no
TX000907,2850,1211,18,7,3,24.4,no,viajes,no
TX000908,259,349,16,22,6,12,no,entretenimiento,no
TX000909,4042,2131,7,55,2,65.6,no,viajes,no
TX000910,1530,583,21,12,3,14.4,no,servicios,no
TX000911,246,780,16,5,2,20.4,no,abarrotes,no
TX000912,1328,1276,15,18,3,35.5,si,servicios,no
TX000913,861,619,12,3,2,40.9,no,electronica,no
TX000914,851,729,7,1,4,26.4,no,electronica,no
TX000915,452,900,10,9,2,16.7,no,restaurantes,no
TX000916,1689,1086,16,6,7,35.3,no,entretenimiento,no
TX000917,426,316,22,2,3,175.3,no,restaurantes,no
TX000918,573,660,0,6,7,28.1,no,servicios,no
TX000919,551,335,11,8,5,NA,no,servicios,no
TX000920,2284,1265,10,1,2,1.8,no,servicios,no
TX000921,1004,652,14,27,3,82.7,no,servicios,no
TX000922,667,610,17,11,6,62.4,no,viajes,no
TX000923,850,963,9,10,5,40.2,no,electronica,no
TX000924,328,496,15,20,1,29.7,no,restaurantes,no
TX000925,944,1037,7,13,2,48.7,no,servicios,no
TX000926,466,442,3,0,4,62.1,no,viajes,no
TX000927,301,361,14,13,5,18,no,abarrotes,no
TX000928,868,606,17,3,6,NA,no,restaurantes,no
TX000929,2523,2894,17,5,3,21.4,no,servicios,no
TX000930,423,1262,8,11,4,20.1,no,abarrotes,no
TX000931,1194,1453,7,2,1,18.8,no,entretenimiento,no
TX000932,288,400,7,5,5,24.8,no,restaurantes,no
TX000933,270,297,18,2,6,56.4,no,servicios,no
TX000934,312,164,8,13,1,45.7,no,servicios,no
TX000935,915,1170,18,34,1,108.9,no,entretenimiento,no
TX000936,328,330,19,33,2,17.4,no,restaurantes,no
TX000937,113,182,9,12,2,65,no,servicios,no
TX000938,1860,1812,23,6,1,33.7,no,restaurantes,no
TX000939,250,377,1,8,4,53.4,no,abarrotes,no
TX000940,643,839,4,11,3,10,no,restaurantes,no
TX000941,655,889,12,2,2,16,no,abarrotes,no
TX000942,360,432,15,17,2,59.1,no,electronica,no
TX000943,1287,1329,14,4,6,43.1,no,restaurantes,si
TX000944,57,280,11,5,2,35.3,no,entretenimiento,no
TX000945,456,1128,5,2,3,114.2,no,abarrotes,si
TX000946,1030,1409,10,5,3,16.4,no,abarrotes,no
TX000947,153,230,19,32,3,63,no,restaurantes,no
TX000948,292,506,7,9,2,80.5,no,viajes,no
TX000949,5112,1178,7,10,6,28.2,no,abarrotes,no
TX000950,473,658,1,7,4,50.9,no,electronica,no
TX000951,116,201,19,10,4,60.5,no,electronica,no
TX000952,148,311,16,7,2,130.8,no,viajes,no
TX000953,1030,701,7,5,2,11.2,no,entretenimiento,no
TX000954,254,344,7,9,5,7.7,no,entretenimiento,no
TX000955,225,242,18,1,3,3.4,no,viajes,no
TX000956,538,716,6,23,2,192,no,electronica,no
TX000957,984,1113,10,10,2,35.1,no,servicios,no
TX000958,2228,1340,22,12,3,68.3,no,restaurantes,no
TX000959,583,659,9,26,3,15.7,no,servicios,no
TX000960,404,698,17,13,4,45.4,no,restaurantes,no
TX000961,415,699,2,9,1,NA,no,abarrotes,no
TX000962,321,270,8,2,8,129.9,no,abarrotes,no
TX000963,481,376,21,3,4,12.1,no,viajes,no
TX000964,1099,1260,13,6,2,116.6,no,restaurantes,no
TX000965,2534,2022,3,0,5,38.4,no,abarrotes,no
TX000966,357,188,1,31,5,33.4,no,servicios,no
TX000967,626,701,1,8,2,34.7,no,viajes,no
