acidez_fija,acidez_volatil,acido_citrico,azucar_residual,cloruros,dioxido_azufre_libre,dioxido_azufre_total,densidad,ph,sulfatos,alcohol
5.3788,0.3534,0.2832,1.8288,0.0534,27.5113,85.5298,0.9955,3.299,0.785,12.4269
9.1814,0.5342,-0.0712,1.0841,0.1013,16.9314,60.3667,0.9973,3.1953,0.4718,10.2854
7.0639,0.2243,0.3782,8.656,0.0529,48.1289,164.5185,0.9952,3.2844,0.3468,10.1339
8.7365,0.1976,0.3389,1.0032,0.0286,23.8209,91.5407,0.9973,3.1073,0.5272,11.0582
7.6379,0.4013,0.5344,4.6609,0.0654,45.2058,159.2924,0.9939,3.1109,0.9847,12.3808
6.8545,0.1148,0.3025,1.511,0.0224,40.1282,147.5263,0.9925,3.2697,0.6954,12.2029
8.1435,0.1431,0.3925,-0.2273,0.0208,22.9573,83.5608,0.9955,3.2565,0.7778,10.0168
6.419,0.2322,0.4403,2.1957,0.0216,24.5012,100.1953,0.9964,3.1752,0.705,11.5478
6.6407,0.2656,0.4569,1.8186,0.0414,26.1881,89.9295,0.9953,3.3799,0.629,10.7266
7.1548,0.3339,0.3373,8.2301,0.0348,44.3058,153.1517,0.9938,3.2341,0.6838,11.328
9.9572,0.4612,0.1822,2.6291,0.0632,19.4431,62.4543,0.9958,3.0221,0.8122,11.0338
6.2103,0.4874,0.4531,2.67,0.0353,15.5327,62.243,0.9959,3.3166,0.7934,11.1754
6.02,0.5009,0.3709,2.8329,0.047,26.5112,114.5271,0.9962,3.2574,0.6543,11.6224
5.1938,0.4436,0.2642,1.9884,0.0532,33.827,125.3512,0.9923,3.3932,0.6998,12.2334
7.2218,0.1333,0.4725,2.8761,0.0404,25.0189,100.9459,0.9947,3.2448,0.6574,12.2564
10.1096,0.597,-0.0117,3.052,0.1071,14.462,64.6889,0.9999,3.1931,0.531,11.2599
7.465,0.5394,0.0825,2.9585,0.0968,15.8644,76.6367,0.9974,3.1458,0.3659,7.8986
5.0811,0.4593,0.5725,8.0329,0.0239,55.0703,182.8873,0.9953,3.1631,0.5034,10.3563
9.8775,0.578,0.0394,2.9955,0.0755,11.2509,52.4713,0.9959,3.2708,0.7244,8.3256
9.0624,0.8934,-0.086,3.4201,0.0802,19.0346,83.9118,0.9955,2.9484,0.8023,10.3
8.1371,0.6634,0.3332,2.076,0.0787,20.7554,73.6606,0.9955,3.1589,0.5127,10.2464
7.5516,0.2879,0.312,2.906,0.0392,34.0079,132.9668,0.9977,3.2639,0.678,10.2517
8.1534,0.5481,0.1474,4.2067,0.0759,11.6441,65.5891,0.9964,3.3414,0.5496,9.6888
7.9189,0.7508,0.0635,1.9085,0.0892,23.2487,101.6067,0.9968,3.0911,0.4696,9.3298
6.4235,0.056,0.4268,8.4439,0.0418,40.2539,146.7754,0.9954,3.2205,0.5192,11.4788
8.3832,0.0959,0.429,9.7786,0.0482,51.201,179.758,0.9949,3.0531,0.4417,11.4338
7.231,0.469,0.1191,3.8985,0.0848,10.9554,58.2439,0.9993,3.1687,0.4604,10.5815
6.2822,0.3499,0.2344,1.3187,0.0238,25.7906,103.4143,0.9927,3.2747,0.5659,11.3558
8.9797,0.6727,0.0217,1.6086,0.0876,10.9922,54.4779,0.9967,3.273,0.5871,8.9988
5.7456,0.4317,0.4546,8.9484,0.0635,47.1685,168.8153,0.9915,3.3727,0.5359,10.5802
8.3524,0.485,0.2074,1.5954,0.0867,9.9902,46.6878,0.9971,3.0423,0.4194,10.1861
7.6827,0.7572,0.1438,1.0863,0.0864,23.6181,100.7408,0.997,3.186,0.4988,9.7615
8.1039,0.1555,0.3306,0.6267,0.0574,21.2749,81.5057,0.996,3.2164,0.6335,11.2167
8.2552,0.4569,0.2045,3.0608,0.0733,20.155,93.4922,0.9964,3.1555,0.5519,10.1822
7.6017,0.3769,0.1872,2.3775,0.0786,8.4219,51.8286,0.9958,3.0975,0.4076,9.3464
6.7782,0.2699,0.2687,10.3829,0.0419,49.3283,174.9314,0.9953,3.4227,0.6135,12.3188
5.7572,0.2614,0.4797,6.9138,0.0278,43.2537,138.1039,0.9953,3.1486,0.7719,9.6224
7.9128,0.1259,0.2035,3.7052,0.0457,27.7924,119.9953,0.9979,3.2172,0.7239,12.7515
8.0967,0.4528,-0.07,0.7736,0.1063,21.3661,87.4766,0.9992,2.9913,0.573,9.855
6.3337,0.4516,0.3942,-0.3089,0.0444,41.8159,132.0317,0.9962,3.2443,0.5928,10.7158
7.3563,0.5234,0.0853,3.5444,0.0677,21.043,98.274,0.9964,3.199,0.515,9.0452
8.5839,0.0949,0.3921,2.7288,0.0352,25.3934,97.4597,0.9928,3.2504,0.6589,10.7388
7.7877,0.6763,0.2768,1.6678,0.0947,14.9189,49.6749,0.9979,3.2719,0.3925,10.6461
7.8636,0.2478,0.4178,6.7707,0.0529,37.8707,144.0743,0.9945,3.2019,0.699,9.6009
6.4815,-0.0247,0.1951,2.9859,0.0472,30.2709,116.7134,0.9963,3.4089,0.6055,11.485
7.5984,0.4151,0.1279,3.215,0.095,26.8335,105.676,0.9987,2.8418,0.7501,10.1891
9.2478,0.6432,0.1648,2.4415,0.079,9.4579,59.9338,0.9985,3.3285,0.6841,11.5532
9.0412,0.3866,0.1077,4.3839,0.0844,12.5336,61.4327,0.9945,3.1384,0.7073,8.5477
5.5606,0.2907,0.5317,9.0145,0.0742,50.3852,185.7477,0.9957,3.1699,0.3274,10.2658
6.2763,0.2577,0.3064,3.6648,0.034,37.3965,130.6138,0.9922,3.366,0.5696,11.2615
8.6225,0.7626,0.0096,0.8818,0.0915,17.349,75.7999,0.9979,3.2349,0.645,9.4983
6.7322,0.2115,0.3051,1.9936,0.0419,27.8372,106.8963,0.9938,3.1265,0.6069,12.1108
8.5803,0.6373,0.1374,3.4419,0.0714,10.8518,44.5448,0.9952,3.2226,0.4318,9.7949
7.158,0.2493,0.6047,0.0885,0.0173,23.4979,85.5646,0.9939,3.2961,0.6356,11.8136
8.435,0.7002,0.1077,2.2076,0.0895,17.412,67.2612,0.9999,3.2572,0.3943,8.5909
6.4395,0.3563,0.2579,7.9141,0.0425,44.2115,150.4266,0.9937,3.206,0.5227,9.1306
7.3101,0.4075,0.5459,9.1698,0.0829,51.5514,166.9511,0.9941,3.1325,0.6501,10.9876
7.1546,0.3425,0.305,1.9302,0.0569,31.3529,111.5046,0.9935,3.4072,0.6017,11.2451
9.5548,0.4449,0.0553,4.2132,0.0961,9.2085,52.3973,0.9987,3.2627,0.7604,8.9039
6.0396,0.4417,0.7042,0.9057,0.0628,26.8378,113.1506,0.9969,3.0714,0.7718,10.8559
5.9987,0.1341,0.4343,3.6423,0.0561,24.3491,82.9318,0.9975,3.2103,0.8429,12.0721
4.514,0.3508,0.3956,8.5619,0.056,36.1684,123.0669,0.9945,3.307,0.5507,10.1569
6.5404,0.3095,0.2697,2.2633,0.0398,27.375,102.1652,0.9938,3.3114,0.8555,11.0848
9.0657,0.5025,0.2429,4.8818,0.0956,20.9998,92.5264,0.9991,3.0724,0.5476,9.6092
7.0213,0.2846,0.4935,7.6244,0.0584,45.6137,159.9447,0.9958,3.3725,0.7192,12.274
8.4387,0.3527,0.1177,2.4551,0.078,22.2795,96.3265,0.9995,3.1824,0.6444,10.2285
7.4961,0.2059,0.2071,3.1936,0.0439,29.8925,105.7589,0.9908,3.2953,0.5433,12.2734
8.5831,0.4837,0.1467,3.3793,0.077,9.7429,35.2609,0.9951,3.3104,0.8923,8.6466
9.1961,0.6171,0.3041,2.7709,0.0888,21.6462,76.5832,1.0012,2.9228,0.546,11.5108
7.5395,0.0195,0.3873,1.273,0.0664,27.5672,106.1872,0.9933,3.4006,0.5891,11.4562
7.0046,0.2678,0.3461,2.3973,0.0432,37.6278,139.7622,0.9961,3.4883,0.7012,11.0281
8.4452,0.2716,0.3855,2.3295,0.0393,36.318600000000004,139.4634,0.9949,3.4514,0.6892,11.5925
7.4797,0.3859,0.6232,0.9512,0.0775,28.6067,119.097,0.9949,3.3272,0.6282,12.3518
7.8634,0.4261,0.3307,2.4382,0.0467,27.2653,110.8204,0.9925,3.1974,0.6838,12.1196
4.5154,0.3093,0.358,5.566,0.0532,43.2074,147.439,0.9952,3.3849,0.319,10.126
6.9071,0.1583,0.2907,7.7428,0.0482,48.8074,172.6871,0.9938,3.0468,0.3295,11.1753
7.7073,0.1649,0.4891,7.4948,0.0265,39.8904,138.7845,0.9952,3.2679,0.2685,10.7094
8.023,0.5422,0.5445,7.7168,0.0348,41.2021,158.1762,0.9988,3.2021,0.5045,10.7221
6.7744,0.2169,0.3789,9.1489,0.0353,38.5815,150.9934,0.993,3.3598,0.5401,9.9794
7.7904,0.2771,0.4782,2.2353,0.07,31.1712,121.1733,0.9918,3.6427,0.6474,12.8198
5.6356,0.1283,0.2113,3.4336,0.0463,20.4802,74.2136,0.9938,3.34,0.7598,11.4212
9.3194,0.6972,0.2303,3.7182,0.1034,19.0638,68.8775,0.9963,3.4297,0.6208,9.0606
8.2883,0.5936,0.0664,2.597,0.0468,11.121,56.0322,0.996,3.0065,0.7076,10.1941
7.0444,0.3192,0.378,3.5692,0.0329,27.6427,101.16,0.992,3.2804,0.7382,11.0068
6.8848,0.3915,0.5626,0.1073,0.0468,20.7789,92.3318,0.9991,3.5218,0.6725,10.5472
6.808,0.1312,0.4567,1.4314,0.0425,24.2008,90.9237,0.9945,3.1342,0.8913,11.2795
7.345,0.2523,0.2617,1.8295,0.0431,32.7806,120.8618,0.9969,3.1796,0.5066,11.7786
6.9199,0.3695,0.3023,3.3457,0.0307,28.3518,102.5758,0.9918,3.377,0.6019,11.9239
5.9165,0.23,0.4335,3.3724,0.0158,33.4484,113.8983,0.9945,2.9457,0.4947,11.7414
7.8806,0.1457,0.3571,1.8839,0.0409,30.9677,111.8022,0.9946,3.2445,0.6677,11.657
5.9034,0.3649,0.372,7.0419,0.0518,49.5132,167.9416,0.9982,3.0956,0.5705,10.2117
7.0519,0.3591,0.4117,3.1035,0.0412,26.8651,96.7003,0.9957,3.0802,0.5744,11.265
7.233,0.5298,0.1006,6.391,0.061,20.7216,87.5057,0.9966,3.2229,0.6167,9.3736
7.1851,0.1509,0.1862,1.3903,0.0395,43.6884,151.6839,0.9942,3.4916,0.715,10.4973
7.0473,0.2183,0.4512,1.2994,0.0262,33.9667,119.3526,0.9932,3.2763,0.6727,11.5234
7.6108,0.6773,0.162,1.736,0.0989,9.4353,42.9578,0.9978,3.3624,0.7997,10.0805
5.9523,0.0625,0.3578,7.2867,0.0719,47.1731,165.5949,0.9978,3.1716,0.6449,10.5357
7.4784,0.3204,0.4731,0.9146,0.0306,27.2375,100.2824,0.9961,3.3127,0.7945,12.6388
8.1788,0.1535,0.2796,2.2486,0.051,34.5645,122.8305,0.9983,3.761,0.5211,12.0468
6.9122,0.5123,0.4684,-1.8408,0.0252,37.4151,143.7002,0.9965,3.4045,0.5592,10.1047
5.2592,0.465,0.4259,3.4112,0.0388,30.732,120.601,0.993,3.4464,0.4733,10.3209
5.6591,0.499,0.2127,3.8448,0.0476,19.6391,84.3205,0.9943,3.4138,0.5826,11.8983
5.3933,0.3914,0.382,9.1158,0.0674,45.8453,152.4752,0.9971,3.339,0.5696,9.5108
6.4268,0.2446,0.5223,8.4437,0.0705,34.5222,127.0833,0.9961,3.3551,0.3382,10.2658
6.7093,0.1651,0.3546,0.7701,0.0338,13.5878,57.3952,0.997,3.2812,0.7305,12.1945
6.6499,0.0812,0.4503,7.6663,0.0621,45.0664,158.7637,0.9989,2.9656,0.4726,10.2508
7.5799,0.5282,0.1346,2.9357,0.1099,7.6384,36.8506,0.9963,3.2768,0.2925,8.5904
5.7081,0.3566,0.4108,8.4743,0.058,37.6986,145.4375,0.9962,3.0717,0.4435,11.2562
7.2502,0.3529,0.0376,1.6381,0.0582,26.6268,90.3454,0.9942,3.2925,0.5376,9.283
7.4337,0.7066,0.0701,2.9081,0.0973,18.1229,62.9672,0.9978,3.2842,0.3863,9.5153
7.7353,0.2959,0.3839,1.5706,0.0362,34.8701,127.4644,0.9915,3.3202,0.5087,10.4851
7.5047,0.7109,0.1626,4.4999,0.0842,28.6209,112.1461,0.9972,3.3317,0.7586,10.6025
7.6482,0.2612,0.2228,3.4288,0.0453,23.8329,91.574700000000007,0.9988,3.3542,0.6037,12.1427
8.0728,0.4539,0.0518,2.4768,0.1024,17.2958,68.3161,0.997,3.3565,0.4799,9.2453
7.8625,0.5215,-0.0508,3.894,0.0828,16.2254,78.9223,1.0026,3.2422,0.5851,11.2406
6.4258,0.2301,0.3996,2.2776,0.0409,29.2035,107.0452,0.9924,3.3676,0.529,11.0326
6.9242,0.2876,0.2038,2.3735,0.0547,25.2264,110.1196,0.9925,3.4601,0.6732,12.0549
7.7844,0.4582,0.2331,1.5608,0.0392,27.4495,101.938,0.9935,3.2816,0.5736,11.6401
6.8447,0.2286,0.4101,7.1909,0.053,41.8559,150.9297,0.9961,3.0078,0.5884,10.693
6.8213,0.327,0.2236,1.1041,0.046,30.8081,115.8307,0.9938,3.351,0.7614,10.9536
7.1238,0.3512,0.3697,1.7595,0.0618,27.8139,100.8273,0.9906,3.2419,0.4264,10.408
7.2254,0.2754,0.19,8.3341,0.0615,45.8474,153.1583,0.9988,3.1722,0.5128,10.4573
8.9387,0.3127,0.1122,2.9443,0.0864,32.1304,118.5989,0.9985,3.3176,0.7625,8.9597
8.1884,0.5154,0.3045,4.4412,0.1041,13.6888,65.1875,0.9973,3.1777,0.5282,10.1358
8.7948,0.6851,0.1494,2.6369,0.0731,20.5994,87.0797,0.995,3.1982,0.5718,10.1535
8.9999,0.6576,0.0473,2.8934,0.071,14.0317,63.623,0.9951,3.1122,0.5614,8.9533
7.0759,0.2056,0.4198,1.7816,0.0414,28.5434,103.8426,0.9943,3.1813,0.4537,11.0233
6.2537,0.2809,0.2248,3.3477,0.0606,32.0815,112.0655,0.9914,3.4951,0.679,13.0006
7.115,0.5387,0.355,2.3403,0.0709,19.5236,80.3274,0.9978,3.2315,0.7668,9.0438
5.6612,0.3432,0.344,4.568,0.0429,33.6591,112.8539,0.9943,3.3673,0.5924,10.9572
5.8751,0.3976,0.469,3.3076,0.0318,15.938,68.099,0.9953,3.221,0.7908,11.2077
7.2262,0.3045,0.1786,3.8874,0.035,28.9278,116.7268,0.9974,3.2651,0.5264,11.7914
6.7872,0.3287,0.2765,2.4073,0.0729,34.4439,124.4939,0.9953,3.385,0.8202,11.2673
7.4756,0.5228,0.3989,8.2333,0.0599,48.2186,169.7353,0.9953,3.1898,0.4861,9.7348
8.6948,0.3984,-0.0098,1.8394,0.0758,23.8932,93.5274,0.9945,3.2293,0.6029,10.4476
7.66,0.3132,0.558,3.7085,0.0468,24.0735,93.6565,0.9932,3.1391,0.8474,11.8014
5.7515,0.3625,0.295,3.7031,0.0578,35.6848,128.6535,0.9935,3.2045,0.4646,11.7158
6.0409,0.1427,0.4389,8.6847,0.0442,50.838,181.6923,0.9951,3.3476,0.5445,10.723
8.2605,0.5348,-0.1229,2.157,0.0963,18.8542,70.5388,0.9986,3.2802,0.5516,10.2928
6.8213,0.3853,0.0837,2.4201,0.0588,25.1089,88.8905,0.9974,3.2691,0.4919,11.0515
6.1964,0.4101,0.074,1.7121,0.0358,20.9192,94.4084,0.9951,3.3816,0.7654,10.7617
8.0784,0.3014,0.4326,1.1047,0.0737,27.7143,97.2505,0.9898,3.4578,0.626,12.8059
7.221,0.3034,0.46,1.4569,0.0423,35.9506,139.0942,0.9937,3.3706,0.4753,11.8782
9.5151,0.4983,0.0977,3.5336,0.1197,27.8935,110.5781,0.9982,3.2917,0.632,11.5161
4.5162,0.3263,0.2383,6.5742,0.064,46.7633,155.7382,0.995,3.1986,0.5787,10.8203
8.4627,0.7151,0.1639,0.6869,0.1215,16.0123,71.7714,0.9971,3.2366,0.7485,8.531
6.7525,0.2603,0.5438,6.8997,0.0413,37.0109,135.1997,0.995,3.242,0.5236,11.395
6.9721,0.2772,0.5182,3.9075,0.0395,32.9986,124.652,0.9913,3.1242,0.569,10.2186
8.7098,0.8631,0.1149,4.1062,0.0796,27.1405,101.075,0.9961,3.143,0.6657,10.5712
7.7173,0.258,0.4773,8.2238,0.0443,43.1641,156.9635,0.9961,3.0525,0.5307,11.537
9.3881,0.4931,0.0811,2.684,0.0951,19.9515,74.4268,1.0006,3.1971,0.5021,10.0562
8.88,0.4438,0.2918,3.5364,0.0398,24.164,95.0153,0.9957,3.1735,0.821,12.0216
7.063,0.3928,0.3533,2.5358,0.0234,36.1487,115.9355,0.9959,3.124,0.8513,11.9167
7.9192,0.316,0.0517,0.8419,0.0634,7.7222,44.7358,0.9972,3.2844,0.5192,9.5516
5.7998,0.213,0.3113,6.9506,0.0613,42.6257,142.2771,0.9965,3.1132,0.4807,10.1522
8.2819,0.5339,0.0124,1.8808,0.1058,15.6058,58.7239,0.9992,3.0981,0.576,10.486
5.4919,0.3496,0.5365,7.2538,0.0562,46.6707,154.1007,0.9971,2.9472,0.3218,9.5848
7.0454,0.4033,0.3554,4.5095,0.053900000000000003,26.7924,101.6606,0.9953,3.2682,0.5581,11.2161
6.1067,0.3909,0.2523,1.3292,0.0832,23.7588,96.3417,0.9916,3.073,0.5036,12.4693
7.4928,0.1984,0.2787,1.6214,0.0729,35.9915,121.1582,0.9931,3.313,0.5922,11.3596
6.2124,0.3969,0.0878,1.9236,0.089,9.8927,50.9011,0.9952,3.1974,0.5304,10.2782
7.0286,0.6222,0.0996,2.3599,0.1167,16.1663,76.697,0.9945,3.309,0.4768,9.1103
7.6004,0.4151,0.4426,2.6955,0.0143,35.8337,120.114,0.9941,3.4325,0.476,12.0221
5.9465,0.088,0.4561,2.8358,0.0359,25.4678,101.2114,0.9969,3.4527,0.8439,11.6763
5.7962,0.2655,0.3124,8.1663,0.0492,54.8568,192.9122,0.994,3.2073,0.4985,10.4878
8.5719,0.4002,0.2285,2.8652,0.1086,16.4018,64.1301,0.9964,3.1548,0.4562,9.3545
7.2584,0.5205,0.0337,1.4642,0.0719,14.083,55.9922,0.9972,3.1907,0.4714,9.2328
7.9651,0.3805,0.1719,1.7479,0.0914,20.5189,82.394,0.9969,3.0601,0.6635,8.9437
7.7884,0.54990000000000006,0.1566,3.6895,0.0903,13.6765,81.2802,0.9968,3.082,0.76,9.71
7.841,0.3014,0.4521,2.0218,0.0383,23.8507,85.8461,0.9953,3.3783,0.7696,10.8203
8.4468,0.4718,0.1848,3.194,0.0966,17.8448,84.9985,0.9956,3.1115,0.6994,12.2538
7.0259,-0.0347,0.1954,1.5917,0.0628,25.5833,106.7812,0.9958,3.1976,0.513,12.3396
6.295,0.3855,0.1348,0.7743,0.0628,25.795,106.7922,0.9961,3.6305,0.5271,12.4039
6.903,0.2213,0.3622,3.5547,0.0505,20.4594,65.233,0.9973,3.3153,0.8561,10.7913
8.167,0.1605,0.4199,8.6558,0.0346,40.322,153.0018,0.9947,3.1383,0.4327,10.4526
8.608,0.5006,0.1209,2.8905,0.0759,25.0067,105.6223,0.997,3.194,0.5719,10.8796
6.6447,0.177,0.4266,1.4405,0.0361,22.6151,97.5284,0.9935,3.2571,0.6324,12.1738
7.3119,0.3178,0.433,7.9299,0.0449,52.2005,183.5898,0.9967,3.1894,0.2888,9.9831
9.5595,0.5587,0.1105,2.8433,0.0694,13.3559,69.0595,0.9983,2.9625,0.4752,9.0578
5.7287,0.2545,0.3969,0.9857,0.0255,40.41,141.5519,0.9953,3.1838,0.7901,11.0281
5.7272,0.3495,0.5284,7.7272,0.0502,51.9688,173.7796,0.9959,3.3752,0.3681,8.3375
6.1998,0.2514,0.1601,2.0781,0.0406,31.5001,126.7784,0.9951,3.4911,0.8059,12.485900000000001
5.4128,0.4505,0.4829,7.4904,0.0704,51.6068,169.3883,0.9971,3.0426,0.5462,10.9517
8.894,0.5837,-0.0784,2.9638,0.0849,22.5474,98.4668,1.0005,3.2278,0.5072,10.2626
7.8947,0.5065,0.152,4.9087,0.0738,18.0222,74.5188,0.9942,3.3483,0.654,9.9188
8.1545,0.5221,0.1174,1.8081,0.0757,35.4154,131.0463,0.9968,2.9909,0.5776,10.0669
8.6814,0.2141,0.4993,7.6029,0.0191,50.2723,177.3545,0.9954,3.267,0.5306,11.5716
5.6863,0.2331,0.4795,6.9617000000000004,0.0382,43.1316,143.0619,0.9999,3.1845,0.5038,10.7405
7.9386,0.5053,0.0753,2.6267,0.1087,23.903,104.025,0.9977,3.214,0.5622,8.6117
8.2364,0.2241,0.418,1.6736,0.0476,28.7457,118.3417,0.9988,3.5643,0.7125,10.8163
8.6119,0.5031,0.2078,3.9415,0.0528,14.0615,68.5723,0.9971,2.9132,0.5849,10.372
6.4272,0.2562,0.3853,9.6824,0.0411,51.4575,188.9994,0.9958,3.3263,0.5526,10.9395
7.4284,0.5452,-0.0631,3.2517,0.0978,9.381,59.7467,0.9976,3.238,0.61240000000000006,9.4309
6.5005,0.2873,0.3697,-1.2063,0.026,32.1204,133.2472,0.9939,3.5214,0.6709,10.4302
6.489,0.2551,0.264,2.1757,0.0423,26.6256,106.242,0.9954,3.4575,0.7201,10.5072
8.6871,0.7391,0.1029,1.0058,0.0712,9.593,53.9422,0.9947,3.2124,0.6896,8.1576
7.9856,0.5297,0.0564,1.9882,0.0562,18.0675,73.9385,0.9951,3.162,0.5424,10.267
7.3238,0.229,0.54,7.9025,0.0513,46.8495,163.8161,0.9923,3.1888,0.4748,11.0429
9.3617,0.5476,0.2956,2.2223,0.1067,15.0586,68.8846,0.9939,3.2216,0.5795,10.4967
8.6922,0.5288,0.1696,0.0396,0.0502,8.5801,60.5335,0.9978,3.1722,0.6472,7.9118
7.4337,0.2604,0.5373,1.953,0.0394,35.5546,136.5306,0.9981,3.2215,0.5989,10.8708
6.4745,0.2132,0.2895,7.1767,0.0473,41.3031,128.3294,0.9941,3.3135,0.7563,10.5387
6.9674,0.4367,0.3493,8.4785,0.0217,43.0737,149.8222,0.9917,3.1713,0.5352,10.0249
5.3435,0.3126,0.2708,1.9437,0.049,29.8047,114.4212,0.9941,3.1149,0.6148,11.548400000000001
7.0543,0.3785,0.3757,7.8213,0.0378,44.5956,166.8326,0.9964,3.1316,0.4649,10.5688
5.9553,0.4119,0.4953,7.3444,0.044,37.698,131.0972,0.9953,3.2256,0.6973,11.1299
8.7406,0.6999,0.139,2.9129,0.0573,16.2118,78.9866,0.9946,3.3364,0.3067,10.0329
7.9172,0.5239,0.1283,2.1848,0.0918,14.0364,53.4003,0.9967,3.0552,0.6128,8.7535
5.8399,0.3125,0.3147,7.1439,0.0378,44.985,160.0435,0.9972,3.3552,0.5549,10.8378
9.2352,0.5041,0.1181,3.9155,0.072,16.5855,67.1682,0.9979,3.2327,0.3862,10.1355
9.2359000000000009,0.4528,0.2512,2.0863,0.0425,26.2302,95.8645,0.9942,3.1682,0.738,11.012
6.4056,-0.1289,0.5021,8.1561,0.0367,51.3345,179.607,0.9914,3.3907,0.6317,10.436
9.9242,0.5127,0.309,3.2203,0.0917,14.2157,58.6604,0.9981,3.0737,0.4796,10.6241
6.502,0.3813,0.3554,3.5736,0.0483,30.484,120.0669,0.9968,3.3043,0.8275,11.7794
6.0935,0.3979,0.282,2.4009,0.0634,29.3323,115.2948,0.9929,3.344,0.6653,10.9956
6.7098,0.2356,0.4026,6.7332,0.0522,46.1332,161.5093,0.9946,3.1355,0.4372,10.2412
7.8096,0.6103,-0.2498,0.2772,0.1018,25.3628,93.7932,0.9984,3.1268,0.7792,11.7161
7.0699,0.3718,0.132,1.7259,0.0727,25.569,95.3659,0.9959,3.3184,0.5344,11.3147
8.1726,0.5691,0.2395,3.9972,0.0929,26.6845,96.748,0.9991,3.1937,0.748,9.1495
8.0841,0.426,0.1575,1.8493,0.0695,27.4511,110.7203,1.0007,3.0952,0.5943,9.0625
6.4477,0.5637,0.014,4.3444,0.0823,11.4223,45.9982,0.9982,3.226,0.4447,10.2907
7.3797,0.192,0.4128,9.6123,0.0715,40.8523,148.0705,0.9939,3.1316,0.3824,8.9686
6.415,0.3706,0.1997,2.5402,0.0727,19.305,77.037,0.996,3.2232,0.4378,10.5272
8.7954,0.2432,0.2694,2.3917,0.0104,30.3017,112.5233,0.9972,3.2879,0.8282,10.7323
7.6432,0.3707,0.0521,2.8921,0.0886,25.5041,95.1183,0.9973,3.1173,0.4827,10.1299
6.01,0.49,0.3585,1.0597,0.0639,25.231,107.626,0.9969,3.1577,0.5083,10.4986
8.6483,0.5312,-0.0967,2.4051,0.0796,18.5424,74.8011,0.9986,2.9999,0.5951,9.9256
5.9746,0.3463,0.3933,3.5013,0.0352,29.0472,116.8817,0.9987,3.1436,0.7965,11.3298
6.8422,0.2534,0.3537,6.9924,0.0658,28.4737,112.6006,0.9946,3.2468,0.437,10.1788
6.6183,0.1746,0.3467,9.0417,0.0446,44.4069,177.967,0.998,3.2764,0.5263,11.487
6.0224,0.2721,0.3546,8.8388,0.0597,42.6848,143.8772,0.9989,3.0506,0.728,9.5732
8.1031,0.4611,0.0101,3.1095,0.0824,9.4395,47.0988,1.0005,3.331,0.5954,9.9932
6.7215,0.4359,0.2686,-0.3042,0.0319,21.232,75.3775,0.9979,3.1405,0.6765,10.8682
6.0801,0.4228,0.3792,7.1733,0.0527,37.5341,132.5428,0.9986,3.4886,0.7795,10.9267
9.4598,0.8578,0.2356,4.4546,0.0852,17.2675,75.1264,0.9975,3.127,0.6025,9.7061
8.3684,0.6533,0.0115,2.2679,0.0926,14.4881,69.4385,0.9983,3.118,0.5382,9.3098
6.2777,0.3081,0.4322,6.8416,0.0284,40.4206,149.0072,0.9972,3.196,0.4868,11.9484
6.055,0.3215,0.5533,6.625,0.0656,32.9953,123.0231,0.9979,3.0074,0.5052,10.8912
8.9637,0.6505,0.1034,4.3922,0.0684,9.492,30.6454,0.9969,3.1123,0.4848,9.8537
6.5207,0.3087,0.3875,3.1523,0.0589,30.2438,113.2386,0.9932,3.3555,0.511,11.192
7.4072,0.0987,0.5232,6.3216,0.0504,54.396,193.8562,0.994,3.3765,0.6619,10.4595
5.9583,0.28,0.2306,7.9087,0.0393,39.4903,148.3062,0.9952,3.1542,0.4987,10.5476
6.928,0.3728,0.4081,7.6312,0.0659,42.577,155.791,0.9927,3.1437,0.4281,12.0282
5.6812,0.1688,0.2841,8.1187,0.0303,46.7852,179.903,0.9937,3.3502,0.5993,11.2584
9.3001,0.3797,0.0317,4.1712,0.0642,6.7676,40.1816,0.996,3.1021,0.6755,9.1396
7.0531,0.6437,0.1552,2.6327,0.1011,13.5998,60.0033,0.9928,3.1836,0.3414,8.7468
8.7236,0.8191,0.1068,4.9689,0.0959,15.9436,62.7734,0.9971,3.3587,0.4061,10.9375
5.9948,0.3234,0.539,6.9784,0.044,46.7012,159.8189,0.9951,3.2852,0.3471,9.7821
8.7759,0.6824,0.0695,1.9524,0.0907,10.7407,45.073,0.9923,3.44,0.6074,9.1101
6.26,0.4235,0.3591,8.9234000000000009,0.0533,39.969,143.3526,0.9949,3.3143,0.6206,10.9971
8.892,0.4516,-0.005,1.1161,0.0931,20.9887,86.1804,0.9963,3.1208,0.5104,10.3851
7.0876,0.1193,0.4341,2.3299,0.0226,33.092,127.0872,0.9942,3.3308,0.5561,11.5386
7.397,0.1306,0.4491,8.7163,0.0572,34.4859,122.2728,0.9939,3.4074,0.6912,9.2746
7.6923,0.4116,0.5211,0.4999,0.0683,14.7907,59.9438,0.9938,3.4951,0.7033,11.1339
8.8849,0.5272,-0.0077,2.028,0.0929,18.8146,71.154,0.9956,3.2278,0.4628,8.8409
8.4595,0.4613,0.0095,2.7005,0.0794,10.6626,56.5045,0.9935,2.9452,0.6449,10.3309
6.4897,0.1943,0.2381,8.0277,0.0589,34.7484,116.4787,0.995,3.1699,0.4058,9.8558
